ID,RodentSurveyID,RodentSpeciesID,IDNum,SexID,AgeID,YearIDNumAssigned,ReproductiveStatusID,Weight,Recapture,Capture1,Capture2,Capture3,Capture4,Notes,CreatedDate
144775,22,112,NA,NA,NA,NA,NA,NA,1,,D3,,,,2015-04-03
144776,22,119,NA,NA,NA,NA,NA,NA,1,,D2,,,,2015-04-03
144777,22,115,NA,1,1,NA,NA,30.6,0,,D1,,,,2015-04-03
144778,22,115,NA,2,1,NA,NA,32.2,0,,E1,,,,2015-04-03
144779,22,115,NA,1,1,NA,NA,40,0,,E2,,,,2015-04-03
144780,22,112,NA,2,1,NA,NA,14.2,0,,E4,,,,2015-04-03
144781,22,112,NA,NA,NA,NA,NA,NA,1,,E6,,,,2015-04-03
144782,22,115,NA,1,1,NA,NA,43.8,0,,E7,,,,2015-04-03
144783,22,115,NA,1,1,NA,NA,45.5,0,,F7,,,,2015-04-03
144784,22,115,NA,2,1,NA,NA,41.8,0,,F6,,,,2015-04-03
144785,22,119,NA,1,1,NA,NA,11,0,,F4,,,,2015-04-03
144786,22,112,NA,NA,NA,NA,NA,NA,1,,F3,,,,2015-04-03
144787,22,119,NA,1,2,NA,NA,5.5,0,,F2,,,,2015-04-03
144788,22,119,NA,NA,NA,NA,NA,NA,1,,F1,,,,2015-04-03
144789,22,115,NA,NA,NA,NA,NA,NA,1,,G1,,,,2015-04-03
144790,22,115,NA,1,1,NA,NA,37.2,0,,G2,,,,2015-04-03
144791,22,112,NA,NA,NA,NA,NA,NA,1,,G3,,,,2015-04-03
144792,22,119,NA,1,1,NA,NA,9.5,0,,G4,,,,2015-04-03
144793,22,115,NA,NA,NA,NA,NA,NA,1,,G5,,,,2015-04-03
144794,22,112,NA,NA,NA,NA,NA,NA,1,,G6,,,,2015-04-03
144795,22,115,NA,2,1,NA,NA,39,0,,G7,,,,2015-04-03
144796,17,112,NA,1,1,NA,NA,23.2,0,A3,,,,,2015-04-03
144797,17,117,NA,1,1,NA,NA,134,0,A4,,,,,2015-04-03
144798,17,112,NA,2,1,NA,NA,27.4,0,A5,,,,,2015-04-03
144799,17,120,NA,1,1,NA,NA,11,0,B7,,,,,2015-04-03
144800,17,117,NA,2,1,NA,NA,116.2,0,B5,,,,,2015-04-03
144801,17,112,NA,1,3,NA,NA,9.4,0,B4,,,,,2015-04-03
144802,17,117,NA,2,1,NA,NA,64,0,B3,,,,,2015-04-03
144803,17,111,NA,1,1,NA,NA,22.1,0,B2,,,,,2015-04-03
144804,17,112,NA,1,1,NA,NA,21.6,0,B1,,,,,2015-04-03
144805,17,117,NA,1,1,NA,NA,117.6,0,C1,,,,,2015-04-03
144806,17,117,NA,1,2,NA,NA,65,0,C2,,,,,2015-04-03
144807,17,117,NA,1,1,NA,NA,125.8,0,C3,,,,,2015-04-03
144808,17,117,NA,1,1,NA,NA,111,0,C4,,,,,2015-04-03
144809,17,117,NA,2,1,NA,NA,114.6,0,C7,,,,,2015-04-03
144810,17,112,NA,2,1,NA,NA,33.5,0,D4,,,,,2015-04-03
144811,17,117,NA,1,1,NA,NA,94.5,0,D3,,,,,2015-04-03
144812,17,111,NA,1,1,NA,NA,10.6,0,D2,,,,,2015-04-03
144813,17,117,NA,1,1,NA,NA,117,0,D1,,,,,2015-04-03
144814,17,117,NA,1,1,NA,NA,141.8,0,E1,,,,,2015-04-03
144815,17,117,NA,1,1,NA,NA,151.2,0,E2,,,,,2015-04-03
144816,17,117,NA,1,1,NA,NA,119.8,0,E3,,,,,2015-04-03
144817,17,117,NA,2,1,NA,NA,85,0,E5,,,,,2015-04-03
144818,17,117,NA,2,1,NA,NA,167.5,0,E7,,,,,2015-04-03
144819,17,112,NA,2,1,NA,NA,10.6,0,F7,,,,,2015-04-03
144820,17,117,NA,1,1,NA,NA,86.2,0,F5,,,,,2015-04-03
144821,17,112,NA,1,3,NA,NA,8.4,0,F4,,,,,2015-04-03
144822,17,112,NA,2,1,NA,NA,22.6,0,F3,,,,,2015-04-03
144823,17,111,NA,1,1,NA,NA,10.9,0,F2,,,,,2015-04-03
144824,17,117,NA,1,1,NA,NA,111,0,G2,,,,,2015-04-03
144825,17,111,NA,1,1,NA,NA,12.2,0,G3,,,,,2015-04-03
144826,17,117,NA,1,1,NA,NA,144.2,0,G4,,,,,2015-04-03
144827,17,120,NA,2,1,NA,NA,14.5,0,G5,,,,,2015-04-03
144828,17,112,NA,2,1,NA,NA,19.4,0,G6,,,,,2015-04-03
144829,18,111,NA,1,1,NA,NA,27.4,0,B1,,,,,2015-04-03
144830,18,117,NA,1,1,NA,NA,205,0,B3,,,,,2015-04-03
144831,18,112,NA,1,1,NA,NA,21.6,0,A3,,,,,2015-04-03
144832,18,112,NA,2,1,NA,NA,27.4,0,B4,,,,,2015-04-03
144833,18,117,NA,1,3,NA,NA,107,0,B6,,,,,2015-04-03
144834,18,112,NA,1,1,NA,NA,26.4,0,B7,,,,,2015-04-03
144835,18,112,NA,1,1,NA,NA,18.6,0,C7,,,,,2015-04-03
144836,18,112,NA,1,1,NA,NA,23,0,A7,,,,,2015-04-03
144837,18,112,NA,1,1,NA,NA,26.2,0,C3,,,,,2015-04-03
144838,18,120,NA,1,1,NA,NA,25.2,0,D1,,,,,2015-04-03
144839,18,112,NA,2,1,NA,NA,27.2,0,D2,,,,,2015-04-03
144840,18,112,NA,2,1,NA,NA,22.2,0,D6,,,,,2015-04-03
144841,18,117,NA,1,1,NA,NA,116,0,D7,,,,,2015-04-03
144842,18,112,NA,2,1,NA,NA,28.5,0,E7,,,,,2015-04-03
144843,18,112,NA,2,1,NA,NA,21.5,0,E4,,,,,2015-04-03
144844,18,111,NA,2,1,NA,NA,22.4,0,E3,,,,unmarked,2015-04-03
144845,18,117,NA,NA,1,NA,NA,126.2,0,E2,,,,escaped,2015-04-03
144846,18,112,NA,1,1,NA,NA,23.6,0,E1,,,,,2015-04-03
144847,18,112,NA,1,1,NA,NA,20.8,0,E1,,,,,2015-04-03
144848,18,112,NA,1,1,NA,NA,28.3,0,F3,,,,,2015-04-03
144849,18,117,NA,NA,1,NA,NA,117,0,F2,,,,escaped,2015-04-03
144850,18,112,NA,2,1,NA,NA,19.4,0,F4,,,,,2015-04-03
144851,18,111,NA,2,1,NA,NA,24.4,0,E6,,,,,2015-04-03
144852,18,110,NA,2,1,NA,NA,31.8,0,F6,,,,,2015-04-03
144853,18,117,NA,2,1,NA,NA,163,0,F7,,,,,2015-04-03
144854,18,117,NA,1,3,NA,NA,73.8,0,G1,,,,,2015-04-03
144855,18,112,NA,2,1,NA,NA,21.6,0,G3,,,,,2015-04-03
144856,18,112,NA,1,1,NA,NA,18.8,0,G4,,,,,2015-04-03
144857,18,112,NA,2,1,NA,NA,22.2,0,G5,,,,,2015-04-03
144858,18,110,NA,2,1,NA,NA,30.6,0,G6,,,,,2015-04-03
144859,17,111,NA,1,1,NA,NA,10.2,0,,A1,,,,2015-04-03
144860,17,112,NA,1,1,NA,NA,22.5,0,,A2,,,,2015-04-03
144861,17,112,NA,2,1,NA,NA,11.6,0,,A3,,,,2015-04-03
144862,17,111,NA,1,1,NA,NA,11.3,0,,A4,,,,2015-04-03
144863,17,112,NA,2,1,NA,NA,11.2,0,,A5,,,,2015-04-03
144864,17,117,NA,2,1,NA,NA,175.5,0,,B7,,,,2015-04-03
144865,17,112,NA,2,1,NA,NA,11,0,,B6,,,,2015-04-03
144866,17,117,NA,2,1,NA,NA,74.4,0,,B3,,,,2015-04-03
144867,17,117,NA,NA,NA,NA,NA,NA,1,,B2,,,,2015-04-03
144868,17,117,NA,NA,NA,NA,NA,NA,1,,C1,,,,2015-04-03
144869,17,117,NA,NA,NA,NA,NA,NA,1,,C2,,,,2015-04-03
144870,17,117,NA,NA,NA,NA,NA,NA,1,,C3,,,,2015-04-03
144871,17,120,NA,1,1,NA,NA,19.2,0,,C4,,,,2015-04-03
144872,17,120,NA,1,1,NA,NA,21,0,,C7,,,,2015-04-03
144873,17,112,NA,2,1,NA,NA,11.5,0,,D6,,,,2015-04-03
144874,17,117,NA,2,3,NA,NA,120.8,0,,D5,,,,2015-04-03
144875,17,110,NA,1,3,NA,NA,19.3,0,,D4,,,,2015-04-03
144876,17,111,NA,NA,NA,NA,NA,NA,1,,D3,,,,2015-04-03
144877,17,112,NA,1,1,NA,NA,11.8,0,,D2,,,,2015-04-03
144878,17,112,NA,2,3,NA,NA,9.3,0,,D1,,,,2015-04-03
144879,17,110,NA,2,1,NA,NA,24.9,0,,E1,,,,2015-04-03
144880,17,117,NA,NA,NA,NA,NA,NA,1,,E2,,,,2015-04-03
144881,17,117,NA,NA,NA,NA,NA,NA,1,,E3,,,,2015-04-03
144882,17,117,NA,NA,NA,NA,NA,NA,1,,E5,,,,2015-04-03
144883,17,120,NA,1,1,NA,NA,15.4,0,,E6,,,,2015-04-03
144884,17,117,NA,2,1,NA,NA,64,0,,E7,,,,2015-04-03
144885,17,112,NA,NA,NA,NA,NA,NA,1,,F7,,,,2015-04-03
144886,17,117,NA,2,1,NA,NA,65.2,0,,F6,,,,2015-04-03
144887,17,117,NA,NA,NA,NA,NA,NA,1,,F4,,,,2015-04-03
144888,17,117,NA,NA,NA,NA,NA,NA,1,,F3,,,,2015-04-03
144889,17,110,NA,2,1,NA,NA,37.8,0,,F2,,,,2015-04-03
144890,17,110,NA,2,1,NA,NA,20.9,0,,F1,,,,2015-04-03
144891,17,112,NA,2,1,NA,NA,11,0,,G1,,,escaped; est 11g,2015-04-03
144892,17,110,NA,1,1,NA,NA,17.2,0,,G3,,,,2015-04-03
144893,17,117,NA,2,1,NA,NA,106,0,,G4,,,,2015-04-03
144894,17,117,NA,NA,NA,NA,NA,NA,1,,G5,,,,2015-04-03
144895,17,117,NA,2,1,NA,NA,114.4,0,,G7,,,,2015-04-03
144896,18,112,NA,1,1,NA,NA,27.8,0,,A1,,,,2015-04-03
144897,18,120,NA,2,1,NA,NA,23,0,,A2,,,,2015-04-03
144898,18,110,NA,1,1,NA,NA,13.8,0,,A3,,,,2015-04-03
144899,18,120,NA,2,1,NA,NA,17.9,0,,A4,,,,2015-04-03
144900,18,110,NA,2,1,NA,NA,29.5,0,,A5,,,,2015-04-03
144901,18,110,NA,1,1,NA,NA,23.6,0,,A6,,,,2015-04-03
144902,18,110,NA,NA,NA,NA,NA,NA,1,,B7,,,,2015-04-03
144903,18,117,NA,NA,NA,NA,NA,NA,1,,B6,,,,2015-04-03
144904,18,120,NA,1,1,NA,NA,21,0,,B5,,,,2015-04-03
144905,18,117,NA,1,1,NA,NA,113,0,,B3,,,,2015-04-03
144906,18,112,NA,1,1,NA,NA,15.5,0,,B1,,,,2015-04-03
144907,18,110,NA,1,1,NA,NA,28.5,0,,C1,,,,2015-04-03
144908,18,120,NA,1,1,NA,NA,15.3,0,,C2,,,,2015-04-03
144909,18,120,NA,2,1,NA,NA,20.2,0,,C3,,,,2015-04-03
144910,18,112,NA,NA,NA,NA,NA,NA,1,,C7,,,,2015-04-03
144911,18,112,NA,2,1,NA,NA,17.6,0,,D7,,,,2015-04-03
144912,18,112,NA,NA,NA,NA,NA,NA,1,,D6,,,,2015-04-03
144913,18,112,NA,1,1,NA,NA,23,0,,D5,,,,2015-04-03
144914,18,112,NA,2,1,NA,NA,23.8,0,,D4,,,,2015-04-03
144915,18,117,NA,1,1,NA,NA,145,0,,D3,,,,2015-04-03
144916,18,120,NA,1,1,NA,NA,15.2,0,,D1,,,,2015-04-03
144917,18,120,NA,1,1,NA,NA,21.2,0,,D2,,,,2015-04-03
144918,19,112,NA,1,1,NA,NA,12.7,0,B1,,,,,2015-04-03
144919,19,112,NA,2,1,NA,NA,19,0,B2,,,,,2015-04-03
144920,19,120,NA,2,1,NA,NA,25.5,0,A2,,,,,2015-04-03
144921,19,115,NA,NA,1,NA,NA,35,0,A3,,,,escaped; est 35g,2015-04-03
144922,19,112,NA,1,1,NA,NA,13.4,0,B4,,,,,2015-04-03
144923,19,112,NA,2,1,NA,NA,16.3,0,B5,,,,,2015-04-03
144924,19,112,NA,1,1,NA,NA,15,0,B6,,,,,2015-04-03
144925,19,112,NA,2,1,NA,NA,17.7,0,A5,,,,,2015-04-03
144926,19,112,NA,2,1,NA,NA,21.9,0,A7,,,,,2015-04-03
144927,19,112,NA,1,1,NA,NA,19.3,0,C3,,,,,2015-04-03
144928,19,112,NA,1,1,NA,NA,18.4,0,C2,,,,,2015-04-03
144929,19,112,NA,1,1,NA,NA,12.6,0,E1,,,,,2015-04-03
144930,19,115,NA,1,1,NA,NA,38.2,0,D2,,,,,2015-04-03
144931,19,112,NA,2,1,NA,NA,15.8,0,E2,,,,,2015-04-03
144932,19,112,NA,2,1,NA,NA,15.8,0,D3,,,,,2015-04-03
144933,19,112,NA,2,1,NA,NA,12,0,E5,,,,,2015-04-03
144934,19,115,NA,2,1,NA,NA,42.6,0,D4,,,,,2015-04-03
144935,19,117,NA,2,1,NA,NA,113,0,E6,,,,,2015-04-03
144936,19,115,NA,1,1,NA,NA,46.2,0,D5,,,,,2015-04-03
144937,19,112,NA,1,3,NA,NA,10,0,E7,,,,,2015-04-03
144938,19,112,NA,1,1,NA,NA,14,0,F7,,,,,2015-04-03
144939,19,112,NA,2,1,NA,NA,16.2,0,F5,,,,,2015-04-03
144940,19,112,NA,1,1,NA,NA,11.8,0,F4,,,,,2015-04-03
144941,19,112,NA,2,1,NA,NA,16.6,0,F3,,,,,2015-04-03
144942,19,115,NA,2,1,NA,NA,42,0,G1,,,,,2015-04-03
144943,19,112,NA,2,1,NA,NA,19.8,0,G5,,,,,2015-04-03
144944,19,112,NA,1,1,NA,NA,17.5,0,G6,,,,,2015-04-03
144945,19,112,NA,2,1,NA,NA,18.5,0,G7,,,,,2015-04-03
144946,20,112,NA,1,1,NA,NA,17.6,0,A1,,,,,2015-04-03
144947,20,112,NA,1,1,NA,NA,14,0,B3,,,,,2015-04-03
144948,20,112,NA,2,1,NA,NA,19.4,0,B5,,,,,2015-04-03
144949,20,112,NA,1,1,NA,NA,15.1,0,C4,,,,,2015-04-03
144950,20,112,NA,1,1,NA,NA,20,0,C5,,,,released before weight; est 20g,2015-04-03
144951,20,112,NA,2,1,NA,NA,13.8,0,D1,,,,,2015-04-03
144952,20,112,NA,1,1,NA,NA,14,0,D3,,,,,2015-04-03
144953,20,112,NA,1,1,NA,NA,13.6,0,D3,,,,,2015-04-03
144954,20,112,NA,1,1,NA,NA,15.6,0,E1,,,,,2015-04-03
144955,20,112,NA,1,1,NA,NA,13.9,0,E3,,,,,2015-04-03
144956,20,112,NA,1,1,NA,NA,19.2,0,E6,,,,,2015-04-03
144957,20,112,NA,2,1,NA,NA,12.7,0,F1,,,,,2015-04-03
144958,20,112,NA,2,1,NA,NA,22,0,G1,,,,,2015-04-03
144959,20,112,NA,1,1,NA,NA,12.8,0,G2,,,,,2015-04-03
144960,20,112,NA,2,1,NA,NA,22.5,0,G5,,,,,2015-04-03
144961,20,112,NA,2,1,NA,NA,15.8,0,G6,,,,,2015-04-03
144962,20,112,NA,1,1,NA,NA,17.2,0,G7,,,,,2015-04-03
144963,19,112,NA,1,1,NA,NA,14.1,0,,A1,,,,2015-04-03
144964,19,112,NA,2,3,NA,NA,9,0,,A3,,,,2015-04-03
144965,19,117,NA,2,1,NA,NA,110,0,,A4,,,escaped; est 110g,2015-04-03
144966,19,112,NA,NA,NA,NA,NA,NA,1,,A6,,,,2015-04-03
144967,19,112,NA,1,1,NA,NA,20.7,0,,A7,,,,2015-04-03
144968,19,115,NA,1,1,NA,NA,28.7,0,,B7,,,,2015-04-03
144969,19,112,NA,NA,NA,NA,NA,NA,1,,B5,,,,2015-04-03
144970,19,112,NA,NA,NA,NA,NA,NA,1,,B4,,,,2015-04-03
144971,19,115,NA,2,1,NA,NA,38.7,0,,B3,,,,2015-04-03
144972,19,112,NA,NA,NA,NA,NA,NA,1,,B2,,,,2015-04-03
144973,19,112,NA,1,1,NA,NA,12.1,0,,B1,,,,2015-04-03
144974,19,112,NA,NA,NA,NA,NA,NA,1,,C2,,,,2015-04-03
144975,19,112,NA,NA,NA,NA,NA,NA,1,,D3,,,,2015-04-03
144976,19,112,NA,2,1,NA,NA,14.2,0,,C3,,,,2015-04-03
144977,19,115,NA,2,3,NA,NA,20.2,0,,D4,,,,2015-04-03
144978,19,115,NA,NA,NA,NA,NA,NA,1,,D5,,,,2015-04-03
144979,19,112,NA,1,1,NA,NA,13,0,,C5,,,,2015-04-03
144980,19,112,NA,NA,NA,NA,NA,NA,1,,D7,,,,2015-04-03
144981,19,112,NA,2,1,NA,NA,13.1,0,,C6,,,,2015-04-03
144982,19,117,NA,NA,NA,NA,NA,NA,1,,E6,,,,2015-04-03
144983,19,115,NA,2,3,NA,NA,22.8,0,,E5,,,,2015-04-03
144984,19,112,NA,1,1,NA,NA,21.9,0,,E4,,,,2015-04-03
144985,19,112,NA,2,1,NA,NA,18.1,0,,E3,,,,2015-04-03
144986,19,112,NA,2,1,NA,NA,17.8,0,,E2,,,,2015-04-03
144987,19,112,NA,1,1,NA,NA,26.2,0,,F1,,,,2015-04-03
144988,19,115,NA,1,1,NA,NA,35.2,0,,G1,,,,2015-04-03
144989,19,112,NA,1,1,NA,NA,14.5,0,,F5,,,,2015-04-03
144990,19,112,NA,2,1,NA,NA,14.8,0,,F7,,,,2015-04-03
144991,19,112,NA,NA,NA,NA,NA,NA,1,,G7,,,,2015-04-03
144992,19,115,NA,1,1,NA,NA,40.8,0,,G2,,,,2015-04-03
144993,19,112,NA,1,1,NA,NA,12.7,0,,G5,,,,2015-04-03
144994,19,115,NA,NA,NA,NA,NA,NA,1,,G4,,,,2015-04-03
144995,20,112,NA,NA,NA,NA,NA,NA,1,,A1,,,,2015-04-03
144996,20,112,NA,1,1,NA,NA,14.6,0,,A3,,,,2015-04-03
144997,20,112,NA,2,1,NA,NA,18.8,0,,A4,,,,2015-04-03
144998,20,112,NA,2,1,NA,NA,16.2,0,,B1,,,,2015-04-03
144999,20,112,NA,NA,NA,NA,NA,NA,1,,B3,,,,2015-04-03
145000,20,115,NA,2,1,NA,NA,46.2,0,,B2,,,,2015-04-03
145001,20,112,NA,2,1,NA,NA,13.8,0,,B5,,,,2015-04-03
145002,20,112,NA,2,1,NA,NA,13.3,0,,B6,,,,2015-04-03
145003,20,120,NA,1,1,NA,NA,18.3,0,,A5,,,,2015-04-03
145004,20,112,NA,2,1,NA,NA,29.6,0,,B7,,,,2015-04-03
145005,20,112,NA,2,1,NA,NA,9.7,0,,A6,,,,2015-04-03
145006,20,112,NA,1,1,NA,NA,18.8,0,,C7,,,,2015-04-03
145007,20,112,NA,1,1,NA,NA,14.8,0,,A7,,,,2015-04-03
145008,20,112,NA,2,1,NA,NA,12.9,0,,C6,,,,2015-04-03
145009,20,112,NA,2,1,NA,NA,20.1,0,,C3,,,,2015-04-03
145010,20,112,NA,NA,NA,NA,NA,NA,1,,C5,,,,2015-04-03
145011,20,112,NA,2,1,NA,NA,12.2,0,,C2,,,,2015-04-03
145012,20,112,NA,2,1,NA,NA,32.5,0,,C1,,,,2015-04-03
145013,20,112,NA,1,1,NA,NA,17.8,0,,D1,,,,2015-04-03
145014,20,112,NA,2,1,NA,NA,16.7,0,,D3,,,,2015-04-03
145015,20,112,NA,NA,NA,NA,NA,NA,1,,D7,,,,2015-04-03
145016,20,112,NA,1,1,NA,NA,18.4,0,,D5,,,,2015-04-03
145017,20,112,NA,1,1,NA,NA,15.2,0,,D6,,,,2015-04-03
145018,20,112,NA,2,1,NA,NA,14.2,0,,E7,,,,2015-04-03
145019,20,112,NA,NA,NA,NA,NA,NA,1,,E6,,,,2015-04-03
145020,20,112,NA,NA,NA,NA,NA,NA,1,,E3,,,,2015-04-03
145021,20,112,NA,NA,NA,NA,NA,NA,1,,E1,,,,2015-04-03
145022,20,119,NA,2,1,NA,NA,12.3,0,,F1,,,,2015-04-03
145023,20,115,NA,1,1,NA,NA,42.2,0,,F2,,,,2015-04-03
145024,20,115,NA,2,1,NA,NA,34.9,0,,F5,,,,2015-04-03
145025,20,115,NA,2,1,NA,NA,42.9,0,,F6,,,,2015-04-03
145026,20,112,NA,1,1,NA,NA,15.1,0,,F7,,,,2015-04-03
145027,20,112,NA,NA,NA,NA,NA,NA,1,,G7,,,,2015-04-03
145028,20,119,NA,2,1,NA,NA,13.3,0,,G6,,,,2015-04-03
145029,20,115,NA,1,1,NA,NA,29.3,0,,G5,,,,2015-04-03
145030,20,115,NA,2,1,NA,NA,27.2,0,,G3,,,,2015-04-03
145031,20,112,NA,NA,NA,NA,NA,NA,1,,G2,,,,2015-04-03
145032,20,112,NA,2,1,NA,NA,19.8,0,,G1,,,,2015-04-03
145033,21,112,NA,2,1,NA,NA,17.7,0,A7,,,,,2015-04-03
145034,21,112,NA,2,1,NA,NA,14.8,0,A6,,,,,2015-04-03
145035,21,112,NA,2,1,NA,NA,10.8,0,A5,,,,,2015-04-03
145036,21,115,NA,1,1,NA,NA,23.7,0,A3,,,,,2015-04-03
145037,21,119,NA,1,1,NA,NA,10.8,0,A2,,,,,2015-04-03
145038,21,120,NA,2,1,NA,NA,15,0,A1,,,,,2015-04-03
145039,21,112,NA,2,1,NA,NA,15.5,0,B1,,,,,2015-04-03
145040,21,115,NA,2,1,NA,NA,43.8,0,B3,,,,,2015-04-03
145041,21,112,NA,NA,1,NA,NA,15,0,B4,,,,escaped; est 15g,2015-04-03
145042,21,119,NA,1,1,NA,NA,11.8,0,B7,,,,,2015-04-03
145043,21,112,NA,1,1,NA,NA,15.3,0,C7,,,,,2015-04-03
145044,21,119,NA,2,1,NA,NA,12.1,0,C5,,,,,2015-04-03
145045,21,115,NA,1,1,NA,NA,33.5,0,C3,,,,,2015-04-03
145046,21,112,NA,2,1,NA,NA,18.7,0,C2,,,,,2015-04-03
145047,21,112,NA,2,1,NA,NA,19.3,0,C1,,,,,2015-04-03
145048,21,112,NA,2,1,NA,NA,16.2,0,D1,,,,,2015-04-03
145049,21,112,NA,1,1,NA,NA,13.6,0,D2,,,,,2015-04-03
145050,21,112,NA,1,1,NA,NA,16.8,0,D4,,,,,2015-04-03
145051,21,112,NA,2,1,NA,NA,15.5,0,D5,,,,,2015-04-03
145052,21,112,NA,2,1,NA,NA,11.8,0,D6,,,,,2015-04-03
145053,21,115,NA,2,1,NA,NA,19.3,0,E7,,,,,2015-04-03
145054,21,112,NA,2,1,NA,NA,17,0,E6,,,,,2015-04-03
145055,21,112,NA,2,1,NA,NA,15.9,0,E5,,,,,2015-04-03
145056,21,115,NA,1,1,NA,NA,50.9,0,E4,,,,,2015-04-03
145057,21,119,NA,2,1,NA,NA,11.9,0,E3,,,,,2015-04-03
145058,21,119,NA,1,1,NA,NA,13.1,0,E2,,,,,2015-04-03
145059,21,112,NA,2,1,NA,NA,20.4,0,E1,,,,,2015-04-03
145060,21,115,NA,2,1,NA,NA,37,0,F1,,,,,2015-04-03
145061,21,115,NA,1,1,NA,NA,39.1,0,F2,,,,,2015-04-03
145062,21,115,NA,1,1,NA,NA,46.8,0,F4,,,,,2015-04-03
145063,21,120,NA,2,1,NA,NA,24.8,0,F5,,,,,2015-04-03
145064,21,112,NA,2,1,NA,NA,12.2,0,F7,,,,,2015-04-03
145065,21,115,NA,2,1,NA,NA,39.5,0,G5,,,,,2015-04-03
145066,21,112,NA,2,1,NA,NA,15.9,0,G4,,,,,2015-04-03
145067,21,112,NA,1,3,NA,NA,8.2,0,G2,,,,,2015-04-03
145068,21,112,NA,1,1,NA,NA,15.7,0,G1,,,,,2015-04-03
145069,22,112,NA,1,1,NA,NA,15.8,0,A1,,,,,2015-04-03
145070,22,112,NA,2,1,NA,NA,12.2,0,A2,,,,,2015-04-03
145071,22,112,NA,1,1,NA,NA,11.8,0,A4,,,,,2015-04-03
145072,22,115,NA,1,1,NA,NA,47.2,0,A6,,,,,2015-04-03
145073,22,112,NA,2,3,NA,NA,10,0,B7,,,,,2015-04-03
145074,22,112,NA,1,1,NA,NA,18.2,0,B5,,,,,2015-04-03
145075,22,112,NA,2,1,NA,NA,14.2,0,B4,,,,,2015-04-03
145076,22,112,NA,1,1,NA,NA,11.4,0,B3,,,,,2015-04-03
145077,22,112,NA,1,1,NA,NA,16.2,0,B2,,,,,2015-04-03
145078,22,112,NA,1,1,NA,NA,10.4,0,B1,,,,,2015-04-03
145079,22,115,NA,2,1,NA,NA,39.4,0,C1,,,,,2015-04-03
145080,22,112,NA,2,1,NA,NA,16.8,0,C2,,,,,2015-04-03
145081,22,112,NA,2,1,NA,NA,17.2,0,C3,,,,,2015-04-03
145082,22,115,NA,2,1,NA,NA,47,0,C5,,,,,2015-04-03
145083,22,112,NA,1,1,NA,NA,14.4,0,C6,,,,,2015-04-03
145084,22,119,NA,1,1,NA,NA,8.4,0,D2,,,,,2015-04-03
145085,22,112,NA,1,1,NA,NA,11.4,0,D3,,,,,2015-04-03
145086,22,112,NA,1,1,NA,NA,14.4,0,D4,,,,,2015-04-03
145087,22,119,NA,1,1,NA,NA,9.2,0,D5,,,,,2015-04-03
145088,22,119,NA,1,1,NA,NA,12.2,0,D6,,,,,2015-04-03
145089,22,112,NA,2,1,NA,NA,17,0,E7,,,,,2015-04-03
145090,22,119,NA,2,1,NA,NA,10.6,0,E6,,,,,2015-04-03
145091,22,115,NA,1,1,NA,NA,30,0,E5,,,,,2015-04-03
145092,22,112,NA,1,1,NA,NA,16.2,0,E4,,,,,2015-04-03
145093,22,112,NA,1,1,NA,NA,16.2,0,E3,,,,,2015-04-03
145094,22,115,NA,1,1,NA,NA,39,0,E1,,,,,2015-04-03
145095,22,112,NA,1,1,NA,NA,12.3,0,F7,,,,,2015-04-03
145096,22,112,NA,2,1,NA,NA,17,0,F6,,,,,2015-04-03
145097,22,115,NA,2,1,NA,NA,39.1,0,F5,,,,,2015-04-03
145098,22,119,NA,2,1,NA,NA,11,0,F1,,,,,2015-04-03
145099,22,115,NA,2,1,NA,NA,40.1,0,G1,,,,,2015-04-03
145100,22,115,NA,2,1,NA,NA,28.2,0,G2,,,,,2015-04-03
145101,22,112,NA,2,1,NA,NA,14.2,0,G3,,,,,2015-04-03
145102,22,112,NA,1,1,NA,NA,12.8,0,G4,,,,,2015-04-03
145103,22,115,NA,1,1,NA,NA,31.7,0,G5,,,,,2015-04-03
145104,22,112,NA,1,1,NA,NA,13.1,0,G6,,,,,2015-04-03
145105,21,112,NA,NA,NA,NA,NA,NA,1,,A1,,,,2015-04-03
145106,21,119,NA,NA,NA,NA,NA,NA,1,,A2,,,,2015-04-03
145107,21,115,NA,NA,NA,NA,NA,NA,1,,A3,,,,2015-04-03
145108,21,112,NA,NA,NA,NA,NA,NA,1,,A5,,,,2015-04-03
145109,21,112,NA,1,1,NA,NA,15.2,0,,A6,,,,2015-04-03
145110,21,119,NA,2,1,NA,NA,10.7,0,,B7,,,,2015-04-03
145111,21,119,NA,NA,NA,NA,NA,NA,1,,B5,,,,2015-04-03
145112,21,112,NA,1,1,NA,NA,15.8,0,,B4,,,,2015-04-03
145113,21,112,NA,NA,NA,NA,NA,NA,1,,B1,,,,2015-04-03
145114,21,112,NA,NA,NA,NA,NA,NA,1,,C1,,,,2015-04-03
145115,21,115,NA,NA,NA,NA,NA,NA,1,,C2,,,,2015-04-03
145116,21,115,NA,1,1,NA,NA,34.3,0,,C3,,,,2015-04-03
145117,21,112,NA,1,1,NA,NA,16.7,0,,C7,,,,2015-04-03
145118,21,112,NA,NA,NA,NA,NA,NA,1,,D6,,,,2015-04-03
145119,21,112,NA,NA,NA,NA,NA,NA,1,,D5,,,,2015-04-03
145120,21,112,NA,2,1,NA,NA,14.6,0,,D2,,,,2015-04-03
145121,21,112,NA,NA,NA,NA,NA,NA,1,,D1,,,,2015-04-03
