ID,RodentSurveyID,RodentSpeciesID,IDNum,SexID,AgeID,YearIDNumAssigned,ReproductiveStatusID,Weight,Recapture,Capture1,Capture2,Capture3,Capture4,Notes,CreatedDate
150297,114,115,NA,2,1,NA,NA,36.1,0,B3,,,,,2015-04-03
150298,114,112,NA,2,3,NA,NA,10.1,0,B1,,,,,2015-04-03
150299,114,112,NA,1,1,NA,NA,14.4,0,C1,,,,,2015-04-03
150300,114,115,NA,1,1,NA,NA,27.9,0,C6,,,,,2015-04-03
150301,114,112,NA,2,1,NA,NA,18.5,0,D3,,,,,2015-04-03
150302,114,115,NA,1,1,NA,NA,34,0,E1,,,,,2015-04-03
150303,114,112,NA,1,1,NA,NA,13.1,0,E2,,,,,2015-04-03
150304,114,115,NA,1,1,NA,NA,33.7,0,F7,,,,,2015-04-03
150305,114,117,NA,2,1,NA,NA,98,0,F6,,,,,2015-04-03
150306,114,117,NA,2,1,NA,NA,157,0,F5,,,,,2015-04-03
150307,114,112,NA,1,1,NA,NA,11.9,0,F4,,,,,2015-04-03
150308,114,112,NA,2,1,NA,NA,10.9,0,F1,,,,,2015-04-03
150309,114,115,NA,2,1,NA,NA,29.4,0,,A1,,,,2015-04-03
150310,114,119,NA,1,1,NA,NA,9.8,0,,A2,,,,2015-04-03
150311,114,119,NA,1,1,NA,NA,9.2,0,,A3,,,,2015-04-03
150312,114,112,NA,2,1,NA,NA,12.8,0,,B7,,,,2015-04-03
150313,114,112,NA,2,1,NA,NA,10.8,0,,B2,,,,2015-04-03
150314,114,112,NA,2,3,NA,NA,5.9,0,,B1,,,,2015-04-03
150315,114,117,NA,1,1,NA,NA,170,0,,C1,,,,2015-04-03
150316,114,115,NA,1,1,NA,NA,37.1,0,,C3,,,,2015-04-03
150317,114,119,NA,1,1,NA,NA,11.2,0,,C6,,,,2015-04-03
150318,114,119,NA,2,1,NA,NA,10.6,0,,C7,,,,2015-04-03
150319,114,110,NA,2,1,NA,NA,24.1,0,,D4,,,,2015-04-03
150320,114,112,NA,2,1,NA,NA,12.9,0,,D3,,,,2015-04-03
150321,114,117,NA,1,1,NA,NA,134,0,,E4,,,,2015-04-03
150322,114,117,NA,NA,NA,NA,NA,0,1,,F6,,,,2015-04-03
150323,114,119,NA,1,1,NA,NA,9.8,0,,F4,,,,2015-04-03
150324,114,119,NA,1,1,NA,NA,9.8,0,,F1,,,,2015-04-03
150325,115,115,NA,2,1,NA,NA,38.7,0,B2,,,,,2015-04-03
150326,115,111,NA,1,1,NA,NA,18.5,0,C5,,,,,2015-04-03
150327,115,115,NA,2,3,NA,NA,19.5,0,C6,,,,,2015-04-03
150328,115,119,NA,1,1,NA,NA,10.9,0,C7,,,,,2015-04-03
150329,115,112,NA,2,1,NA,NA,13.8,0,D7,,,,,2015-04-03
150330,115,112,NA,1,1,NA,NA,15,0,D2,,,,,2015-04-03
150331,115,117,NA,1,1,NA,NA,137,0,E2,,,,,2015-04-03
150332,115,112,NA,1,1,NA,NA,19,0,E3,,,,,2015-04-03
150333,115,110,NA,1,1,NA,NA,18.2,0,E6,,,,,2015-04-03
150334,115,112,NA,2,1,NA,NA,20.8,0,F7,,,,,2015-04-03
150335,115,112,NA,2,1,NA,NA,11.8,0,G7,,,,,2015-04-03
150336,115,117,NA,1,1,NA,NA,129,0,G5,,,,,2015-04-03
150337,115,112,NA,2,1,NA,NA,10.3,0,F4,,,,,2015-04-03
150338,115,115,NA,2,1,NA,NA,29.8,0,G3,,,,,2015-04-03
150339,115,115,NA,1,1,NA,NA,30,0,,A2,,,,2015-04-03
150340,115,119,NA,2,1,NA,NA,9.8,0,,A3,,,,2015-04-03
150341,115,112,NA,2,1,NA,NA,13.8,0,,A5,,,,2015-04-03
150342,115,112,NA,1,1,NA,NA,17,0,,A6,,,,2015-04-03
150343,115,112,NA,1,1,NA,NA,14.3,0,,B7,,,,2015-04-03
150344,115,115,NA,1,1,NA,NA,19.9,0,,B6,,,,2015-04-03
150345,115,110,NA,1,1,NA,NA,21.8,0,,B5,,,,2015-04-03
150346,115,119,NA,1,1,NA,NA,10.1,0,,B4,,,,2015-04-03
150347,115,112,NA,2,1,NA,NA,13.1,0,,C1,,,,2015-04-03
150348,115,112,NA,2,1,NA,NA,17.1,0,,C5,,,,2015-04-03
150349,115,115,NA,NA,NA,NA,NA,0,1,,C6,,,,2015-04-03
150350,115,119,NA,2,1,NA,NA,10.2,0,,C7,,,,2015-04-03
150351,115,119,NA,1,1,NA,NA,10.3,0,,D7,,,,2015-04-03
150352,115,119,NA,1,1,NA,NA,8.9,0,,D6,,,,2015-04-03
150353,115,112,NA,1,1,NA,NA,15,0,,D4,,,,2015-04-03
150354,115,112,NA,2,1,NA,NA,14.2,0,,D1,,,,2015-04-03
150355,115,112,NA,2,1,NA,NA,13.3,0,,E2,,,,2015-04-03
150356,115,119,NA,1,1,NA,NA,10.8,0,,E3,,,,2015-04-03
150357,115,112,NA,2,1,NA,NA,11.2,0,,E4,,,,2015-04-03
150358,115,117,NA,2,1,NA,NA,103,0,,E5,,,,2015-04-03
150359,115,110,NA,NA,NA,NA,NA,0,1,,E6,,,,2015-04-03
150360,115,112,NA,2,1,NA,NA,13.1,0,,E7,,,,2015-04-03
150361,115,112,NA,NA,NA,NA,NA,0,1,,F7,,,,2015-04-03
150362,115,117,NA,2,1,NA,NA,109,0,,G7,,,,2015-04-03
150363,115,117,NA,NA,NA,NA,NA,0,1,,G5,,,,2015-04-03
150364,89,112,NA,1,1,NA,NA,16.2,0,G1,,,,,2015-04-03
150365,89,112,NA,2,1,NA,NA,13.4,0,E6,,,,,2015-04-03
150366,89,115,NA,1,1,NA,NA,39.3,0,D7,,,,,2015-04-03
150367,89,112,NA,1,1,NA,NA,16.4,0,D5,,,,,2015-04-03
150368,89,112,NA,1,1,NA,NA,13.2,0,C7,,,,dead,2015-04-03
150369,89,112,NA,1,1,NA,NA,12.2,0,B6,,,,,2015-04-03
150370,89,112,NA,1,3,NA,NA,7.4,0,B4,,,,,2015-04-03
150371,89,112,NA,2,1,NA,NA,16.6,0,A1,,,,,2015-04-03
150372,89,112,NA,1,1,NA,NA,10.2,0,A6,,,,,2015-04-03
150373,89,115,NA,2,1,NA,NA,29,0,,G7,,,,2015-04-03
150374,89,112,NA,1,3,NA,NA,8.9,0,,E7,,,,2015-04-03
150375,89,112,NA,2,3,NA,NA,9,0,,D7,,,,2015-04-03
150376,89,112,NA,NA,NA,NA,NA,0,1,,D5,,,,2015-04-03
150377,89,112,NA,2,1,NA,NA,12,0,,C5,,,,2015-04-03
150378,89,112,NA,1,1,NA,NA,11.9,0,,B5,,,,2015-04-03
150379,89,115,NA,2,1,NA,NA,39,0,,E3,,,,2015-04-03
150380,89,112,NA,NA,NA,NA,NA,0,1,,G1,,,,2015-04-03
150381,89,115,NA,1,1,NA,NA,39.1,0,,E1,,,,2015-04-03
150382,89,112,NA,NA,NA,NA,NA,0,1,,A1,,,,2015-04-03
150383,90,115,NA,1,1,NA,NA,37.3,0,C1,,,,,2015-04-03
150384,90,112,NA,2,1,NA,NA,12.9,0,C2,,,,,2015-04-03
150385,90,112,NA,1,1,NA,NA,12,0,D4,,,,,2015-04-03
150386,90,112,NA,1,1,NA,NA,14,0,,B7,,,,2015-04-03
150387,90,112,NA,2,1,NA,NA,15.6,0,,B5,,,,2015-04-03
150388,90,115,NA,2,1,NA,NA,37.2,0,,B1,,,,2015-04-03
150389,90,112,NA,NA,NA,NA,NA,0,1,,D3,,,,2015-04-03
150390,90,115,NA,1,1,NA,NA,35.9,0,,E6,,,,2015-04-03
150391,90,115,NA,1,1,NA,NA,35,0,,E7,,,,2015-04-03
150392,90,112,NA,1,1,NA,NA,13.8,0,,G5,,,,2015-04-03
150393,93,110,NA,2,1,NA,NA,21.2,0,A7,,,,,2015-04-03
150394,93,110,NA,1,1,NA,NA,29,0,A6,,,,,2015-04-03
150395,93,110,NA,1,1,NA,NA,19.5,0,A5,,,,,2015-04-03
150396,93,110,NA,1,1,NA,NA,16,0,A4,,,,,2015-04-03
150397,93,112,NA,2,1,NA,NA,11,0,B1,,,,,2015-04-03
150398,93,110,NA,2,1,NA,NA,29.9,0,B2,,,,,2015-04-03
150399,93,117,NA,1,1,NA,NA,146,0,B5,,,,,2015-04-03
150400,93,110,NA,1,1,NA,NA,23.3,0,B6,,,,,2015-04-03
150401,93,110,NA,2,1,NA,NA,24.1,0,B7,,,,,2015-04-03
150402,93,110,NA,2,3,NA,NA,16,0,C7,,,,,2015-04-03
150403,93,110,NA,1,1,NA,NA,20.2,0,C6,,,,,2015-04-03
150404,93,110,NA,2,1,NA,NA,22.7,0,C4,,,,,2015-04-03
150405,93,117,NA,2,1,NA,NA,151,0,C3,,,,,2015-04-03
150406,93,117,NA,1,1,NA,NA,114,0,C2,,,,,2015-04-03
150407,93,110,NA,1,1,NA,NA,27.3,0,D4,,,,,2015-04-03
150408,93,110,NA,1,1,NA,NA,20,0,D5,,,,,2015-04-03
150409,93,120,NA,1,1,NA,NA,10.6,0,D6,,,,,2015-04-03
150410,93,110,NA,1,1,NA,NA,26.3,0,D7,,,,,2015-04-03
150411,93,110,NA,2,1,NA,NA,20,0,E7,,,,,2015-04-03
150412,93,110,NA,2,1,NA,NA,30,0,F7,,,,,2015-04-03
150413,93,110,NA,2,1,NA,NA,28.8,0,G6,,,,,2015-04-03
150414,93,110,NA,2,1,NA,NA,19.5,0,G3,,,,,2015-04-03
150415,93,120,NA,2,1,NA,NA,20,0,G1,,,,,2015-04-03
150416,93,110,NA,NA,NA,NA,NA,0,1,,A7,,,,2015-04-03
150417,93,110,NA,NA,NA,NA,NA,0,1,,B7,,,,2015-04-03
150418,93,110,NA,NA,NA,NA,NA,0,1,,C7,,,,2015-04-03
150419,93,110,NA,1,1,NA,NA,18.4,0,,D7,,,,2015-04-03
150420,93,110,NA,2,1,NA,NA,24,0,,E7,,,,2015-04-03
150421,93,110,NA,NA,NA,NA,NA,0,1,,F7,,,,2015-04-03
150422,93,110,NA,2,1,NA,NA,26.8,0,,G7,,,,2015-04-03
150423,93,117,NA,1,1,NA,NA,141,0,,G1,,,,2015-04-03
150424,93,112,NA,NA,NA,NA,NA,0,1,,B1,,,,2015-04-03
150425,93,117,NA,2,1,NA,NA,187,0,,A1,,,,2015-04-03
150426,93,112,NA,1,1,NA,NA,11,0,,E2,,,,2015-04-03
150427,93,117,NA,NA,NA,NA,NA,0,1,,C3,,,,2015-04-03
150428,93,110,NA,2,1,NA,NA,34.1,0,,A3,,,,2015-04-03
150429,93,110,NA,NA,NA,NA,NA,0,1,,A4,,,,2015-04-03
150430,93,110,NA,1,1,NA,NA,22.1,0,,B4,,,,2015-04-03
150431,93,112,NA,2,1,NA,NA,11.3,0,,G5,,,,2015-04-03
150432,93,110,NA,1,1,NA,NA,24.8,0,,G6,,,,2015-04-03
150433,93,110,NA,2,1,NA,NA,19.9,0,,F6,,,,2015-04-03
150434,93,110,NA,2,1,NA,NA,29.2,0,,F5,,,,2015-04-03
150435,93,110,NA,NA,NA,NA,NA,0,1,,E5,,,,2015-04-03
150436,93,117,NA,1,1,NA,NA,128,0,,D5,,,,2015-04-03
150437,93,110,NA,1,1,NA,NA,25.1,0,,E6,,,,2015-04-03
150438,93,110,NA,NA,NA,NA,NA,0,1,,F6,,,,2015-04-03
150439,93,110,NA,2,1,NA,NA,25,0,,F5,,,,2015-04-03
150440,93,110,NA,NA,NA,NA,NA,0,1,,G5,,,,2015-04-03
150441,93,110,NA,1,1,NA,NA,26,0,,G6,,,,2015-04-03
150442,146,115,NA,2,1,NA,NA,44.1,0,A4,,,,,2015-04-03
150443,146,119,NA,2,1,NA,NA,13.1,0,C6,,,,,2015-04-03
150444,146,119,NA,1,1,NA,NA,10.3,0,C5,,,,,2015-04-03
150445,146,119,NA,1,1,NA,NA,10.1,0,D2,,,,,2015-04-03
150446,146,119,NA,1,1,NA,NA,9.2,0,D3,,,,,2015-04-03
150447,146,119,NA,2,1,NA,NA,12,0,D6,,,,,2015-04-03
150448,146,115,NA,1,1,NA,NA,38.2,0,E7,,,,,2015-04-03
150449,146,119,NA,1,1,NA,NA,10.9,0,E4,,,,,2015-04-03
150450,146,119,NA,2,1,NA,NA,10.2,0,E2,,,,,2015-04-03
150451,146,115,NA,1,1,NA,NA,36.1,0,E1,,,,,2015-04-03
150452,146,115,NA,2,1,NA,NA,23.3,0,F2,,,,,2015-04-03
150453,146,115,NA,1,1,NA,NA,41.1,0,F4,,,,,2015-04-03
150454,146,115,NA,2,1,NA,NA,43,0,G7,,,,,2015-04-03
150455,146,119,NA,1,1,NA,NA,10.8,0,G4,,,,,2015-04-03
150456,146,119,NA,2,1,NA,NA,14.9,0,G2,,,,,2015-04-03
150457,146,112,NA,2,1,NA,NA,9.5,0,,A4,,,,2015-04-03
150458,146,115,NA,1,1,NA,NA,26.4,0,,A2,,,,2015-04-03
150459,146,115,NA,2,1,NA,NA,39.9,0,,A1,,,,2015-04-03
150460,146,115,NA,2,1,NA,NA,46.7,0,,B7,,,,2015-04-03
150461,146,119,NA,NA,NA,NA,NA,0,1,,C6,,,,2015-04-03
150462,146,119,NA,NA,NA,NA,NA,0,1,,C5,,,,2015-04-03
150463,146,115,NA,NA,NA,NA,NA,0,1,,C3,,,,2015-04-03
150464,146,115,NA,2,3,NA,NA,26.2,0,,D4,,,,2015-04-03
150465,146,119,NA,NA,NA,NA,NA,0,1,,D6,,,,2015-04-03
150466,146,119,NA,1,1,NA,NA,11.1,0,,E7,,,,2015-04-03
150467,146,119,NA,1,1,NA,NA,9.1,0,,E5,,,,2015-04-03
150468,146,119,NA,2,1,NA,NA,11.2,0,,E4,,,,2015-04-03
150469,146,119,NA,1,1,NA,NA,12.3,0,,F1,,,,2015-04-03
150470,146,115,NA,NA,NA,NA,NA,0,1,,F2,,,,2015-04-03
150471,146,119,NA,2,1,NA,NA,16.3,0,,F3,,,,2015-04-03
150472,146,115,NA,NA,NA,NA,NA,0,1,,G7,,,,2015-04-03
150473,146,119,NA,NA,NA,NA,NA,0,1,,G4,,,,2015-04-03
150474,146,115,NA,2,1,NA,NA,37.8,0,,G1,,,,2015-04-03
150475,147,115,NA,1,1,NA,NA,36.3,0,G7,,,,,2015-04-03
150476,147,112,NA,2,3,NA,NA,10,0,D3,,,,,2015-04-03
150477,147,119,NA,1,1,NA,NA,11.1,0,D6,,,,,2015-04-03
150478,147,112,NA,1,3,NA,NA,7.8,0,D7,,,,,2015-04-03
150479,147,112,NA,2,1,NA,NA,16.9,0,A2,,,,,2015-04-03
150480,147,112,NA,1,1,NA,NA,20.6,0,B3,,,,,2015-04-03
150481,147,115,NA,1,1,NA,NA,39.2,0,B7,,,,,2015-04-03
150482,147,115,NA,1,1,NA,NA,38.8,0,,E6,,,,2015-04-03
150483,147,115,NA,2,1,NA,NA,27.3,0,,D6,,,,2015-04-03
150484,147,115,NA,1,1,NA,NA,33.1,0,,D7,,,,2015-04-03
150485,147,112,NA,1,1,NA,NA,11.9,0,,C4,,,,2015-04-03
150486,147,119,NA,2,1,NA,NA,8.4,0,,B6,,,,2015-04-03
150487,147,115,NA,NA,NA,NA,NA,0,1,,B7,,,,2015-04-03
150488,120,112,NA,1,1,NA,NA,19.7,0,C7,,,,,2015-04-03
150489,120,115,NA,1,1,NA,NA,44.2,0,C1,,,,,2015-04-03
150490,120,110,NA,2,3,NA,NA,18.1,0,,G6,,,,2015-04-03
150491,120,112,NA,2,1,NA,NA,11.7,0,,C7,,,,2015-04-03
150492,120,115,NA,1,1,NA,NA,33.3,0,,C1,,,,2015-04-03
150493,120,112,NA,1,1,NA,NA,12.9,0,,A1,,,,2015-04-03
150494,121,115,NA,2,1,NA,NA,45,0,A7,,,,,2015-04-03
150495,121,115,NA,1,1,NA,NA,40,0,C3,,,,,2015-04-03
150496,121,115,NA,2,3,NA,NA,32.1,0,D1,,,,,2015-04-03
150497,121,112,NA,1,1,NA,NA,16.3,0,G4,,,,,2015-04-03
150498,121,119,NA,2,1,NA,NA,10.6,0,,A2,,,,2015-04-03
150499,121,115,NA,NA,NA,NA,NA,0,1,,B1,,,,2015-04-03
150500,121,112,NA,1,1,NA,NA,21.2,0,,E1,,,,2015-04-03
150501,121,115,NA,1,1,NA,NA,42.7,0,,F7,,,,2015-04-03
150502,121,115,NA,1,1,NA,NA,25.9,0,,G4,,,,2015-04-03
150503,125,115,NA,1,1,NA,NA,30.2,0,A1,,,,,2015-04-03
150504,125,115,NA,2,1,NA,NA,44.4,0,A3,,,,,2015-04-03
150505,125,112,NA,2,1,NA,NA,18,0,A7,,,,,2015-04-03
150506,125,115,NA,2,1,NA,NA,38.3,0,B7,,,,,2015-04-03
150507,125,115,NA,1,3,NA,NA,21.7,0,B4,,,,,2015-04-03
150508,125,115,NA,1,1,NA,NA,39.8,0,B2,,,,,2015-04-03
150509,125,112,NA,1,1,NA,NA,16.5,0,B1,,,,,2015-04-03
150510,125,115,NA,1,1,NA,NA,39.2,0,C5,,,,,2015-04-03
150511,125,115,NA,2,1,NA,NA,42.3,0,C7,,,,,2015-04-03
150512,125,115,NA,1,1,NA,NA,29.1,0,D4,,,,,2015-04-03
150513,125,112,NA,1,3,NA,NA,8.8,0,D3,,,,,2015-04-03
150514,125,112,NA,2,1,NA,NA,14.9,0,E1,,,,,2015-04-03
150515,125,118,NA,1,1,NA,NA,16.8,0,E2,,,,,2015-04-03
150516,125,115,NA,1,1,NA,NA,36.2,0,E4,,,,,2015-04-03
150517,125,115,NA,1,1,NA,NA,36.6,0,E6,,,,,2015-04-03
150518,125,115,NA,1,1,NA,NA,39,0,G7,,,,,2015-04-03
150519,125,112,NA,1,1,NA,NA,15.1,0,F4,,,,,2015-04-03
150520,125,115,NA,2,1,NA,NA,39.9,0,G2,,,,,2015-04-03
150521,125,115,NA,2,3,NA,NA,19,0,F1,,,,,2015-04-03
150522,125,115,NA,1,1,NA,NA,30.9,0,G1,,,,,2015-04-03
150523,125,115,NA,1,1,NA,NA,33.9,0,,A4,,,,2015-04-03
150524,125,115,NA,2,3,NA,NA,26.6,0,,A7,,,,2015-04-03
150525,125,115,NA,1,1,NA,NA,36.3,0,,B7,,,,2015-04-03
150526,125,115,NA,NA,NA,NA,NA,0,1,,B4,,,,2015-04-03
150527,125,112,NA,NA,NA,NA,NA,0,1,,B2,,,,2015-04-03
150528,125,112,NA,NA,NA,NA,NA,0,1,,B1,,,,2015-04-03
150529,125,115,NA,2,3,NA,NA,25,0,,C1,,,,2015-04-03
150530,125,115,NA,2,1,NA,NA,43.8,0,,C3,,,,2015-04-03
150531,125,115,NA,NA,NA,NA,NA,0,1,,C4,,,,2015-04-03
150532,125,115,NA,NA,NA,NA,NA,0,1,,C7,,,,2015-04-03
150533,125,115,NA,1,1,NA,NA,26.5,0,,D7,,,,2015-04-03
150534,125,115,NA,2,1,NA,NA,45.9,0,,D3,,,,2015-04-03
150535,125,112,NA,1,1,NA,NA,13.8,0,,E1,,,dead,2015-04-03
150536,125,118,NA,2,1,NA,NA,20,0,,E2,,,,2015-04-03
150537,125,115,NA,1,1,NA,NA,45.8,0,,E6,,,,2015-04-03
150538,125,112,NA,2,1,NA,NA,13.5,0,,G7,,,,2015-04-03
150539,125,112,NA,NA,NA,NA,NA,0,1,,F4,,,,2015-04-03
150540,125,115,NA,NA,NA,NA,NA,0,1,,G2,,,,2015-04-03
150541,125,115,NA,NA,NA,NA,NA,0,1,,F2,,,,2015-04-03
150542,125,115,NA,2,1,NA,NA,40.5,0,,G1,,,,2015-04-03
150543,126,115,NA,1,1,NA,NA,34.9,0,G3,,,,,2015-04-03
150544,126,115,NA,2,1,NA,NA,42.2,0,G5,,,,,2015-04-03
150545,126,115,NA,2,1,NA,NA,41.3,0,G6,,,,,2015-04-03
150546,126,115,NA,2,1,NA,NA,36.1,0,F3,,,,,2015-04-03
150547,126,115,NA,1,1,NA,NA,38.4,0,E1,,,,,2015-04-03
150548,126,115,NA,2,1,NA,NA,33.8,0,E3,,,,,2015-04-03
150549,126,115,NA,2,3,NA,NA,23.4,0,E4,,,,,2015-04-03
150550,126,115,NA,2,1,NA,NA,25.9,0,E6,,,,,2015-04-03
150551,126,115,NA,1,1,NA,NA,35.1,0,D7,,,,,2015-04-03
150552,126,115,NA,1,1,NA,NA,36.4,0,D4,,,,,2015-04-03
150553,126,115,NA,2,1,NA,NA,39.3,0,D2,,,,,2015-04-03
150554,126,112,NA,2,1,NA,NA,12.2,0,C6,,,,died,2015-04-03
150555,126,115,NA,2,1,NA,NA,42.9,0,B4,,,,,2015-04-03
150556,126,115,NA,1,1,NA,NA,42.8,0,B3,,,,not marked,2015-04-03
150557,126,115,NA,1,1,NA,NA,29.8,0,B1,,,,,2015-04-03
150558,126,115,NA,1,1,NA,NA,33.6,0,A1,,,,,2015-04-03
150559,126,112,NA,1,1,NA,NA,13.8,0,A4,,,,,2015-04-03
150560,126,115,NA,1,1,NA,NA,37.7,0,A7,,,,,2015-04-03
150561,126,115,NA,1,1,NA,NA,38.3,0,,G1,,,,2015-04-03
150562,126,112,NA,1,1,NA,NA,15,0,,G2,,,,2015-04-03
150563,126,115,NA,NA,NA,NA,NA,0,1,,G3,,,,2015-04-03
150564,126,115,NA,NA,NA,NA,NA,0,1,,G4,,,dead,2015-04-03
150565,126,112,NA,2,1,NA,NA,9.9,0,,G5,,,,2015-04-03
150566,126,115,NA,NA,NA,NA,NA,0,1,,G7,,,,2015-04-03
150567,126,112,NA,1,1,NA,NA,9.4,0,,F3,,,,2015-04-03
150568,126,115,NA,NA,NA,NA,NA,0,1,,E4,,,,2015-04-03
150569,126,115,NA,NA,NA,NA,NA,0,1,,E6,,,,2015-04-03
150570,126,115,NA,2,1,NA,NA,42,0,,E7,,,,2015-04-03
150571,126,115,NA,NA,NA,NA,NA,0,1,,D7,,,,2015-04-03
150572,126,115,NA,1,3,NA,NA,24.5,0,,D5,,,,2015-04-03
150573,126,115,NA,NA,NA,NA,NA,0,1,,D2,,,,2015-04-03
150574,126,112,NA,2,1,NA,NA,15.9,0,,D1,,,,2015-04-03
150575,126,112,NA,2,1,NA,NA,12.8,0,,C6,,,,2015-04-03
150576,126,115,NA,1,1,NA,NA,41.4,0,,C3,,,,2015-04-03
150577,126,115,NA,NA,NA,NA,NA,0,1,,B1,,,,2015-04-03
150578,126,115,NA,2,1,NA,NA,37.9,0,,B2,,,,2015-04-03
150579,126,115,NA,NA,NA,NA,NA,0,1,,A6,,,,2015-04-03
150580,126,112,NA,NA,NA,NA,NA,0,1,,A4,,,,2015-04-03
150581,138,115,NA,2,1,NA,NA,42.3,0,G6,,,,,2015-04-03
150582,138,115,NA,1,1,NA,NA,35.1,0,G1,,,,,2015-04-03
150583,138,115,NA,2,1,NA,NA,38.8,0,F1,,,,,2015-04-03
150584,138,115,NA,2,1,NA,NA,36.4,0,F3,,,,,2015-04-03
150585,138,115,NA,2,1,NA,NA,38.1,0,E6,,,,,2015-04-03
150586,138,115,NA,2,1,NA,NA,33.7,0,E4,,,,,2015-04-03
150587,138,119,NA,2,1,NA,NA,9.9,0,E2,,,,,2015-04-03
150588,138,115,NA,1,1,NA,NA,31.2,0,E1,,,,,2015-04-03
150589,138,115,NA,2,1,NA,NA,37.5,0,C3,,,,,2015-04-03
150590,138,115,NA,1,1,NA,NA,35.4,0,A1,,,,,2015-04-03
150591,138,119,NA,2,1,NA,NA,10.1,0,B5,,,,,2015-04-03
150592,138,115,NA,1,1,NA,NA,31.6,0,B6,,,,,2015-04-03
150593,138,115,NA,NA,NA,NA,NA,0,1,,G4,,,,2015-04-03
150594,138,119,NA,1,1,NA,NA,8.9,0,,F7,,,,2015-04-03
150595,138,115,NA,NA,NA,NA,NA,0,1,,E4,,,,2015-04-03
150596,138,115,NA,NA,NA,NA,NA,0,1,,E3,,,,2015-04-03
150597,138,112,NA,2,1,NA,NA,14.1,0,,B1,,,,2015-04-03
150598,138,115,NA,NA,NA,NA,NA,0,1,,A1,,,,2015-04-03
150599,138,115,NA,NA,NA,NA,NA,0,1,,A7,,,,2015-04-03
150600,139,115,NA,2,1,NA,NA,38.1,0,G7,,,,,2015-04-03
150601,139,115,NA,1,1,NA,NA,35.1,0,F3,,,,,2015-04-03
150602,139,115,NA,1,1,NA,NA,26.3,0,F6,,,,,2015-04-03
150603,139,115,NA,1,1,NA,NA,35.2,0,E5,,,,,2015-04-03
150604,139,115,NA,1,1,NA,NA,32.7,0,E2,,,,,2015-04-03
150605,139,115,NA,2,1,NA,NA,39.6,0,D5,,,,,2015-04-03
150606,139,115,NA,1,1,NA,NA,26.1,0,A1,,,,,2015-04-03
150607,139,115,NA,1,1,NA,NA,36.8,0,A2,,,,,2015-04-03
150608,139,115,NA,2,1,NA,NA,36.8,0,A4,,,,,2015-04-03
150609,139,115,NA,2,1,NA,NA,42,0,A5,,,,,2015-04-03
150610,139,115,NA,2,1,NA,NA,34.8,0,B7,,,,,2015-04-03
150611,139,115,NA,1,1,NA,NA,38.5,0,,G6,,,,2015-04-03
150612,139,115,NA,1,3,NA,NA,26.4,0,,G2,,,,2015-04-03
150613,139,119,NA,1,3,NA,NA,7,0,,F5,,,,2015-04-03
150614,139,115,NA,NA,NA,NA,NA,0,1,,F6,,,,2015-04-03
150615,139,119,NA,1,1,NA,NA,10.8,0,,F7,,,,2015-04-03
150616,139,115,NA,NA,NA,NA,NA,0,1,,E3,,,,2015-04-03
150617,139,119,NA,1,1,NA,NA,10.2,0,,C6,,,,2015-04-03
150618,139,119,NA,2,1,NA,NA,11.5,0,,C3,,,,2015-04-03
150619,139,112,NA,1,1,NA,NA,9.8,0,,A3,,,,2015-04-03
150620,139,115,NA,NA,NA,NA,NA,0,1,,A4,,,,2015-04-03
150621,116,119,NA,2,1,NA,NA,10.4,0,D3,,,,,2015-04-03
150622,116,112,NA,1,1,NA,NA,23,0,D2,,,,,2015-04-03
150623,116,112,NA,1,3,NA,NA,10.2,0,C3,,,,,2015-04-03
150624,116,112,NA,2,1,NA,NA,13.2,0,B7,,,,,2015-04-03
150625,116,117,NA,1,1,NA,NA,140,0,B5,,,,,2015-04-03
150626,116,112,NA,2,3,NA,NA,10,0,B2,,,,,2015-04-03
150627,116,112,NA,1,3,NA,NA,7.2,0,B1,,,,,2015-04-03
150628,116,112,NA,2,1,NA,NA,13.8,0,,G4,,,,2015-04-03
150629,116,112,NA,2,1,NA,NA,21.8,0,,G7,,,,2015-04-03
150630,116,112,NA,1,1,NA,NA,11.1,0,,F1,,,,2015-04-03
150631,116,112,NA,2,1,NA,NA,12,0,,E3,,,,2015-04-03
150632,116,112,NA,2,1,NA,NA,12.7,0,,D7,,,,2015-04-03
150633,116,112,NA,1,1,NA,NA,19.9,0,,D3,,,,2015-04-03
150634,116,112,NA,NA,NA,NA,NA,0,1,,D2,,,,2015-04-03
150635,116,119,NA,2,1,NA,NA,10.8,0,,C3,,,,2015-04-03
150636,116,112,NA,2,1,NA,NA,17.2,0,,C4,,,,2015-04-03
150637,116,115,NA,1,1,NA,NA,29.7,0,,C5,,,,2015-04-03
150638,116,119,NA,2,1,NA,NA,12.8,0,,C6,,,,2015-04-03
150639,116,112,NA,2,1,NA,NA,12.3,0,,B7,,,,2015-04-03
150640,116,112,NA,NA,NA,NA,NA,0,1,,A7,,,,2015-04-03
150641,116,112,NA,1,1,NA,NA,20,0,,A6,,,,2015-04-03
150642,116,112,NA,2,1,NA,NA,16.9,0,,B5,,,,2015-04-03
150643,116,112,NA,1,1,NA,NA,22.9,0,,B4,,,,2015-04-03
150644,116,112,NA,1,1,NA,NA,16.8,0,,A2,,,,2015-04-03
150645,116,112,NA,1,3,NA,NA,7.7,0,,B1,,,,2015-04-03
150646,117,119,NA,1,1,NA,NA,11.2,0,E1,,,,,2015-04-03
