year,season,date,habitat,night,web,trap,recap,spp,sex,age,weight,repro,recond,incomplete,marked,dead,closed,newborn
2003,S,2003-04-10,JC,3,2,120,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,2,132,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,2,130,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,2,104,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,2,95,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,2,94,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,2,92,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,1,NA
2003,S,2003-04-10,JC,3,2,88,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,3,96,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,2,NA
2003,S,2003-04-10,JC,3,3,93,N,PELE,M,A,18,Y,S,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,3,92,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,3,90,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,3,98,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,3,30,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,3,31,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,3,34,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2003,S,2003-04-10,JC,3,3,35,N,DIME,M,A,52,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,1,21,N,DIME,M,A,50,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,1,56,N,ONAR,F,A,24,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,68,N,CHPE,M,A,15,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,23,N,DIME,M,A,45,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,83,N,ONAR,M,A,18,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,118,N,DIME,M,A,53,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,119,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,101,N,PGFL,M,A,7,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,134,N,DIME,M,A,43,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,142,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,144,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,128,N,DIME,NA,NA,0,NA,NA,Y,U,NA,NA,NA
2004,S,2004-04-15,JC,2,3,145,N,CHPE,F,A,19,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,36,N,CHPE,M,A,15,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,33,N,CHPE,M,A,17,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,11,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,132,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,130,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,127,N,DIME,F,A,50,Y,L,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,116,N,DIME,F,A,40,Y,V,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,82,N,DIME,F,A,43,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,88,N,DIME,F,A,42,Y,V,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,96,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,106,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,110,Y,ONAR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,113,N,ONAR,M,A,22,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,132,N,PGFL,M,A,7,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,127,N,DIME,M,A,49,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,138,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,142,N,DIME,M,A,45,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,96,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,5,NA
2004,S,2004-04-16,JC,3,3,93,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,100,N,DIME,M,A,42,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,101,N,PGFL,F,A,8,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,117,N,DIME,M,A,42,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,115,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,133,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,142,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,144,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,128,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,44,N,DIME,M,A,46,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,40,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,35,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,12,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,132,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,116,N,CHPE,F,A,14,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,83,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,96,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,95,N,DIME,F,A,42,Y,V,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,88,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,103,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,107,N,DIME,M,A,43,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,120,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,119,N,DIME,M,A,50,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,113,N,ONAR,M,A,25,Y,S,NA,NA,NA,4,NA
2004,S,2004-04-14,JC,1,2,79,N,PGFL,M,A,7,N,NA,NA,NA,NA,4,NA
2004,S,2004-04-14,JC,1,3,22,N,PGFL,M,A,6,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,33,N,DIME,M,A,46,Y,S,NA,NA,NA,3,NA
2004,S,2004-04-14,JC,1,1,138,N,CHPE,M,A,15,N,NA,NA,NA,NA,1,NA
2004,S,2004-04-14,JC,1,1,141,N,DIME,M,A,45,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,1,142,N,DIME,M,A,45,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,1,106,N,DIME,M,A,43,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,1,96,N,DIME,M,A,45,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,1,91,N,ONAR,M,A,22,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,36,N,CHPE,F,A,13,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,33,N,CHPE,M,A,17,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,24,N,DIME,M,A,50,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,7,N,DIME,F,A,39,Y,V,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,127,N,DIME,F,A,45,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,116,N,DIME,M,A,53,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,106,N,CHPE,M,A,16,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,93,N,DIME,M,A,50,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,94,N,DIME,M,A,49,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,2,96,N,ONAR,F,A,24,Y,P,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,96,N,DIME,M,A,39,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,92,N,DIME,M,A,43,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,90,N,PGFL,M,A,8,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,69,N,DIME,M,A,50,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,119,N,DIME,M,A,50,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,137,N,DIME,F,A,45,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,140,N,CHPE,M,A,17,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,128,N,DIME,F,A,48,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-14,JC,1,3,1,N,CHPE,M,A,13,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,96,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,94,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,93,N,CHPE,M,A,14,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,66,N,DIME,M,A,45,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,69,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,71,N,DIME,M,A,45,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,59,N,CHPE,M,A,13,Y,S,NA,NA,NA,1,NA
2004,S,2004-04-15,JC,2,3,29,N,DIME,M,A,54,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,14,N,ONAR,F,A,22,Y,P,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,22,N,PGFL,M,A,8,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,23,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,3,24,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,40,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,4,NA
2004,S,2004-04-15,JC,2,2,70,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,83,N,DIME,F,A,43,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,84,N,DIME,M,A,45,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,94,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,93,N,DIME,M,A,43,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,2,102,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,50,N,PEER,M,A,20,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,56,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,60,N,DIME,M,A,54,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,45,Y,ONAR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,22,N,DIME,M,A,42,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,21,N,DIME,M,A,52,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-15,JC,2,1,12,N,DIME,M,A,46,Y,PS,NA,NA,NA,1,NA
2004,S,2004-04-15,JC,2,1,143,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,84,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,71,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,59,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,55,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,48,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,29,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,28,N,CHPE,M,A,15,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,13,N,DIME,M,A,42,Y,PS,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,22,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,23,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,3,24,N,DIME,M,A,42,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,54,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,70,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,72,N,DIME,M,A,44,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,84,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,83,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,89,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,94,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,106,N,PELE,M,A,15,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,103,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,102,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,97,N,DIME,M,A,54,Y,S,NA,NA,NA,1,NA
2004,S,2004-04-16,JC,3,2,124,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,2,128,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,56,Y,ONLE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,54,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,50,Y,PELE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,45,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,48,N,CHPE,M,A,13,N,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,12,N,DIME,M,A,41,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,138,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,140,N,DIME,M,A,53,Y,S,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,141,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2004,S,2004-04-16,JC,3,1,142,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,83,N,DIME,M,A,57,NA,NA,Y,M,NA,NA,NA
2005,S,2005-04-06,JC,1,1,89,N,PELE,F,A,28,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,2,109,N,PGFL,M,A,7,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,133,N,CHPE,F,A,15,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,139,N,CHPE,M,A,17,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,84,N,DIME,M,A,49,Y,PS,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,129,N,DIME,M,A,57,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,144,N,DIME,F,A,48,Y,L,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,143,N,DIME,M,A,45,Y,PS,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,141,N,DIME,M,A,49,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,138,N,PELE,M,A,12,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,2,94,N,CHPE,M,A,18,Y,PS,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,2,99,N,ONAR,F,A,28,Y,P,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,2,141,N,DIME,M,A,51,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,16,N,DIME,M,A,51,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,116,N,DIME,M,A,54,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,117,N,DIME,F,A,52,Y,P,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,119,N,DIME,M,A,57,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,142,N,DIME,M,A,58,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,143,N,DIME,F,A,54,Y,L,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,138,N,PELE,NA,J,11,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,94,N,CHPE,M,A,13,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,93,N,SPSP,M,A,112,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,120,N,CHPE,F,A,14,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,101,N,PELE,NA,J,6,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,80,N,DIME,M,A,56,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,98,N,CHPE,M,A,16,Y,PS,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,84,N,DIME,F,A,47,Y,V,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,109,N,PGFL,M,A,9,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,130,N,DIME,M,A,50,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,113,N,DIME,M,A,50,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,84,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,90,Y,PELE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,129,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,110,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,99,Y,PELE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,105,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,109,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,115,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,117,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,1,133,N,CHPE,M,A,14,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,1,79,N,CHPE,M,A,15,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,1,107,N,DIME,M,A,50,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,2,97,N,DIME,M,A,58,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,2,114,N,CHPE,F,A,17,Y,V,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,3,81,N,SPSP,M,A,128,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,1,116,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,1,122,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,1,128,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,1,140,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,2,100,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,2,116,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,3,114,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,3,115,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,3,118,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,3,61,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,3,71,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-08,JC,3,3,84,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,4,NA
2005,S,2005-04-06,JC,1,1,50,N,PELE,M,A,19,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,53,N,CHPE,M,A,16,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,63,N,DIME,M,A,47,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,1,39,N,DIME,F,A,0,Y,L,Y,M,NA,NA,NA
2005,S,2005-04-06,JC,1,1,40,N,DIME,M,A,50,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,2,56,N,CHPE,M,A,15,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,2,72,N,DIME,M,A,51,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,2,70,N,DIME,M,A,44,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,2,12,N,DIME,M,A,0,Y,S,Y,N,NA,NA,NA
2005,S,2005-04-06,JC,1,3,18,N,DIME,M,A,45,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,22,N,DIME,M,A,44,Y,S,NA,NA,NA,2,NA
2005,S,2005-04-06,JC,1,3,23,N,DIME,M,A,46,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,24,N,DIME,F,A,54,Y,L,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,10,N,DIME,F,A,45,Y,L,NA,NA,NA,NA,NA
2005,S,2005-04-06,JC,1,3,144,N,DIME,M,A,41,Y,PS,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,38,NA,DIME,NA,NA,0,NA,NA,Y,U,NA,NA,NA
2005,S,2005-04-07,JC,2,1,40,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,41,N,DIME,M,A,47,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,43,N,DIME,M,A,50,Y,PS,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,1,50,Y,PELE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,56,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,1,NA
2005,S,2005-04-07,JC,2,2,72,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,2,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,2,7,N,PELE,M,A,20,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,133,Y,CHPE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,141,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,142,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,143,N,DIME,M,A,48,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,144,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,12,N,DIME,M,A,37,Y,S,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,17,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,19,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,22,N,CHPE,M,A,13,N,NA,NA,NA,NA,NA,NA
2005,S,2005-04-07,JC,2,3,23,Y,DIME,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
