year,location,season,night,web,trap,recap,species,sex,age,reprod,mass,l_tag,r_tag,field_comments,qaqc_comments,site
1989,5pgrass,1,1,1,1,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,114,n,DIOR,m,a,NA,55,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,18,n,DIOR,m,a,NA,45,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,38,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,60,n,DIOR,f,a,NA,45.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,74,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,80,n,REMO,m,j,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,83,n,DIOR,m,a,NA,43.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,89,n,PGFV,m,a,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,1,94,n,PGFV,m,a,NA,8.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,102,NA,XESP,f,a,l,109,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,105,n,DISP,f,j,NA,98,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,106,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,107,n,DIOR,m,a,NA,46,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,138,n,PGFV,m,j,NA,5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,140,n,PGFV,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,21,n,PGFV,m,j,NA,5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,42,n,REME,m,a,st,9,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,60,n,DIOR,m,a,st,50,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,68,n,REME,f,a,NA,10,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,75,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,83,n,PGFV,m,a,st,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,2,93,n,ONAR,m,a,NA,22,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,10,n,PGFV,f,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,10,n,PGFV,m,a,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,108,n,PGFV,f,j,NA,5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,120,n,DISP,m,j,NA,102,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,122,n,DIOR,f,a,NA,44.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,143,n,DIOR,f,j,NA,36,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,144,n,PGFV,m,a,st,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,28,n,DIOR,m,j,NA,27,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,30,n,DIOR,m,a,st,45,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,33,n,DIOR,f,a,NA,42,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,47,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,5,n,DIOR,f,j,NA,36,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,54,n,DIOR,m,j,NA,24,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,6,NA,NEAL,m,j,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,64,n,DIOR,m,j,NA,22,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,66,n,DIOR,m,a,NA,47.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,7,n,DIOR,f,a,NA,51.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,71,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,75,n,DIOR,f,a,l,40,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,78,n,PGFV,f,a,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,3,82,n,DIOR,m,j,NA,27,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,4,108,n,PGFV,m,a,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,4,110,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,4,24,n,ONAR,m,a,NA,26.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,4,28,n,PGFV,m,j,NA,5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,4,53,n,REMO,m,j,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,4,59,n,DIOR,m,a,NA,47,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,4,72,n,DIOR,m,a,NA,45.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,4,8,NA,XESP,m,a,NA,110,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,121,n,REME,m,a,st,10.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,2,n,PGFV,m,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,38,n,REMO,m,a,st,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,48,NA,XESP,m,a,st,103,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,54,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,68,n,DIOR,f,a,l,50,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,77,n,DIOR,m,a,st,52,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,79,n,PGFV,m,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,1,5,90,NA,XESP,m,a,NA,112,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,1,102,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,1,113,n,DISP,f,j,NA,95,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,1,129,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,1,32,n,PGFV,f,a,NA,9,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,1,55,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,1,63,n,ONAR,m,a,NA,22,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,1,71,n,DISP,f,a,NA,46,NA,NA,NA,mass should not be under 60 grams; likely recorded wrong or identified incorrectly; JCJ.,core_black
1989,5pgrass,1,2,2,105,y,DIOR,m,a,NA,35,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,12,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,129,n,DIOR,m,a,NA,40,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,132,n,DIOR,m,a,NA,55,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,19,n,DIOR,f,a,NA,46,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,25,y,REME,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,55,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,58,n,DIOR,f,a,NA,49,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,60,y,DIOR,m,a,st,49,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,84,n,DIOR,f,j,NA,34,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,9,y,PGFV,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,2,96,y,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,108,n,PGFV,m,a,st,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,114,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,119,n,DISP,f,a,NA,120,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,12,n,DIOR,m,a,NA,47,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,120,n,DIOR,m,a,NA,44,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,136,y,DIOR,f,j,NA,35,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,142,n,PGFV,m,a,NA,8.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,18,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,24,NA,XESP,f,a,l,100,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,30,n,PGFV,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,32,y,DIOR,m,a,st,43,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,34,n,DIOR,m,a,NA,43.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,40,y,DIOR,m,j,NA,21,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,5,y,DIOR,f,a,NA,50,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,54,y,DIOR,m,j,NA,25,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,58,n,DIOR,f,a,l,51,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,59,n,ONAR,m,a,NA,21,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,65,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,67,n,REME,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,72,n,DIOR,m,a,NA,41.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,76,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,82,y,DIOR,m,j,NA,27,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,83,n,DIOR,m,a,NA,46,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,91,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,3,93,n,DIOR,m,a,NA,52,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,4,92,n,PGFV,m,j,NA,5,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,10,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,104,n,DIOR,f,a,NA,47,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,117,n,REME,m,a,NA,10,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,140,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,141,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,15,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,17,y,REMO,m,a,st,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,2,y,PGFV,m,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,23,n,DIOR,m,a,st,49,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,32,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,35,n,DISP,m,j,NA,82,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,63,y,REME,m,a,st,9,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,71,y,DIOR,f,a,l,49,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,77,y,DIOR,m,a,st,52,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,80,y,ONAR,f,a,NA,20,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,90,n,DIME,f,j,NA,20,NA,NA,NA,NA,core_black
1989,5pgrass,1,2,5,93,n,DIME,f,j,NA,20,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,1,101,n,PGFV,m,a,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,1,125,n,DIOR,f,a,NA,45.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,1,126,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,1,23,n,PGFV,f,a,NA,9,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,1,24,n,PGFV,m,a,NA,8.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,1,43,n,PGFV,m,a,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,1,56,n,REME,m,a,NA,9,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,1,n,DIOR,m,a,NA,48,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,108,y,DISP,f,j,NA,99,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,110,y,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,19,n,PGFV,f,j,NA,5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,20,y,DIOR,f,a,NA,45,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,57,y,DIOR,f,a,NA,49.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,58,y,DIOR,m,a,st,49,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,71,y,REME,f,a,NA,12,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,80,y,PGFV,m,a,st,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,2,84,y,DIOR,f,j,NA,33,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,105,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,108,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,11,n,DISP,f,a,NA,125,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,110,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,136,y,DIOR,f,j,NA,35,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,142,y,DIOR,f,j,NA,36,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,144,n,DISP,m,j,NA,80,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,144,n,PGFV,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,2,y,DIOR,f,a,l,39.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,32,y,DIOR,m,a,st,41,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,34,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,35,NA,XESP,f,a,NA,50,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,43,y,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,48,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,53,y,DIOR,m,j,NA,26,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,54,y,DIOR,m,j,NA,24,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,55,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,59,y,DIOR,f,a,l,48,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,67,y,REME,m,a,st,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,78,y,PGFV,f,a,NA,10,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,8,NA,XESP,m,a,st,100,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,80,n,REME,f,j,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,83,y,DIOR,f,a,NA,28,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,84,y,DIOR,m,a,NA,33,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,90,n,DIOR,m,a,NA,49,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,3,92,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,4,48,n,PGFV,f,j,NA,4.5,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,10,y,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,106,n,PGFV,f,a,NA,11,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,12,NA,NEAL,m,a,NA,75,NA,NA,NA,mass should not be under 150 grams; likely recorded wrong or identified incorrectly; final species ID changed to NEAL; JCJ.,core_black
1989,5pgrass,1,3,5,136,y,PGFV,m,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,23,n,DIOR,f,a,l,48,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,26,n,DISP,m,a,st,140,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,34,y,DISP,m,j,NA,82,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,35,n,DISP,f,a,NA,130,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,45,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,5,NA,XESP,m,a,st,100,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,53,y,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,54,n,REME,m,j,NA,4,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,70,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,75,y,REME,m,a,st,10,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,76,y,DIOR,m,a,st,48,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,84,n,ONAR,f,j,NA,11,NA,NA,NA,NA,core_black
1989,5pgrass,1,3,5,94,y,DIOR,f,a,NA,43,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,10,n,PGFV,m,j,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,102,NA,PEXX,f,a,NA,22,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,105,n,DIOR,m,a,NA,47.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,106,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,120,NA,XESP,m,j,NA,75,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,125,NA,XESP,m,a,NA,100,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,129,n,PGFV,f,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,131,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,144,n,DISP,m,NA,NA,123,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,48,n,PGFV,m,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,49,n,DISP,m,j,NA,106,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,53,n,DIOR,m,a,NA,48.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,57,n,ONAR,m,a,NA,20.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,60,n,DISP,m,a,NA,135,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,80,n,PGFV,f,a,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,1,94,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,10,n,DIOR,m,a,NA,51,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,106,n,DIOR,m,a,NA,43,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,116,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,127,n,PGFV,m,a,st,8,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,132,n,DIOR,m,a,st,53,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,144,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,29,n,PGFV,m,a,st,5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,30,n,PGFV,m,a,st,3,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,42,n,REMO,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,48,n,PGFV,m,j,NA,5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,58,n,DIOR,m,a,st,50,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,65,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,68,n,REMO,f,a,NA,9,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,70,NA,XESP,f,j,NA,74,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,78,n,ONAR,m,a,st,22,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,83,n,PGFV,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,84,n,DIOR,f,j,NA,37,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,9,NA,XESP,m,a,NA,105,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,2,95,n,DISP,f,a,NA,120,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,105,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,106,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,119,n,DISP,m,j,NA,100,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,132,n,DIOR,m,a,st,49,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,143,n,DIOR,f,a,NA,49,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,145,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,32,NA,XESP,f,j,NA,90,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,34,n,PGFV,m,a,st,9,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,5,n,DIOR,f,a,NA,50,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,50,n,DISP,f,a,NA,110,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,55,n,DIOR,m,j,NA,31,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,60,n,DISP,f,a,NA,100,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,62,n,DIOR,m,j,NA,38,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,65,n,DIOR,f,a,NA,49,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,83,n,DIOR,m,a,NA,45,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,3,92,n,DIOR,f,a,NA,51,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,108,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,117,n,DISP,m,a,NA,147,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,126,n,PGFV,m,a,NA,5.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,134,n,PGFV,f,a,NA,6,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,143,n,REMO,m,j,NA,8.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,144,n,DIOR,f,a,NA,47,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,17,n,DIOR,m,a,NA,51,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,35,n,DIOR,f,a,NA,50.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,40,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,43,n,DISP,m,a,NA,121,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,48,n,ONAR,f,a,NA,22.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,54,NA,MUMU,f,NA,NA,9,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,58,NA,XESP,m,j,NA,80,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,70,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,4,77,n,DIOR,m,a,NA,47,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,119,n,PGFV,m,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,120,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,140,n,PGFV,f,j,NA,4,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,141,n,PGFV,m,j,st,5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,143,n,PGFV,f,j,NA,4,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,35,n,DIOR,m,a,st,56,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,48,n,PGFV,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,58,n,PGFV,m,a,NA,5.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,69,n,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,71,n,DIOR,f,a,NA,51,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,72,n,PGFV,m,a,NA,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,82,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,90,n,PGFV,m,a,st,7,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,92,n,DIOR,f,a,NA,47,NA,NA,NA,NA,core_black
1989,5pgrass,2,1,5,95,n,PGFV,m,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,106,n,PGFV,m,a,NA,9.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,108,NA,XESP,m,a,NA,110,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,120,n,PGFV,f,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,132,NA,XESP,f,j,NA,60,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,18,NA,XESP,m,j,NA,86,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,35,n,DISP,m,a,NA,110,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,44,n,PGFV,m,a,NA,6.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,47,NA,XESP,f,j,NA,67,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,60,n,DIOR,m,a,NA,43,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,68,n,PEBO,m,a,NA,24.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,72,n,PGFV,f,a,NA,8,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,90,n,ONAR,f,a,NA,22.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,1,95,n,PGFV,f,a,NA,7.5,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,2,10,n,REMO,m,a,st,6,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,2,101,y,DISP,f,a,NA,NA,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,2,104,n,DISP,f,a,NA,110,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,2,108,NA,XESP,f,a,NA,100,NA,NA,NA,NA,core_black
1989,5pgrass,2,2,2,114,y,PGFV,f,a,NA,7,NA,NA,NA,NA,core_black
