year,location,season,night,web,trap,recap,species,sex,age,reprod,mass,l_tag,r_tag,field_comments,qaqc_comments,site
1992,rsgrass,1,3,5,32,n,DIOR,f,a,NA,59,NA,NA,NA,NA,rsgrass
1992,rsgrass,1,3,5,33,y,NEAL,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,1,3,5,34,n,NEAL,f,a,NA,9.2,NA,NA,NA,mass should not be under 60 grams; likely recorded wrong or identified incorrectly; JCJ.,rsgrass
1992,rsgrass,1,3,5,56,y,NEAL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,1,3,5,59,y,NEAL,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,1,3,5,8,y,PELE,m,j,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,1,3,5,90,n,NEAL,m,a,NA,218,NA,NA,NA,NA,rsgrass
1992,rsgrass,1,3,5,91,y,ONAR,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,1,3,5,95,y,ONLE,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,104,n,XESP,f,a,NA,112,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,11,n,DIOR,m,a,st,50,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,122,n,NEAL,f,a,NA,182,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,126,n,DIME,m,a,NA,38,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,129,n,DIME,m,a,NA,40,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,132,n,DIME,m,a,NA,45,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,140,n,DIME,m,a,NA,41,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,145,n,DIOR,f,a,NA,59,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,2,n,PGFL,m,a,st,14,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,30,n,DIME,m,a,st,46,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,31,n,NEAL,m,a,NA,194,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,39,n,PGFL,m,a,st,15,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,4,n,PGFV,f,a,NA,7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,46,n,DISP,m,a,NA,136,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,47,n,DIME,f,a,NA,36,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,48,n,DIME,f,a,NA,41,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,49,n,PGFL,m,a,NA,16,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,55,n,PGFL,m,a,NA,16,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,56,n,NEAL,m,a,NA,134,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,60,n,NEAL,m,a,NA,240,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,63,n,DIOR,m,a,st,54,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,68,n,DIOR,f,a,NA,59,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,7,n,XESP,NA,NA,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,73,n,XESP,m,a,NA,96,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,8,n,DIME,f,a,NA,44,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,1,9,n,PGFV,f,a,NA,8,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,102,n,DIOR,f,a,NA,46,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,111,n,DIOR,m,a,NA,45.8,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,117,n,DIOR,m,a,st,55,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,128,n,DIOR,f,a,NA,57.5,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,129,n,NEAL,f,a,NA,191,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,13,n,NEAL,m,a,NA,156,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,131,n,PGFL,m,a,st,11.5,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,140,n,DIOR,m,a,NA,29.5,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,20,n,NEAL,f,a,NA,107,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,24,n,PGFL,f,a,NA,10.3,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,26,n,PGFL,m,a,NA,11.7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,30,n,DIME,m,a,NA,40,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,51,n,PGFV,f,a,NA,4.6,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,56,n,PGFL,m,a,st,12.7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,59,n,DIOR,f,a,NA,44.4,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,72,n,NEAL,f,a,p,150,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,79,n,DIME,f,a,NA,36.8,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,2,93,n,DIOR,m,a,st,60.3,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,111,n,DIME,m,a,NA,37.1,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,114,n,DIOR,m,a,NA,52.4,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,128,n,PGFL,m,a,st,16.9,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,132,n,NEAL,m,a,NA,146,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,136,n,PGFL,f,a,NA,16.1,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,142,n,NEAL,f,a,p,205,NA,NA,NA,Probably also lactating. Reprod originally pl.,rsgrass
1992,rsgrass,2,1,3,18,n,DIOR,m,a,st,47.4,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,32,n,DIOR,f,a,NA,52,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,4,NA,DISP,NA,NA,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,57,n,XESP,m,a,NA,112,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,59,n,DIME,m,a,NA,35.5,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,68,n,DIOR,m,a,st,51.1,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,69,n,NEAL,NA,NA,NA,173,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,74,n,DIOR,m,a,NA,38.9,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,76,n,PELE,f,a,p,34.8,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,81,n,ONAR,f,a,NA,35.3,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,3,92,n,NEAL,m,a,st,210,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,10,n,DIOR,f,a,NA,46,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,113,n,DIOR,f,a,NA,52,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,116,n,PGFV,m,a,NA,7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,131,n,DIOR,f,a,NA,56,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,132,n,NEAL,m,a,NA,96,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,137,n,DIOR,f,a,NA,61,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,143,n,DIOR,m,a,st,54,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,19,n,PGFL,m,a,NA,14,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,22,n,DIOR,f,a,NA,50,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,31,n,DIOR,f,a,NA,50,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,33,n,NEAL,m,a,NA,190,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,36,n,DIOR,m,a,st,50,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,36,n,DIOR,m,a,NA,51,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,41,n,DIME,m,j,NA,30,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,45,n,DIME,f,a,NA,44,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,47,n,PGFL,f,a,NA,10,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,48,n,DIME,m,a,NA,41,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,55,n,DIOR,f,a,NA,47,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,56,n,PGFL,f,a,NA,16,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,68,n,PGFL,m,a,st,15,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,7,n,NEAL,f,a,NA,194,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,79,n,ONAR,f,a,NA,39,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,80,n,NEAL,f,a,NA,90,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,81,n,DIOR,m,a,NA,46,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,84,n,DIOR,m,a,st,49,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,87,n,ONAR,f,a,NA,40,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,90,n,DIME,m,a,st,47,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,92,n,NEAL,f,a,l,166,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,94,n,DIOR,m,a,st,59,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,95,n,PGFL,f,a,NA,14,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,4,97,n,DIOR,m,a,st,50,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,103,n,DIME,f,a,NA,30,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,104,n,DIME,f,a,l,44,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,107,n,NEAL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,108,n,PELE,m,a,st,33,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,119,n,DIOR,f,a,NA,59,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,128,n,DIOR,m,a,NA,28,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,129,n,PGFL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,131,n,NEAL,f,a,NA,182,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,144,n,PGFL,m,a,NA,12,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,2,n,NEAL,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,22,n,PGFL,m,a,st,13,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,23,n,PGFL,m,a,st,12,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,27,n,DIOR,m,a,st,54,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,34,n,NEAL,m,a,st,188,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,35,n,DIME,m,a,st,48,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,37,n,DIOR,f,a,v,61,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,41,n,DIOR,m,a,st,52,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,43,n,PGFL,f,a,NA,13,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,45,n,DIME,f,a,NA,32,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,48,n,DIOR,f,a,NA,65,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,57,n,PGFL,m,a,NA,10,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,58,n,ONAR,f,a,NA,31,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,62,n,DIOR,m,a,st,49,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,65,n,DIOR,f,a,NA,40,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,66,n,PGFL,f,a,NA,14,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,70,n,DIOR,m,a,st,50,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,81,n,DIOR,m,a,st,36,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,84,n,DIME,m,a,st,45,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,92,n,PGFL,m,a,st,15,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,95,n,DIOR,m,a,NA,49,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,1,5,96,n,PGFL,m,a,st,13,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,1,y,PGFL,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,109,n,ONAR,f,a,NA,40,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,11,n,XESP,f,a,NA,118,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,122,y,NEAL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,125,n,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,127,n,PGFV,f,a,NA,7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,140,y,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,46,y,DISP,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,66,n,PGFL,m,a,NA,17,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,70,n,PGFV,f,a,NA,13,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,84,n,XESP,m,a,NA,132,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,1,87,n,DIME,f,a,NA,36,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,2,11,n,DIOR,f,a,NA,55,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,2,120,n,DIOR,m,a,NA,36,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,2,24,n,DIOR,m,a,NA,51.9,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,2,36,n,DIME,f,a,NA,42.7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,2,43,n,PGFL,m,a,NA,11.7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,2,59,n,ONAR,f,a,NA,32,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,2,93,n,ONAR,m,a,st,39.6,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,3,112,n,ONAR,m,a,NA,22.2,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,3,125,n,DIME,m,a,st,44.9,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,3,20,n,DIME,f,a,NA,41.4,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,3,5,n,XESP,m,a,NA,113,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,3,60,n,PELE,m,a,st,29,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,3,94,n,ONLE,f,a,l,31.4,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,104,n,PELE,m,a,st,31,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,107,n,DIOR,m,a,st,56,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,116,n,PGFL,f,a,NA,17,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,136,y,DIOR,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,18,y,NEAL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,22,y,DIOR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,23,n,DIOR,m,a,st,55,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,33,n,ONAR,m,a,st,39,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,41,y,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,43,n,DIME,m,a,NA,35,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,47,y,PGFL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,58,y,PGFL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,70,y,NEAL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,76,y,ONAR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,79,n,ONAR,m,a,st,36,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,8,n,DIOR,f,a,NA,33,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,80,y,DIOR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,94,n,DIOR,f,a,p,73,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,4,97,y,DIOR,m,a,st,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,103,y,DIME,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,117,y,DIOR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,120,n,DIOR,m,a,st,59,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,128,n,REME,m,a,st,11,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,130,y,DIOR,m,a,st,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,131,n,ONAR,f,a,NA,40,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,2,y,NEAL,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,23,n,ONAR,m,a,NA,34,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,24,n,ONAR,f,a,NA,36,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,51,y,PGFL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,68,y,ONAR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,78,n,ONAR,m,a,NA,39,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,80,n,ONAR,m,a,NA,38,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,2,5,95,n,ONAR,m,a,st,39,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,101,n,DIOR,f,a,p,72,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,102,n,NEAL,m,a,NA,100,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,105,n,XESP,m,a,NA,110,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,12,y,DIOR,m,a,st,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,122,y,NEAL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,126,y,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,128,y,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,138,y,PGFL,m,a,st,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,140,y,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,19,n,PGFL,f,a,NA,18,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,29,n,DIOR,f,a,NA,60,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,3,y,DIOR,m,a,st,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,31,y,NEAL,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,32,y,DIME,m,a,st,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,39,y,PGFL,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,47,y,DISP,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,5,n,PGFL,m,a,NA,16,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,59,n,DIOR,f,a,NA,40,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,6,n,DISP,f,a,NA,120,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,60,n,NEAL,m,a,NA,85,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,62,n,REME,f,a,p,17,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,77,y,DIME,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,84,n,ONAR,m,a,NA,39,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,89,n,ONAR,m,a,NA,44,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,9,n,PGFV,f,a,NA,9,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,1,93,n,DIOR,m,a,st,60,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,103,n,PGFL,m,a,NA,14.9,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,105,n,PGFL,m,a,NA,15.5,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,12,n,PGFL,m,a,NA,13.2,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,128,n,NEAL,m,a,NA,139,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,14,n,ONLE,f,a,p,46.2,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,144,n,XESP,m,a,NA,96.9,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,20,n,DIOR,f,a,NA,45.6,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,29,n,PGFL,f,a,NA,15,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,33,n,DIOR,f,a,NA,30.7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,36,n,DIME,m,a,NA,33.1,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,7,n,PGFV,f,a,NA,6,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,71,n,DIME,f,a,NA,31.8,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,2,92,n,PGFL,m,a,NA,11.1,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,103,n,NEAL,f,a,p,135,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,108,n,DIME,m,a,NA,40.5,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,111,n,PGFL,m,a,st,13.8,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,114,n,DIOR,f,a,NA,47,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,132,n,DIOR,f,a,NA,42.9,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,140,n,PGFL,m,a,NA,18,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,18,n,PGFL,m,a,NA,16.1,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,19,n,XESP,f,a,NA,111,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,31,n,PGFL,m,a,NA,17.2,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,33,n,DIOR,f,a,NA,45.8,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,36,n,PGFL,f,a,NA,15.2,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,42,n,PGFL,m,a,NA,14.6,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,48,n,DIOR,m,a,NA,52,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,6,n,DIOR,f,a,NA,51.5,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,71,n,DIOR,f,a,p,47.7,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,81,n,ONAR,f,a,NA,36.3,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,3,83,n,DIME,f,a,NA,39,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,100,n,PGFL,m,a,NA,15,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,107,y,DIOR,m,a,st,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,116,n,DIOR,f,a,NA,65,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,119,y,PGFL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,121,n,PGFL,m,a,NA,15,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,124,y,DIOR,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,127,y,DIOR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,141,n,ONAR,m,a,NA,23,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,17,y,DIOR,m,a,st,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,19,y,PGFL,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,31,y,DIOR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,40,y,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,42,y,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,47,y,PGFL,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,48,y,DIME,m,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,6,y,DIOR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,60,n,PGFL,m,a,st,15,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,63,y,ONAR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,67,n,DIME,m,a,st,15,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,68,y,NEAL,f,j,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,7,y,DIOR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,79,y,DIOR,f,a,NA,NA,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,80,n,REME,m,a,NA,14,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,81,n,PGFL,f,a,NA,13,NA,NA,NA,NA,rsgrass
1992,rsgrass,2,3,4,84,y,DIOR,m,a,st,NA,NA,NA,NA,NA,rsgrass
