year,species,abundance,trap_nights,abund_per_trapnight
2011,albigula,40,882,0.045351473922902494
2011,amplus,80,882,0.09070294784580499
2011,baileyi,159,882,0.18027210884353742
2011,eremicus,5,882,0.005668934240362812
2011,intermedius,66,882,0.07482993197278912
2011,merriami,82,882,0.09297052154195011
2011,penicillatus,228,882,0.2585034013605442
2012,albigula,61,1127,0.05412599822537711
2012,amplus,113,1127,0.1002661934338953
2012,baileyi,145,1127,0.12866015971606035
2012,eremicus,14,1127,0.012422360248447204
2012,intermedius,23,1127,0.02040816326530612
2012,merriami,168,1127,0.14906832298136646
2012,penicillatus,316,1127,0.2803904170363798
2012,spectabilis,2,1127,0.001774622892635315
2012,torridus,6,1127,0.005323868677905945
2013,albigula,54,1323,0.04081632653061224
2013,amplus,106,1323,0.0801209372637944
2013,arizonae,0,1323,0
2013,baileyi,161,1323,0.12169312169312169
2013,eremicus,22,1323,0.016628873771730914
2013,intermedius,48,1323,0.036281179138321996
2013,merriami,226,1323,0.1708238851095994
2013,penicillatus,272,1323,0.20559334845049132
2013,torridus,1,1323,7.558578987150416e-4
2014,albigula,43,1470,0.029251700680272108
2014,amplus,62,1470,0.04217687074829932
2014,arizonae,9,1470,0.006122448979591836
2014,baileyi,96,1470,0.0653061224489796
2014,eremicus,4,1470,0.0027210884353741495
2014,harrisi,1,1470,6.802721088435374e-4
2014,intermedius,33,1470,0.022448979591836733
2014,merriami,160,1470,0.10884353741496598
2014,penicillatus,268,1470,0.18231292517006803
2014,tereticaudus,1,1470,6.802721088435374e-4
2014,torridus,4,1470,0.0027210884353741495
2015,albigula,38,1274,0.029827315541601257
2015,amplus,37,1274,0.029042386185243328
2015,baileyi,98,1274,0.07692307692307693
2015,eremicus,17,1274,0.013343799058084773
2015,intermedius,14,1274,0.01098901098901099
2015,merriami,118,1274,0.09262166405023547
2015,penicillatus,143,1274,0.11224489795918367
2016,albigula,28,980,0.02857142857142857
2016,amplus,26,980,0.026530612244897958
2016,baileyi,71,980,0.07244897959183673
2016,eremicus,8,980,0.00816326530612245
2016,intermedius,22,980,0.022448979591836733
2016,merriami,71,980,0.07244897959183673
2016,penicillatus,177,980,0.18061224489795918
2016,spectabilis,2,980,0.0020408163265306124
2016,tereticaudus,8,980,0.00816326530612245
2016,torridus,0,980,0
2017,albigula,31,735,0.04217687074829932
2017,amplus,25,735,0.034013605442176874
2017,baileyi,50,735,0.06802721088435375
2017,eremicus,6,735,0.00816326530612245
2017,intermedius,14,735,0.01904761904761905
2017,merriami,25,735,0.034013605442176874
2017,penicillatus,127,735,0.1727891156462585
2018,albigula,33,1078,0.030612244897959183
2018,amplus,45,1078,0.041743970315398886
2018,baileyi,113,1078,0.10482374768089053
2018,eremicus,7,1078,0.006493506493506494
2018,harrisi,1,1078,9.276437847866419e-4
2018,intermedius,35,1078,0.032467532467532464
2018,merriami,64,1078,0.059369202226345084
2018,penicillatus,213,1078,0.19758812615955473
2019,albigula,27,980,0.027551020408163266
2019,amplus,23,980,0.02346938775510204
2019,baileyi,42,980,0.04285714285714286
2019,eremicus,26,980,0.026530612244897958
2019,harrisi,1,980,0.0010204081632653062
2019,intermedius,17,980,0.017346938775510204
2019,maniculatus,0,980,0
2019,merriami,77,980,0.07857142857142857
2019,penicillatus,175,980,0.17857142857142858
