year,biomass_g
1995,8.792052599022073
1996,24.792104491378176
1997,42.59381190677714
1998,36.475044208065604
1999,24.191450265834437
2000,30.215082327486915
2001,23.833350379483356
2002,16.586575823403216
2003,14.257977844540305
2004,12.552213400352993
2005,13.783050860731183
2006,7.285505722628753
2007,20.08545300980202
