year,season,date,habitat,night,web,trap,recap,species,sex,age,weight_g
2000,F,2000-10-25,JG,3,1,51,N,ONLE,F,A,36
2000,F,2000-10-25,JG,3,1,25,N,ONLE,M,A,29
2000,F,2000-10-23,JG,1,3,94,N,DIOR,M,A,61
2000,F,2000-10-23,JG,1,3,65,N,ONLE,M,A,41
2000,F,2000-10-23,JG,1,3,69,N,DIOR,F,A,59
2000,F,2000-10-23,JG,1,3,70,N,SPSP,M,A,118
2000,F,2000-10-23,JG,1,3,71,N,ONLE,M,A,45
2000,F,2000-10-23,JG,1,3,84,N,DISP,M,A,136
2000,F,2000-10-23,JG,1,3,83,N,DIOR,M,A,47
2000,F,2000-10-23,JG,1,3,73,N,DISP,F,A,124
2000,F,2000-10-23,JG,1,3,57,N,DIOR,F,A,59
2000,F,2000-10-23,JG,1,2,89,N,DIOR,M,A,65
2000,F,2000-10-23,JG,1,2,90,N,DIOR,M,A,57
2000,F,2000-10-23,JG,1,2,92,N,DIOR,M,A,58
2000,F,2000-10-23,JG,1,2,93,N,DIOR,M,A,60
2000,F,2000-10-23,JG,1,2,104,N,DIOR,M,A,54
2000,F,2000-10-23,JG,1,2,30,N,DIOR,M,A,59
2000,F,2000-10-23,JG,1,2,35,N,NEMI,NA,J,90
2000,F,2000-10-23,JG,1,2,46,N,DIOR,M,A,55
2000,F,2000-10-23,JG,1,2,9,N,DISP,NA,NA,0
2000,F,2000-10-23,JG,1,1,58,N,SPSP,M,A,106
2000,F,2000-10-23,JG,1,1,57,N,DIOR,F,A,58
2000,F,2000-10-23,JG,1,1,56,N,ONLE,F,A,50
2000,F,2000-10-23,JG,1,1,54,N,DIOR,M,A,59
2000,F,2000-10-23,JG,1,1,127,N,ONLE,M,A,34
2000,F,2000-10-23,JG,1,1,128,N,DIOR,F,A,60
2000,F,2000-10-23,JG,1,1,130,N,DIOR,M,A,60
2000,F,2000-10-23,JG,1,1,119,N,DIOR,M,A,50
2000,F,2000-10-23,JG,1,1,21,N,DIOR,M,A,68
2000,F,2000-10-23,JG,1,1,24,N,DIOR,F,A,55
2000,F,2000-10-23,JG,1,1,35,N,DISP,F,A,118
2000,F,2000-10-23,JG,1,1,33,N,DISP,M,A,130
2000,F,2000-10-23,JG,1,1,32,N,DIOR,M,A,61
2000,F,2000-10-24,JG,2,2,93,N,SPSP,M,A,108
2000,F,2000-10-24,JG,2,2,107,N,DIOR,M,A,57
2000,F,2000-10-25,JG,3,3,95,N,NEMI,NA,J,100
2000,F,2000-10-25,JG,3,3,107,N,DIOR,M,A,57
2000,F,2000-10-25,JG,3,3,102,N,DIOR,M,A,55
2000,F,2000-10-25,JG,3,2,47,N,DIOR,M,A,60
2000,F,2000-10-25,JG,3,2,45,N,DIOR,F,A,58
2000,F,2000-10-25,JG,3,1,109,N,DIOR,M,A,65
2000,F,2000-10-25,JG,3,1,128,N,ONLE,M,A,31
2001,F,2001-10-16,JG,1,3,66,N,DIOR,M,A,56
2001,F,2001-10-16,JG,1,3,70,N,DIOR,F,A,54
2001,F,2001-10-16,JG,1,3,83,N,DISP,M,A,152
2001,F,2001-10-16,JG,1,3,82,N,DISP,M,A,0
2001,F,2001-10-16,JG,1,3,81,N,DIOR,M,A,57
2001,F,2001-10-16,JG,1,3,95,N,DIOR,M,A,61
2001,F,2001-10-16,JG,1,3,96,N,DIOR,F,A,70
2001,F,2001-10-16,JG,1,3,108,N,DIOR,M,A,63
2001,F,2001-10-16,JG,1,3,107,N,DIOR,F,A,53
2001,F,2001-10-16,JG,1,3,99,N,DIOR,M,A,47
2001,F,2001-10-16,JG,1,3,118,N,DIOR,M,A,67
2001,F,2001-10-16,JG,1,3,120,N,DIOR,F,A,64
2001,F,2001-10-16,JG,1,3,131,N,DIOR,F,A,63
2001,F,2001-10-16,JG,1,3,128,N,DIOR,M,A,60
2001,F,2001-10-16,JG,1,3,127,N,DIOR,M,A,62
2001,F,2001-10-16,JG,1,2,48,N,DIOR,M,A,61
2001,F,2001-10-16,JG,1,2,46,N,DIOR,F,A,60
2001,F,2001-10-16,JG,1,2,42,N,DIOR,M,A,64
2001,F,2001-10-16,JG,1,2,50,N,DIOR,F,A,68
2001,F,2001-10-16,JG,1,2,55,N,DIOR,F,A,65
2001,F,2001-10-16,JG,1,2,72,N,DIOR,M,A,71
2001,F,2001-10-16,JG,1,2,69,N,NEAL,M,A,102
2001,F,2001-10-16,JG,1,2,66,N,NEMI,M,A,110
2001,F,2001-10-16,JG,1,2,65,N,DIOR,M,A,46
2001,F,2001-10-16,JG,1,2,81,N,DIOR,M,A,61
2001,F,2001-10-16,JG,1,2,96,N,DIOR,F,A,63
2001,F,2001-10-16,JG,1,2,94,N,DIOR,M,A,64
2001,F,2001-10-16,JG,1,2,93,N,DIOR,M,A,56
2001,F,2001-10-16,JG,1,2,91,N,DIOR,M,A,62
2001,F,2001-10-16,JG,1,2,40,N,DIOR,M,A,53
2001,F,2001-10-16,JG,1,2,41,N,DIOR,M,A,68
2001,F,2001-10-16,JG,1,1,127,N,DIOR,M,A,59
2001,F,2001-10-16,JG,1,1,128,N,NEAL,M,A,160
2001,F,2001-10-16,JG,1,1,130,N,DIOR,M,A,61
2001,F,2001-10-16,JG,1,1,131,N,DIOR,F,A,65
2001,F,2001-10-16,JG,1,1,132,N,NEAL,M,A,184
2001,F,2001-10-16,JG,1,1,143,N,DIOR,F,A,55
2001,F,2001-10-16,JG,1,1,4,N,DIOR,F,A,51
2001,F,2001-10-16,JG,1,1,5,N,DIOR,M,A,63
2001,F,2001-10-16,JG,1,1,10,N,DIOR,M,A,58
2001,F,2001-10-16,JG,1,1,11,N,DIOR,M,A,64
2001,F,2001-10-16,JG,1,1,22,N,DIOR,M,A,72
2001,F,2001-10-16,JG,1,1,16,N,DIOR,F,A,58
2001,F,2001-10-17,JG,2,3,128,N,DIOR,M,A,63
2001,F,2001-10-17,JG,2,3,144,N,ONLE,F,A,35
2001,F,2001-10-17,JG,2,3,143,N,NEAL,M,A,132
2001,F,2001-10-17,JG,2,3,142,N,DIOR,F,A,60
2001,F,2001-10-17,JG,2,3,140,N,ONLE,M,A,32
2001,F,2001-10-17,JG,2,3,135,N,NEMI,NA,J,112
2001,F,2001-10-17,JG,2,3,32,N,DIOR,F,A,69
2001,F,2001-10-17,JG,2,3,36,N,SPSP,M,A,80
2001,F,2001-10-17,JG,2,3,38,N,DISP,F,A,137
2001,F,2001-10-17,JG,2,2,16,N,DIOR,F,A,54
2001,F,2001-10-17,JG,2,2,57,N,DIOR,M,A,60
2001,F,2001-10-17,JG,2,2,53,N,DIOR,M,A,68
2001,F,2001-10-17,JG,2,2,44,N,DIOR,M,A,45
2001,F,2001-10-17,JG,2,2,47,N,DISP,M,A,132
2001,F,2001-10-17,JG,2,2,35,N,SPSP,M,A,81
2001,F,2001-10-17,JG,2,2,113,N,DIOR,F,A,73
2001,F,2001-10-17,JG,2,2,119,N,DIOR,F,A,58
2001,F,2001-10-17,JG,2,2,130,N,DIOR,F,A,56
2001,F,2001-10-17,JG,2,1,70,N,NEAL,F,A,142
2001,F,2001-10-17,JG,2,1,69,N,DIOR,M,A,0
2001,F,2001-10-17,JG,2,1,68,N,DIOR,M,A,55
2001,F,2001-10-17,JG,2,1,67,N,DISP,M,A,144
2001,F,2001-10-17,JG,2,1,66,N,DIOR,F,A,60
2001,F,2001-10-17,JG,2,1,120,N,SPSP,M,A,118
2001,F,2001-10-17,JG,2,1,130,N,DIOR,F,A,70
2001,F,2001-10-17,JG,2,1,128,N,DIOR,F,A,50
2001,F,2001-10-17,JG,2,1,125,N,DIOR,M,A,56
2001,F,2001-10-17,JG,2,1,123,N,DIOR,NA,J,33
2001,F,2001-10-17,JG,2,1,23,N,DIOR,M,A,65
2001,F,2001-10-18,JG,3,3,88,N,DIOR,M,A,65
2001,F,2001-10-18,JG,3,3,61,N,DIOR,M,A,45
2001,F,2001-10-18,JG,3,3,77,N,DIOR,M,A,63
2001,F,2001-10-18,JG,3,2,35,N,DIOR,M,A,64
2001,F,2001-10-18,JG,3,2,48,N,SPSP,M,A,80
2001,F,2001-10-18,JG,3,2,46,N,PGFL,F,A,7
2001,F,2001-10-16,JG,1,3,14,N,DIOR,M,A,53
2001,F,2001-10-16,JG,1,3,16,N,DIOR,M,A,54
2001,F,2001-10-16,JG,1,3,25,N,DIOR,M,A,62
2001,F,2001-10-16,JG,1,3,24,N,DIOR,F,A,59
2001,F,2001-10-16,JG,1,3,36,N,DIOR,M,A,67
2001,F,2001-10-16,JG,1,3,35,N,DIOR,M,A,61
2001,F,2001-10-16,JG,1,3,137,N,DIOR,M,A,45
2001,F,2001-10-16,JG,1,3,142,N,DIOR,M,A,64
2001,F,2001-10-16,JG,1,3,143,N,DIOR,F,A,58
2001,F,2001-10-16,JG,1,3,11,N,DIOR,F,A,60
2001,F,2001-10-16,JG,1,3,48,N,DIOR,F,A,63
2001,F,2001-10-16,JG,1,3,46,N,SPSP,M,A,90
2001,F,2001-10-16,JG,1,3,45,N,ONLE,M,A,30
2001,F,2001-10-16,JG,1,3,44,N,ONLE,M,A,39
2001,F,2001-10-16,JG,1,3,41,N,DIOR,M,A,50
2001,F,2001-10-16,JG,1,3,1,N,DISP,M,A,0
2001,F,2001-10-16,JG,1,3,7,N,DIOR,F,A,52
2001,F,2001-10-16,JG,1,2,138,N,DIOR,M,A,62
2001,F,2001-10-16,JG,1,2,141,N,DIOR,M,A,59
2001,F,2001-10-16,JG,1,2,143,N,DIOR,F,A,61
2001,F,2001-10-16,JG,1,2,144,N,DIOR,NA,NA,0
2001,F,2001-10-16,JG,1,2,12,N,DIOR,M,A,54
2001,F,2001-10-16,JG,1,2,11,N,DISP,M,A,0
2001,F,2001-10-16,JG,1,2,10,N,DISP,F,A,155
2001,F,2001-10-16,JG,1,2,8,N,DIOR,F,A,62
2001,F,2001-10-16,JG,1,2,7,N,DIOR,F,A,61
2001,F,2001-10-16,JG,1,2,103,N,DIOR,M,A,62
2001,F,2001-10-16,JG,1,2,104,N,DIOR,F,A,71
2001,F,2001-10-16,JG,1,2,107,N,DIOR,F,A,76
2001,F,2001-10-16,JG,1,2,116,N,DIOR,M,A,53
2001,F,2001-10-16,JG,1,2,15,N,DIOR,M,A,45
2001,F,2001-10-16,JG,1,2,128,N,DIOR,M,A,57
2001,F,2001-10-16,JG,1,2,131,N,DIOR,M,A,52
2001,F,2001-10-16,JG,1,2,132,N,DIOR,M,A,54
2001,F,2001-10-16,JG,1,2,119,N,DIOR,M,A,53
2001,F,2001-10-16,JG,1,1,50,N,PGFL,M,A,7
2001,F,2001-10-16,JG,1,1,56,N,DIOR,M,A,60
2001,F,2001-10-16,JG,1,1,57,N,NEAL,F,A,160
2001,F,2001-10-16,JG,1,1,58,N,DIOR,F,A,64
2001,F,2001-10-16,JG,1,1,44,N,DIOR,F,A,56
2001,F,2001-10-16,JG,1,1,41,N,DIOR,F,A,67
2001,F,2001-10-16,JG,1,1,103,N,DIOR,M,A,58
2001,F,2001-10-16,JG,1,1,106,N,DIOR,F,A,57
2001,F,2001-10-16,JG,1,1,107,N,DIOR,F,A,58
2001,F,2001-10-16,JG,1,1,120,N,DIOR,M,A,61
2001,F,2001-10-16,JG,1,1,118,N,DIOR,M,A,58
2001,F,2001-10-16,JG,1,1,76,N,SPSP,M,A,118
2001,F,2001-10-16,JG,1,1,79,N,DIOR,F,A,55
2001,F,2001-10-16,JG,1,1,80,N,NEAL,NA,NA,0
2001,F,2001-10-16,JG,1,1,95,N,DIOR,M,A,60
2001,F,2001-10-16,JG,1,1,91,N,DIOR,M,A,60
2001,F,2001-10-16,JG,1,1,92,N,NEAL,NA,J,92
2001,F,2001-10-16,JG,1,1,89,N,DIOR,F,A,56
2001,F,2001-10-16,JG,1,1,85,N,DIOR,M,A,52
2001,F,2001-10-16,JG,1,1,25,N,ONLE,F,A,49
2001,F,2001-10-16,JG,1,1,32,N,DIOR,F,A,50
2001,F,2001-10-17,JG,2,3,14,N,NEMI,NA,J,102
2001,F,2001-10-17,JG,2,3,10,N,DIOR,F,A,57
2001,F,2001-10-17,JG,2,3,77,N,DIOR,M,A,46
2001,F,2001-10-17,JG,2,3,78,N,DIOR,M,A,56
2001,F,2001-10-17,JG,2,3,63,N,DIOR,F,A,56
2001,F,2001-10-17,JG,2,3,57,N,DIOR,M,A,53
2001,F,2001-10-17,JG,2,3,48,N,DIOR,M,A,58
2001,F,2001-10-17,JG,2,3,44,N,DIOR,M,A,45
2001,F,2001-10-17,JG,2,2,24,N,DIOR,F,A,58
2001,F,2001-10-17,JG,2,2,143,N,DIOR,M,A,55
2001,F,2001-10-17,JG,2,1,92,N,SPSP,M,A,86
2001,F,2001-10-17,JG,2,1,105,N,DIOR,M,A,62
2001,F,2001-10-17,JG,2,1,80,N,DISP,M,A,0
2001,F,2001-10-17,JG,2,1,82,N,DIOR,F,A,56
2001,F,2001-10-17,JG,2,1,44,N,DIOR,M,A,57
2001,F,2001-10-17,JG,2,1,34,N,DIOR,M,A,62
2001,F,2001-10-17,JG,2,1,32,N,SPSP,M,A,72
2001,F,2001-10-17,JG,2,1,28,N,NEAL,M,A,84
2001,F,2001-10-18,JG,3,3,115,N,DIOR,M,A,61
2001,F,2001-10-18,JG,3,3,118,N,DIOR,M,A,54
2001,F,2001-10-18,JG,3,3,105,N,DIOR,F,A,64
2001,F,2001-10-18,JG,3,3,38,N,DISP,M,A,164
2001,F,2001-10-18,JG,3,3,44,N,PGFL,M,A,16
2001,F,2001-10-18,JG,3,3,45,N,DIOR,F,A,62
2001,F,2001-10-18,JG,3,2,112,N,DIOR,M,A,56
2001,F,2001-10-18,JG,3,2,142,N,DIOR,M,A,59
2001,F,2001-10-18,JG,3,2,8,N,DIOR,NA,J,42
2001,F,2001-10-18,JG,3,2,67,N,DIOR,F,A,67
2001,F,2001-10-18,JG,3,2,83,N,DIOR,M,A,44
2001,F,2001-10-18,JG,3,1,10,N,DIOR,F,A,46
2001,F,2001-10-18,JG,3,1,24,N,DIOR,F,A,74
2001,F,2001-10-18,JG,3,1,142,N,DIOR,M,A,59
2001,F,2001-10-18,JG,3,1,144,N,DIOR,F,A,55
2001,F,2001-10-18,JG,3,1,113,N,NEAL,F,A,108
2001,F,2001-10-18,JG,3,1,127,N,PGFL,F,A,7
2001,F,2001-10-18,JG,3,1,71,N,DIOR,F,A,70
2001,F,2001-10-18,JG,3,1,76,N,DIOR,M,A,51
2001,F,2001-10-18,JG,3,3,12,N,DIOR,M,A,58
2001,F,2001-10-18,JG,3,3,142,N,DIOR,M,A,60
2001,F,2001-10-18,JG,3,3,140,N,DIOR,M,A,59
2001,F,2001-10-18,JG,3,2,96,N,DIOR,F,A,39
2001,F,2001-10-18,JG,3,2,107,N,NEAL,M,A,132
2001,F,2001-10-18,JG,3,1,43,N,DISP,F,A,144
2001,F,2001-10-18,JG,3,1,38,N,PGFL,M,A,7
2001,F,2001-10-18,JG,3,1,79,N,DIOR,M,A,54
2001,F,2001-10-18,JG,3,1,81,N,DIOR,F,A,54
2002,F,2002-10-16,JG,1,3,63,N,DISP,M,A,158
2002,F,2002-10-16,JG,1,3,65,N,DIOR,M,A,47
2002,F,2002-10-16,JG,1,3,68,N,DIOR,F,A,48
2002,F,2002-10-16,JG,1,3,12,N,DIOR,M,A,46
2002,F,2002-10-16,JG,1,3,24,N,CHPE,M,A,13
2002,F,2002-10-16,JG,1,3,23,N,DIOR,M,A,53
2002,F,2002-10-16,JG,1,3,22,N,DIOR,M,A,60
2002,F,2002-10-16,JG,1,3,17,N,ONLE,F,A,41
2002,F,2002-10-16,JG,1,3,14,N,CHPE,M,A,14
2002,F,2002-10-16,JG,1,2,68,N,DIOR,M,A,64
2002,F,2002-10-16,JG,1,2,69,N,DIOR,M,A,55
2002,F,2002-10-16,JG,1,2,70,N,DIOR,M,A,57
2002,F,2002-10-16,JG,1,2,72,N,DIOR,F,A,62
2002,F,2002-10-16,JG,1,2,56,N,DIOR,F,A,53
2002,F,2002-10-16,JG,1,2,43,N,DIOR,F,A,55
2002,F,2002-10-16,JG,1,2,46,N,ONLE,M,A,45
2002,F,2002-10-16,JG,1,2,47,N,DIOR,M,A,55
2002,F,2002-10-16,JG,1,2,48,N,DISP,F,A,128
2002,F,2002-10-16,JG,1,2,45,N,DIOR,M,A,57
2002,F,2002-10-16,JG,1,2,22,N,DIOR,F,A,52
2002,F,2002-10-16,JG,1,2,114,N,DISP,M,A,110
2002,F,2002-10-16,JG,1,1,50,N,ONLE,M,A,40
2002,F,2002-10-16,JG,1,1,52,N,DIOR,M,A,58
2002,F,2002-10-16,JG,1,1,55,N,DISP,M,A,120
2002,F,2002-10-16,JG,1,1,59,N,DIOR,M,A,56
2002,F,2002-10-16,JG,1,1,34,N,DIOR,M,A,54
2002,F,2002-10-16,JG,1,1,23,N,DIOR,F,A,54
2002,F,2002-10-16,JG,1,1,9,N,DIOR,M,A,55
2002,F,2002-10-16,JG,1,1,10,N,ONLE,F,A,40
2002,F,2002-10-17,JG,2,3,59,N,DIOR,F,A,56
2002,F,2002-10-17,JG,2,3,41,N,ONLE,F,A,31
2002,F,2002-10-17,JG,2,3,35,N,DIOR,M,A,60
2002,F,2002-10-17,JG,2,2,46,N,DIOR,F,A,61
2002,F,2002-10-17,JG,2,2,43,N,DIOR,F,A,60
2002,F,2002-10-17,JG,2,2,22,N,PGFL,NA,J,6
2002,F,2002-10-17,JG,2,2,15,N,DIOR,M,A,61
2002,F,2002-10-17,JG,2,1,120,N,DIOR,M,A,48
2002,F,2002-10-18,JG,3,3,14,N,CHPE,F,A,13
2002,F,2002-10-18,JG,3,3,5,N,DIOR,F,A,51
2002,F,2002-10-18,JG,3,3,124,N,PGFL,F,A,7
2002,F,2002-10-18,JG,3,2,66,N,NEAL,NA,J,100
2002,F,2002-10-18,JG,3,2,56,N,DIOR,F,A,64
2002,F,2002-10-18,JG,3,2,35,N,DIOR,M,A,64
2002,F,2002-10-18,JG,3,1,70,N,DIOR,M,A,56
2002,F,2002-10-18,JG,3,1,122,N,SPSP,M,A,78
2002,F,2002-10-16,JG,1,3,90,N,SPSP,M,A,62
2002,F,2002-10-16,JG,1,3,93,N,DIOR,M,A,59
2002,F,2002-10-16,JG,1,3,95,N,DIOR,F,A,54
2002,F,2002-10-16,JG,1,3,84,N,DIOR,F,A,57
2002,F,2002-10-16,JG,1,3,83,N,DISP,M,A,132
2002,F,2002-10-16,JG,1,3,82,N,DIOR,M,A,48
2002,F,2002-10-16,JG,1,3,140,N,DIOR,M,A,49
2002,F,2002-10-16,JG,1,3,142,N,CHPE,M,A,15
2002,F,2002-10-16,JG,1,3,143,N,DIOR,F,A,44
2002,F,2002-10-16,JG,1,2,133,N,DIOR,M,A,51
2002,F,2002-10-16,JG,1,2,142,N,SPSP,M,A,92
2002,F,2002-10-16,JG,1,2,143,N,DIOR,M,A,53
2002,F,2002-10-16,JG,1,2,144,N,ONLE,M,A,32
2002,F,2002-10-16,JG,1,2,129,N,DIOR,M,A,54
2002,F,2002-10-16,JG,1,2,127,N,SPSP,M,A,69
2002,F,2002-10-16,JG,1,2,126,N,DIOR,M,A,54
2002,F,2002-10-16,JG,1,2,4,N,CHPE,M,A,16
2002,F,2002-10-16,JG,1,1,72,N,DIOR,M,A,54
2002,F,2002-10-16,JG,1,1,70,N,DIOR,M,A,54
2002,F,2002-10-16,JG,1,1,67,N,DIOR,F,A,56
2002,F,2002-10-16,JG,1,1,121,N,CHPE,M,A,13
2002,F,2002-10-16,JG,1,1,127,N,DIOR,M,A,48
2002,F,2002-10-16,JG,1,1,120,N,DIOR,F,A,47
2002,F,2002-10-16,JG,1,1,119,N,DIOR,M,A,56
2002,F,2002-10-16,JG,1,1,104,N,DIOR,M,A,50
2002,F,2002-10-16,JG,1,1,106,N,DIOR,M,A,58
2002,F,2002-10-17,JG,2,3,130,N,DIOR,F,A,56
2002,F,2002-10-17,JG,2,3,12,N,DIOR,M,A,57
2002,F,2002-10-17,JG,2,2,63,N,DIME,NA,J,27
2002,F,2002-10-17,JG,2,2,68,N,DIOR,M,A,59
2002,F,2002-10-17,JG,2,2,84,N,DIOR,M,A,48
2002,F,2002-10-17,JG,2,2,104,N,CHPE,F,A,15
2002,F,2002-10-17,JG,2,2,106,N,DIOR,M,A,46
2002,F,2002-10-17,JG,2,2,107,N,DIOR,M,A,58
2002,F,2002-10-17,JG,2,2,36,N,DIOR,F,A,62
2002,F,2002-10-18,JG,3,3,96,N,CHPE,M,A,15
2002,F,2002-10-18,JG,3,2,7,N,ONLE,M,A,33
2002,F,2002-10-18,JG,3,1,38,N,CHPE,F,A,17
2002,F,2002-10-18,JG,3,1,21,N,NEAL,M,A,118
2002,F,2002-10-18,JG,3,1,20,N,DIOR,F,A,59
2002,F,2002-10-16,JG,1,3,45,N,DIOR,M,A,52
2002,F,2002-10-16,JG,1,3,36,N,SPSP,M,A,78
2002,F,2002-10-16,JG,1,3,35,N,DIOR,M,A,57
2002,F,2002-10-16,JG,1,3,34,N,SPSP,M,A,90
2002,F,2002-10-16,JG,1,3,98,N,DIOR,M,A,43
2002,F,2002-10-16,JG,1,3,118,N,DIOR,F,A,52
2002,F,2002-10-16,JG,1,3,120,N,DIOR,M,A,48
2002,F,2002-10-16,JG,1,3,106,N,DIOR,M,A,48
2002,F,2002-10-16,JG,1,3,126,N,DIOR,M,A,47
2002,F,2002-10-16,JG,1,3,129,N,DIOR,F,A,44
2002,F,2002-10-16,JG,1,3,132,N,DIOR,F,A,42
2002,F,2002-10-16,JG,1,2,98,N,DIOR,M,A,55
2002,F,2002-10-16,JG,1,2,94,N,DIOR,M,A,54
2002,F,2002-10-16,JG,1,2,96,N,DIOR,M,A,56
2002,F,2002-10-16,JG,1,2,80,N,DIOR,M,A,49
2002,F,2002-10-16,JG,1,2,104,N,DIOR,F,A,54
2002,F,2002-10-16,JG,1,2,105,N,DIOR,M,A,53
2002,F,2002-10-16,JG,1,2,106,N,NEMI,M,A,230
2002,F,2002-10-16,JG,1,2,108,N,DIOR,M,A,46
2002,F,2002-10-16,JG,1,2,119,N,DIOR,F,A,51
2002,F,2002-10-16,JG,1,2,117,N,DIOR,F,A,58
2002,F,2002-10-16,JG,1,1,79,N,DIOR,F,A,48
2002,F,2002-10-16,JG,1,1,80,N,DIOR,F,A,48
2002,F,2002-10-16,JG,1,1,81,N,DIOR,M,A,44
2002,F,2002-10-16,JG,1,1,84,N,DIOR,F,A,48
2002,F,2002-10-16,JG,1,1,96,N,DIOR,M,A,54
2002,F,2002-10-16,JG,1,1,95,N,DIOR,M,A,45
2002,F,2002-10-16,JG,1,1,135,N,DISP,M,A,140
2002,F,2002-10-16,JG,1,1,136,N,DIOR,M,A,46
2002,F,2002-10-16,JG,1,1,137,N,DIOR,F,A,42
2002,F,2002-10-16,JG,1,1,140,N,DIOR,F,A,49
2002,F,2002-10-16,JG,1,1,12,N,DIOR,F,A,42
2002,F,2002-10-17,JG,2,3,92,N,NEAL,NA,J,72
2002,F,2002-10-17,JG,2,3,94,N,DIOR,F,A,55
2002,F,2002-10-17,JG,2,3,104,N,DIOR,M,A,54
2002,F,2002-10-17,JG,2,2,135,N,DIOR,F,A,53
2002,F,2002-10-17,JG,2,2,143,N,DIOR,F,A,47
2002,F,2002-10-17,JG,2,2,4,N,CHPE,M,A,14
2002,F,2002-10-17,JG,2,1,1,N,DISP,F,A,0
2002,F,2002-10-17,JG,2,1,22,N,DIOR,F,A,48
2002,F,2002-10-17,JG,2,1,131,N,SPSP,M,A,98
2002,F,2002-10-17,JG,2,1,143,N,DIOR,M,A,42
2002,F,2002-10-18,JG,3,3,71,N,CHPE,M,A,16
2002,F,2002-10-18,JG,3,2,23,N,DIOR,M,A,55
2002,F,2002-10-18,JG,3,2,24,N,DIOR,F,A,46
2002,F,2002-10-18,JG,3,1,3,N,DISP,M,A,130
2002,F,2002-10-18,JG,3,1,12,N,DIOR,M,A,50
2002,F,2002-10-18,JG,3,1,127,N,DIOR,M,A,48
2002,F,2002-10-18,JG,3,1,126,N,CHPE,M,A,15
2004,F,2004-10-13,JG,1,3,25,N,CHPE,F,A,20
2004,F,2004-10-13,JG,1,3,137,N,CHPE,F,A,14
2004,F,2004-10-13,JG,1,2,69,N,DIOR,M,A,59
2004,F,2004-10-13,JG,1,2,103,N,CHPE,F,A,16
2004,F,2004-10-13,JG,1,2,107,N,DIOR,F,A,58
2004,F,2004-10-13,JG,1,2,93,N,CHPE,F,A,12
2004,F,2004-10-13,JG,1,2,91,N,DISP,F,A,144
2004,F,2004-10-13,JG,1,2,89,N,DISP,M,A,171
2004,F,2004-10-13,JG,1,1,56,N,DIOR,F,A,53
2004,F,2004-10-13,JG,1,1,54,N,CHPE,F,A,15
2004,F,2004-10-13,JG,1,1,50,N,CHPE,M,A,14
2004,F,2004-10-13,JG,1,1,95,N,SPSP,M,A,90
2004,F,2004-10-13,JG,1,1,73,N,ONLE,M,A,44
2004,F,2004-10-13,JG,1,1,77,N,DIOR,F,A,69
2004,F,2004-10-14,JG,2,3,108,N,CHPE,F,A,17
2004,F,2004-10-14,JG,2,3,96,N,DIOR,F,A,62
2004,F,2004-10-14,JG,2,3,92,N,CHPE,M,A,15
2004,F,2004-10-14,JG,2,3,119,N,CHPE,M,A,17
2004,F,2004-10-14,JG,2,3,132,N,CHPE,F,A,14
2004,F,2004-10-14,JG,2,3,129,N,DIOR,M,A,71
2004,F,2004-10-14,JG,2,2,58,N,ONLE,F,A,33
2004,F,2004-10-14,JG,2,2,72,N,SPSP,M,A,82
2004,F,2004-10-14,JG,2,2,69,N,DIOR,M,A,64
2004,F,2004-10-14,JG,2,2,82,N,DIOR,F,A,63
2004,F,2004-10-14,JG,2,2,93,N,CHPE,F,A,14
2004,F,2004-10-14,JG,2,2,120,N,CHPE,M,A,14
2004,F,2004-10-14,JG,2,2,115,N,DIOR,M,A,68
2004,F,2004-10-14,JG,2,1,74,N,ONLE,M,A,42
2004,F,2004-10-14,JG,2,1,75,N,CHPE,M,A,14
2004,F,2004-10-14,JG,2,1,102,N,CHPE,F,A,14
2004,F,2004-10-14,JG,2,1,104,N,DIOR,M,A,60
2004,F,2004-10-14,JG,2,1,106,N,DIOR,M,A,53
2004,F,2004-10-14,JG,2,1,108,N,DIOR,F,A,65
2004,F,2004-10-14,JG,2,1,129,N,DIOR,M,A,59
2004,F,2004-10-14,JG,2,1,132,N,SPSP,NA,J,53
2004,F,2004-10-15,JG,3,1,107,N,CHPE,M,A,15
2004,F,2004-10-15,JG,3,1,125,N,SPSP,F,A,98
2004,F,2004-10-15,JG,3,1,144,N,SPSP,NA,J,53
2004,F,2004-10-15,JG,3,1,143,N,SPSP,NA,J,51
2004,F,2004-10-15,JG,3,1,143,N,SPSP,NA,J,53
2004,F,2004-10-15,JG,3,1,5,N,ONLE,F,A,33
2004,F,2004-10-15,JG,3,1,10,N,ONLE,F,A,31
2004,F,2004-10-15,JG,3,2,23,N,DIOR,F,A,56
2004,F,2004-10-15,JG,3,2,17,N,ONLE,F,A,36
2004,F,2004-10-15,JG,3,3,139,N,CHPE,F,A,16
2004,F,2004-10-15,JG,3,3,19,N,DIOR,F,A,60
2004,F,2004-10-13,JG,1,3,113,N,CHPE,M,A,15
2004,F,2004-10-13,JG,1,2,19,N,CHPE,F,A,16
2004,F,2004-10-13,JG,1,1,145,N,CHPE,M,A,14
2004,F,2004-10-13,JG,1,1,144,N,SPSP,NA,J,51
2004,F,2004-10-13,JG,1,1,143,N,SPSP,NA,J,53
2004,F,2004-10-13,JG,1,1,143,N,SPSP,NA,J,54
2004,F,2004-10-14,JG,2,3,22,N,CHPE,M,A,15
2004,F,2004-10-14,JG,2,2,46,N,DISP,F,A,130
