year,season,date,habitat,night,web,trap,recap,species,sex,age,weight_g
2004,F,2004-10-19,JC,1,3,61,N,DIME,F,A,47
2004,F,2004-10-19,JC,1,3,106,N,NEAL,NA,J,95
2004,F,2004-10-19,JC,1,2,24,N,DIME,F,A,47
2004,F,2004-10-19,JC,1,2,141,N,CHPE,F,A,15
2004,F,2004-10-19,JC,1,2,99,N,CHPE,M,A,14
2004,F,2004-10-19,JC,1,2,102,N,ONAR,M,A,14
2004,F,2004-10-19,JC,1,1,112,N,DIME,NA,J,23
2004,F,2004-10-19,JC,1,1,117,N,DIME,F,A,37
2004,F,2004-10-19,JC,1,1,132,N,CHPE,F,A,12
2004,F,2004-10-20,JC,2,3,51,N,CHPE,M,A,15
2004,F,2004-10-20,JC,2,3,54,N,CHPE,M,A,13
2004,F,2004-10-20,JC,2,2,20,N,DIME,NA,J,23
2004,F,2004-10-20,JC,2,2,84,N,DIME,NA,J,33
2004,F,2004-10-19,JC,1,3,19,N,DIME,F,A,47
2004,F,2004-10-19,JC,1,3,24,N,DIME,M,A,58
2004,F,2004-10-19,JC,1,3,71,N,DIME,M,A,55
2004,F,2004-10-19,JC,1,3,68,N,DIME,F,A,59
2004,F,2004-10-19,JC,1,3,73,N,CHPE,F,A,17
2004,F,2004-10-19,JC,1,2,12,N,DIME,M,A,47
2004,F,2004-10-19,JC,1,2,22,N,DIME,M,A,54
2004,F,2004-10-19,JC,1,2,132,N,DIME,M,A,48
2004,F,2004-10-19,JC,1,2,105,N,DIME,F,A,51
2004,F,2004-10-19,JC,1,2,107,N,DIME,M,A,47
2004,F,2004-10-19,JC,1,1,69,N,DIME,M,A,54
2004,F,2004-10-19,JC,1,1,80,N,CHPE,M,A,16
2004,F,2004-10-19,JC,1,1,119,N,DIME,M,A,51
2004,F,2004-10-20,JC,2,3,72,N,DIME,M,A,50
2004,F,2004-10-20,JC,2,3,93,N,DIME,M,A,55
2004,F,2004-10-20,JC,2,3,94,N,DIME,M,A,52
2004,F,2004-10-20,JC,2,3,75,N,DIME,M,A,54
2004,F,2004-10-19,JC,1,2,128,N,DIME,NA,NA,0
2004,F,2004-10-19,JC,1,3,127,N,DIME,F,A,42
2004,F,2004-10-19,JC,1,3,130,N,DIME,F,A,41
2004,F,2004-10-19,JC,1,3,144,N,DIME,M,A,47
2004,F,2004-10-19,JC,1,3,138,N,DIME,M,A,44
2004,F,2004-10-19,JC,1,2,30,N,DIME,M,A,48
2004,F,2004-10-19,JC,1,2,33,N,CHPE,F,A,13
2004,F,2004-10-19,JC,1,2,35,N,NEAL,NA,J,115
2004,F,2004-10-19,JC,1,2,48,N,NEAL,NA,A,192
2004,F,2004-10-19,JC,1,2,38,N,DIME,F,A,42
2004,F,2004-10-19,JC,1,2,37,N,CHPE,M,A,12
2004,F,2004-10-19,JC,1,1,21,N,DIME,M,A,48
2004,F,2004-10-19,JC,1,1,22,N,DIME,M,A,41
2004,F,2004-10-19,JC,1,1,143,N,DIME,F,A,39
2004,F,2004-10-20,JC,2,3,117,N,CHPE,M,A,15
2004,F,2004-10-20,JC,2,3,129,N,CHPE,M,A,16
2004,F,2004-10-20,JC,2,3,142,N,DIME,M,A,55
2004,F,2004-10-20,JC,2,3,144,N,CHPE,M,A,14
2004,F,2004-10-20,JC,2,2,33,N,CHPE,M,A,14
2004,F,2004-10-20,JC,2,2,34,N,DIME,NA,J,30
2004,F,2004-10-20,JC,2,2,7,N,DIME,M,A,37
2004,F,2004-10-20,JC,2,1,140,N,DIME,NA,J,29
2004,F,2004-10-20,JC,2,1,143,N,DIME,M,A,44
2004,F,2004-10-20,JC,2,1,12,N,DIME,NA,NA,0
2004,F,2004-10-20,JC,2,1,9,N,SPSP,NA,J,83
2004,F,2004-10-20,JC,2,1,7,N,CHPE,M,A,14
2004,F,2004-10-21,JC,3,3,138,N,DIME,NA,J,29
2004,F,2004-10-21,JC,3,3,94,N,CHPE,M,A,33
2004,F,2004-10-21,JC,3,2,99,N,ONAR,M,A,0
2004,F,2004-10-21,JC,3,2,105,N,CHPE,M,A,114
2004,F,2004-10-21,JC,3,2,144,N,DIME,F,A,36
2004,F,2004-10-21,JC,3,1,22,N,CHPE,M,A,12
2004,F,2004-10-21,JC,3,1,2,N,CHPE,F,A,11
2005,F,2005-09-28,JC,1,1,85,N,DIME,M,A,47
2005,F,2005-09-28,JC,1,1,105,N,DIME,M,A,47
2005,F,2005-09-28,JC,1,1,98,N,PELE,F,A,25
2005,F,2005-09-28,JC,1,1,66,N,DIME,M,A,35
2005,F,2005-09-28,JC,1,1,68,N,DIME,M,A,49
2005,F,2005-09-28,JC,1,1,17,N,PELE,M,A,22
2005,F,2005-09-28,JC,1,1,24,N,SPSP,NA,NA,0
2005,F,2005-09-28,JC,1,1,25,N,PGFL,M,A,7
2005,F,2005-09-28,JC,1,2,80,N,SIHI,F,A,75
2005,F,2005-09-28,JC,1,2,83,N,DIME,NA,J,24
2005,F,2005-09-28,JC,1,2,96,N,DIME,M,A,53
2005,F,2005-09-28,JC,1,2,94,N,DIME,F,A,45
2005,F,2005-09-28,JC,1,2,5,N,DIME,F,A,32
2005,F,2005-09-28,JC,1,2,7,N,DIME,F,A,44
2005,F,2005-09-28,JC,1,2,24,N,DIME,M,A,48
2005,F,2005-09-28,JC,1,3,70,N,DIME,F,A,60
2005,F,2005-09-28,JC,1,3,62,N,PGFL,NA,NA,0
2005,F,2005-09-28,JC,1,3,23,N,SIHI,M,A,84
2005,F,2005-09-28,JC,1,3,31,N,DIME,M,A,54
2005,F,2005-09-28,JC,1,3,15,N,DIME,F,A,41
2005,F,2005-09-29,JC,2,3,144,N,DIME,M,A,54
2005,F,2005-09-29,JC,2,3,142,N,PGFL,M,A,7
2005,F,2005-09-29,JC,2,3,133,N,PGFL,F,A,8
2005,F,2005-09-29,JC,2,3,32,N,CHPE,M,A,16
2005,F,2005-09-29,JC,2,3,34,N,DIME,M,A,52
2005,F,2005-09-29,JC,2,3,45,N,CHPE,F,A,17
2005,F,2005-09-29,JC,2,3,41,N,PELE,F,A,23
2005,F,2005-09-29,JC,2,2,80,N,SIHI,M,A,110
2005,F,2005-09-29,JC,2,2,88,N,NEAL,F,A,140
2005,F,2005-09-29,JC,2,2,125,N,DIME,M,A,61
2005,F,2005-09-29,JC,2,2,126,N,ONAR,M,A,20
2005,F,2005-09-29,JC,2,2,129,N,PELE,NA,J,16
2005,F,2005-09-29,JC,2,1,63,N,CHPE,M,A,16
2005,F,2005-09-29,JC,2,1,112,N,DIME,NA,J,33
2005,F,2005-09-30,JC,3,1,132,N,DIME,F,A,47
2005,F,2005-09-30,JC,3,2,91,N,ONAR,M,A,20
2005,F,2005-09-30,JC,3,2,48,N,SIHI,NA,J,22
2005,F,2005-09-30,JC,3,3,60,N,DIME,F,A,38
2005,F,2005-09-30,JC,3,3,70,N,PGFL,F,A,12
2005,F,2005-09-30,JC,3,3,67,N,DIME,M,A,38
2005,F,2005-09-30,JC,3,3,1,N,DIME,M,A,48
2005,F,2005-09-30,JC,3,3,6,N,ONAR,F,A,19
2005,F,2005-09-30,JC,3,3,8,N,NEAL,F,A,185
2005,F,2005-09-30,JC,3,3,9,N,PGFL,F,A,8
2005,F,2005-09-28,JC,1,1,37,N,DIME,M,A,30
2005,F,2005-09-28,JC,1,1,43,N,PGFL,M,A,6
2005,F,2005-09-28,JC,1,1,58,N,DIME,M,A,53
2005,F,2005-09-28,JC,1,1,56,N,PGFL,M,A,6
2005,F,2005-09-28,JC,1,1,54,N,DIME,M,A,42
2005,F,2005-09-28,JC,1,1,50,N,PELE,M,A,21
2005,F,2005-09-28,JC,1,2,50,N,DIME,M,A,42
2005,F,2005-09-28,JC,1,2,70,N,DIME,M,A,39
2005,F,2005-09-28,JC,1,2,69,N,DIME,F,A,51
2005,F,2005-09-28,JC,1,2,28,N,PELE,NA,J,15
2005,F,2005-09-28,JC,1,2,31,N,DIME,F,A,49
2005,F,2005-09-28,JC,1,2,48,N,SIHI,F,A,85
2005,F,2005-09-28,JC,1,2,42,N,DIME,M,A,49
2005,F,2005-09-28,JC,1,2,39,N,DIME,NA,NA,0
2005,F,2005-09-28,JC,1,3,94,N,DIME,M,A,47
2005,F,2005-09-28,JC,1,3,129,N,DIME,M,A,40
2005,F,2005-09-28,JC,1,3,130,N,DIME,M,A,42
2005,F,2005-09-28,JC,1,3,143,N,DIME,M,A,44
2005,F,2005-09-28,JC,1,3,140,N,CHPE,M,A,14
2005,F,2005-09-28,JC,1,3,139,N,DIME,F,A,47
2005,F,2005-09-28,JC,1,3,135,N,NEAL,M,A,155
2005,F,2005-09-29,JC,2,3,23,N,DIME,M,A,48
2005,F,2005-09-29,JC,2,3,75,N,CHPE,M,A,12
2005,F,2005-09-29,JC,2,3,82,N,CHPE,M,A,12
2005,F,2005-09-29,JC,2,3,83,N,DIME,M,A,40
2005,F,2005-09-29,JC,2,3,92,N,SIHI,NA,NA,0
2005,F,2005-09-29,JC,2,3,37,N,DIME,M,A,38
2005,F,2005-09-29,JC,2,2,32,N,CHPE,M,A,11
2005,F,2005-09-29,JC,2,2,97,N,PGFL,F,A,8
2005,F,2005-09-29,JC,2,2,106,N,PGFL,F,A,7
2005,F,2005-09-29,JC,2,2,118,N,DIME,F,A,50
2005,F,2005-09-29,JC,2,2,109,N,PGFL,M,A,6
2005,F,2005-09-29,JC,2,2,138,N,PGFL,M,A,7
2005,F,2005-09-29,JC,2,2,15,N,DIME,M,A,39
2005,F,2005-09-29,JC,2,1,21,N,SIHI,M,A,80
2005,F,2005-09-29,JC,2,1,34,N,DIME,M,A,49
2005,F,2005-09-29,JC,2,1,32,N,DIME,M,A,38
2005,F,2005-09-29,JC,2,1,135,N,CHPE,NA,J,5
2005,F,2005-09-29,JC,2,1,138,N,SIHI,NA,NA,0
2005,F,2005-09-30,JC,3,1,38,N,ONAR,F,A,29
2005,F,2005-09-30,JC,3,1,41,N,PGFL,M,A,7
2005,F,2005-09-30,JC,3,1,45,N,DIME,NA,NA,0
2005,F,2005-09-30,JC,3,1,48,N,DIME,M,A,40
2005,F,2005-09-30,JC,3,1,20,N,PGFL,M,A,8
2005,F,2005-09-30,JC,3,2,54,N,DIME,NA,NA,0
2005,F,2005-09-30,JC,3,2,70,N,DIME,M,A,49
2005,F,2005-09-30,JC,3,3,93,N,DIME,NA,J,22
2005,F,2005-09-30,JC,3,3,136,N,NEAL,M,A,140
2005,F,2005-09-28,JC,1,1,115,N,DIME,F,A,45
2005,F,2005-09-28,JC,1,1,132,N,PGFL,F,A,6
2005,F,2005-09-28,JC,1,1,122,N,DIME,M,A,49
2005,F,2005-09-28,JC,1,1,138,N,SIHI,NA,NA,0
2005,F,2005-09-28,JC,1,1,140,N,DIME,F,A,44
2005,F,2005-09-28,JC,1,1,53,N,DIME,M,A,49
2005,F,2005-09-28,JC,1,2,99,N,CHPE,M,A,15
2005,F,2005-09-28,JC,1,2,100,N,DIME,M,A,51
2005,F,2005-09-28,JC,1,2,105,N,DIME,F,A,50
2005,F,2005-09-28,JC,1,2,112,N,ONAR,F,A,30
2005,F,2005-09-28,JC,1,2,110,N,DIME,M,A,0
2005,F,2005-09-28,JC,1,3,0,N,SIHI,NA,NA,0
2005,F,2005-09-28,JC,1,3,0,N,SIHI,NA,NA,0
2005,F,2005-09-28,JC,1,3,0,N,SIHI,NA,NA,0
2005,F,2005-09-28,JC,1,3,0,N,CHPE,NA,NA,0
2005,F,2005-09-28,JC,1,3,0,N,DIME,NA,NA,0
2005,F,2005-09-29,JC,2,3,102,N,SIHI,M,A,0
2005,F,2005-09-29,JC,2,3,105,N,SIHI,NA,NA,0
2005,F,2005-09-29,JC,2,3,108,N,SIHI,M,A,120
2005,F,2005-09-29,JC,2,3,54,N,CHPE,M,A,12
2005,F,2005-09-29,JC,2,2,56,N,PGFL,M,A,5
2005,F,2005-09-29,JC,2,2,68,N,CHPE,M,A,15
2005,F,2005-09-29,JC,2,2,10,N,CHPE,M,A,12
2005,F,2005-09-29,JC,2,2,16,N,PGFL,F,A,6
2005,F,2005-09-29,JC,2,1,90,N,NEAL,M,A,124
2005,F,2005-09-29,JC,2,1,91,N,PGFL,M,A,5
2005,F,2005-09-29,JC,2,1,96,N,CHPE,M,A,14
2005,F,2005-09-30,JC,3,1,62,N,CHPE,M,A,14
2005,F,2005-09-30,JC,3,1,66,N,DIOR,M,A,54
2005,F,2005-09-30,JC,3,1,138,N,SIHI,NA,J,64
2005,F,2005-09-30,JC,3,1,8,N,DIME,M,A,34
2005,F,2005-09-30,JC,3,2,102,N,PGFL,F,A,8
2005,F,2005-09-30,JC,3,2,124,N,ONAR,NA,J,11
2005,F,2005-09-30,JC,3,2,36,N,SPSP,F,A,108
2005,F,2005-09-30,JC,3,2,129,N,SIHI,NA,J,42
2005,F,2005-09-30,JC,3,2,132,N,DIME,M,A,42
2005,F,2005-09-30,JC,3,3,104,N,SIHI,M,A,126
2005,F,2005-09-30,JC,3,3,105,N,SIHI,M,A,128
2005,F,2005-09-30,JC,3,3,107,N,SIHI,M,A,76
2005,F,2005-09-30,JC,3,3,108,N,SIHI,F,A,108
2005,F,2005-09-30,JC,3,3,126,N,DIME,M,A,50
2005,F,2005-09-30,JC,3,3,115,N,PGFL,M,A,9
2005,F,2005-09-30,JC,3,3,36,N,DIME,M,A,42
2005,F,2005-09-30,JC,3,3,46,N,SPSP,M,A,105
2003,F,2003-10-24,JC,3,3,104,N,PGFL,M,A,11
2003,F,2003-10-24,JC,3,3,106,N,DIME,M,A,40
2003,F,2003-10-24,JC,3,3,92,N,PGFL,M,A,6
2003,F,2003-10-24,JC,3,3,90,N,PGFL,M,A,10
2003,F,2003-10-24,JC,3,2,32,N,DIME,M,A,36
2003,F,2003-10-22,JC,1,1,70,N,DIME,M,A,42
2003,F,2003-10-22,JC,1,1,53,N,DIME,M,A,41
2003,F,2003-10-22,JC,1,1,24,N,DIME,F,A,44
2003,F,2003-10-22,JC,1,1,36,N,DIME,M,A,42
2003,F,2003-10-22,JC,1,1,8,N,DIME,M,A,38
2003,F,2003-10-22,JC,1,2,16,N,DIME,F,A,40
2003,F,2003-10-22,JC,1,2,134,N,DIME,F,A,39
2003,F,2003-10-22,JC,1,2,9,N,DIME,F,A,43
2003,F,2003-10-22,JC,1,2,72,N,DIME,F,A,43
2003,F,2003-10-22,JC,1,2,84,N,DIME,M,A,37
2003,F,2003-10-22,JC,1,2,83,N,DIME,M,A,43
2003,F,2003-10-22,JC,1,2,18,N,DIME,F,A,43
2003,F,2003-10-22,JC,1,2,79,N,PELE,F,A,12
2003,F,2003-10-22,JC,1,3,106,N,DIME,M,A,45
2003,F,2003-10-22,JC,1,3,102,N,PGFL,F,A,6
2003,F,2003-10-22,JC,1,3,23,N,DIME,F,A,35
2003,F,2003-10-22,JC,1,3,19,N,DIME,F,A,40
2003,F,2003-10-22,JC,1,3,72,N,DIME,M,A,47
2003,F,2003-10-22,JC,1,1,83,N,DIME,M,A,45
2003,F,2003-10-22,JC,1,1,82,N,DIME,M,A,40
2003,F,2003-10-22,JC,1,1,95,N,DIME,M,A,43
2003,F,2003-10-22,JC,1,1,103,N,DIME,F,A,42
2003,F,2003-10-22,JC,1,1,102,N,DIME,M,A,45
2003,F,2003-10-22,JC,1,1,119,N,DIME,M,A,39
2003,F,2003-10-22,JC,1,1,120,N,DIME,F,A,39
2003,F,2003-10-22,JC,1,1,132,N,DIME,F,A,42
2003,F,2003-10-22,JC,1,1,142,N,DIME,F,A,33
2003,F,2003-10-22,JC,1,2,34,N,DIME,M,A,44
2003,F,2003-10-22,JC,1,2,33,N,DIME,M,A,40
2003,F,2003-10-22,JC,1,2,32,N,DIME,M,A,40
2003,F,2003-10-22,JC,1,2,131,N,DIME,F,A,37
2003,F,2003-10-22,JC,1,2,132,N,DIME,F,A,40
2003,F,2003-10-22,JC,1,2,102,N,CHPE,M,A,15
2003,F,2003-10-22,JC,1,2,106,N,DIME,F,A,39
2003,F,2003-10-22,JC,1,2,48,N,DIME,F,A,40
2003,F,2003-10-22,JC,1,2,47,N,DIOR,F,A,44
2003,F,2003-10-22,JC,1,2,42,N,DIME,M,A,44
2003,F,2003-10-22,JC,1,2,40,N,CHPE,M,A,16
2003,F,2003-10-22,JC,1,2,75,N,DIME,M,A,38
2003,F,2003-10-22,JC,1,2,78,N,DIME,M,A,39
2003,F,2003-10-22,JC,1,3,119,N,DIME,F,A,34
2003,F,2003-10-22,JC,1,3,128,N,DIME,M,A,41
2003,F,2003-10-22,JC,1,3,131,N,DIME,M,A,38
2003,F,2003-10-22,JC,1,3,143,N,DIME,F,A,40
2003,F,2003-10-22,JC,1,3,142,N,DIME,F,A,35
2003,F,2003-10-22,JC,1,3,141,N,DIME,M,A,45
2003,F,2003-10-22,JC,1,3,137,N,DIME,M,A,45
2003,F,2003-10-22,JC,1,3,34,N,DIME,M,A,41
2003,F,2003-10-22,JC,1,3,43,N,DIME,M,A,41
2003,F,2003-10-22,JC,1,3,59,N,DIME,M,A,39
2003,F,2003-10-22,JC,1,3,92,N,DIME,F,A,42
2003,F,2003-10-22,JC,1,3,90,N,DIME,M,A,39
2003,F,2003-10-23,JC,2,1,70,N,DIME,F,A,37
2003,F,2003-10-23,JC,2,1,96,N,DIME,M,A,42
2003,F,2003-10-23,JC,2,1,105,N,DIME,M,A,34
2003,F,2003-10-23,JC,2,1,24,N,ONAR,F,A,16
2003,F,2003-10-23,JC,2,1,22,N,PGFL,M,A,9
2003,F,2003-10-23,JC,2,1,32,N,DIME,F,A,55
2003,F,2003-10-23,JC,2,1,46,N,DIME,F,A,41
2003,F,2003-10-23,JC,2,1,44,N,DIME,F,A,36
2003,F,2003-10-23,JC,2,1,43,N,PGFL,M,A,8
2003,F,2003-10-23,JC,2,2,12,N,DIME,M,A,36
2003,F,2003-10-23,JC,2,2,7,N,DIME,M,A,40
2003,F,2003-10-23,JC,2,2,48,N,DIME,M,A,50
2003,F,2003-10-23,JC,2,2,57,N,DIME,M,A,47
2003,F,2003-10-23,JC,2,2,93,N,CHPE,M,A,14
2003,F,2003-10-23,JC,2,2,96,N,DIME,M,A,46
2003,F,2003-10-23,JC,2,2,103,N,DIME,M,A,46
2003,F,2003-10-23,JC,2,2,120,N,DIME,F,A,40
2003,F,2003-10-23,JC,2,3,122,N,CHPE,M,A,16
2003,F,2003-10-23,JC,2,3,11,N,DIME,M,A,41
2003,F,2003-10-23,JC,2,3,35,N,DIME,M,A,40
2003,F,2003-10-23,JC,2,3,70,N,DIME,F,A,42
2003,F,2003-10-23,JC,2,3,82,N,DIME,F,A,43
2003,F,2003-10-23,JC,2,3,90,N,PELE,M,A,15
2003,F,2003-10-24,JC,3,3,120,N,DIME,M,A,43
2003,F,2003-10-24,JC,3,3,69,N,DIME,F,A,37
2003,F,2003-10-24,JC,3,3,34,N,DIME,M,A,44
2003,F,2003-10-24,JC,3,2,70,N,PGFL,M,A,15
2003,F,2003-10-24,JC,3,2,139,N,DIME,M,A,43
2003,F,2003-10-24,JC,3,2,43,N,CHPE,F,A,14
2003,F,2003-10-24,JC,3,2,47,N,DIME,M,A,46
2003,F,2003-10-24,JC,3,1,143,N,DIME,F,A,36
2003,F,2003-10-24,JC,3,1,139,N,DIME,M,A,50
2003,F,2003-10-24,JC,3,1,82,N,DIME,M,A,46
1995,S,1995-04-04,JC,1,1,69,N,DIME,M,A,59
1995,S,1995-04-04,JC,1,1,7,N,REME,F,A,16
1995,S,1995-04-04,JC,1,1,31,N,REME,M,A,15
1995,S,1995-04-04,JC,1,1,53,N,DIME,NA,NA,0
1995,S,1995-04-04,JC,1,1,96,N,DIME,M,A,45
1995,S,1995-04-04,JC,1,1,115,N,REME,F,A,15
1995,S,1995-04-04,JC,1,1,117,N,DIME,F,A,56
1995,S,1995-04-04,JC,1,2,22,N,REME,F,A,15
1995,S,1995-04-04,JC,1,2,30,N,NEAL,M,A,261
1995,S,1995-04-04,JC,1,2,36,N,ONAR,F,A,31
1995,S,1995-04-04,JC,1,2,40,N,DIME,F,A,52
1995,S,1995-04-04,JC,1,2,78,N,DIME,M,A,46
1995,S,1995-04-04,JC,1,2,79,N,REME,M,A,16
1995,S,1995-04-04,JC,1,2,92,N,DIME,F,A,42
1995,S,1995-04-04,JC,1,2,96,N,DIME,F,A,45
1995,S,1995-04-04,JC,1,2,136,N,REME,F,A,15
1995,S,1995-04-04,JC,1,2,141,N,DIME,M,A,50
1995,S,1995-04-04,JC,1,2,145,N,DIME,M,A,54
1995,S,1995-04-04,JC,1,3,24,N,REME,M,A,13
1995,S,1995-04-04,JC,1,3,44,N,SIHI,F,A,113
1995,S,1995-04-04,JC,1,3,112,N,DIME,M,A,45
1995,S,1995-04-05,JC,2,1,23,N,REME,F,A,12
1995,S,1995-04-05,JC,2,1,31,N,PELE,F,A,23
1995,S,1995-04-05,JC,2,1,44,N,DIME,F,A,43
1995,S,1995-04-05,JC,2,1,51,N,PELE,F,A,20
1995,S,1995-04-05,JC,2,1,87,N,DIME,F,A,40
1995,S,1995-04-05,JC,2,1,112,N,DIME,F,A,48
1995,S,1995-04-05,JC,2,1,138,N,REME,F,A,11
1995,S,1995-04-05,JC,2,2,6,N,NEAL,F,A,246
1995,S,1995-04-05,JC,2,2,15,N,DIME,M,A,52
1995,S,1995-04-05,JC,2,2,24,N,DIME,M,A,48
1995,S,1995-04-05,JC,2,2,40,N,DIME,M,A,52
1995,S,1995-04-05,JC,2,2,56,N,PELE,F,A,36
1995,S,1995-04-05,JC,2,2,82,N,NEAL,NA,J,61
1995,S,1995-04-05,JC,2,2,101,N,DIME,M,A,49
1995,S,1995-04-05,JC,2,3,16,N,DIME,NA,J,29
1995,S,1995-04-05,JC,2,3,39,N,REME,M,A,12
1995,S,1995-04-05,JC,2,3,83,N,ONAR,F,A,27
1995,S,1995-04-05,JC,2,3,120,N,SIHI,M,A,135
1995,S,1995-04-05,JC,2,3,135,N,NEAL,F,A,153
1995,S,1995-04-06,JC,3,1,45,N,REME,M,A,14
1995,S,1995-04-06,JC,3,1,96,N,DIME,F,A,0
1995,S,1995-04-06,JC,3,2,82,N,NEAL,NA,J,71
1995,S,1995-04-06,JC,3,2,107,N,REME,F,A,15
1995,S,1995-04-06,JC,3,2,115,N,ONAR,F,A,27
1995,S,1995-04-06,JC,3,3,36,N,SIHI,F,A,100
1995,S,1995-04-06,JC,3,3,66,N,DIME,M,A,43
1995,S,1995-04-06,JC,3,3,81,N,REME,NA,J,5
1995,S,1995-04-06,JC,3,3,106,N,REME,F,A,15
1995,S,1995-04-06,JC,3,3,119,N,NEAL,F,A,215
1995,S,1995-04-06,JC,3,3,128,N,DIME,M,A,50
1996,S,1996-04-09,JC,1,1,7,N,DIME,F,A,36
1996,S,1996-04-09,JC,1,1,19,N,DIME,F,A,40
1996,S,1996-04-09,JC,1,1,31,N,NEAL,NA,J,120
1996,S,1996-04-09,JC,1,1,50,N,REME,F,A,9
1996,S,1996-04-09,JC,1,1,52,N,DIME,F,A,39
1996,S,1996-04-09,JC,1,1,53,N,ONAR,F,A,16
1996,S,1996-04-09,JC,1,1,71,N,ONAR,M,A,20
1996,S,1996-04-09,JC,1,1,83,N,DIME,F,A,41
1996,S,1996-04-09,JC,1,1,84,N,DIME,F,A,41
1996,S,1996-04-09,JC,1,1,100,N,ONAR,M,A,18
1996,S,1996-04-09,JC,1,1,106,N,DIME,M,A,44
1996,S,1996-04-09,JC,1,1,129,N,DIME,M,A,46
1996,S,1996-04-09,JC,1,1,132,N,DIME,M,A,40
1996,S,1996-04-09,JC,1,2,3,N,NEAL,F,A,140
1996,S,1996-04-09,JC,1,2,4,N,NEAL,NA,J,51
1996,S,1996-04-09,JC,1,2,6,N,NEAL,M,A,185
1996,S,1996-04-09,JC,1,2,14,N,PELE,M,A,23
1996,S,1996-04-09,JC,1,2,22,N,DIME,M,A,50
1996,S,1996-04-09,JC,1,2,44,N,DIME,M,A,46
1996,S,1996-04-09,JC,1,2,47,N,DIME,F,A,38
1996,S,1996-04-09,JC,1,2,48,N,DIME,M,A,46
1996,S,1996-04-09,JC,1,2,56,N,DIME,F,A,39
1996,S,1996-04-09,JC,1,2,60,N,DIME,M,A,42
1996,S,1996-04-09,JC,1,2,66,N,ONAR,F,A,20
1996,S,1996-04-09,JC,1,2,69,N,DIME,F,A,41
1996,S,1996-04-09,JC,1,2,72,N,ONAR,F,A,15
1996,S,1996-04-09,JC,1,2,83,N,ONAR,M,A,22
1996,S,1996-04-09,JC,1,2,95,N,DIME,F,A,42
1996,S,1996-04-09,JC,1,2,96,N,DIME,M,A,48
1996,S,1996-04-09,JC,1,2,99,N,NEAL,NA,J,45
1996,S,1996-04-09,JC,1,2,100,N,ONAR,F,A,18
1996,S,1996-04-09,JC,1,2,101,N,PELE,F,A,25
1996,S,1996-04-09,JC,1,2,102,N,PELE,F,A,17
1996,S,1996-04-09,JC,1,2,116,N,PELE,F,A,18
1996,S,1996-04-09,JC,1,2,120,N,NEAL,M,A,142
1996,S,1996-04-09,JC,1,2,125,N,DIME,F,A,38
1996,S,1996-04-09,JC,1,2,132,N,DIME,F,A,39
1996,S,1996-04-09,JC,1,2,137,N,DIME,M,A,47
1996,S,1996-04-09,JC,1,2,138,N,ONAR,M,A,15
1996,S,1996-04-09,JC,1,3,4,N,ONAR,F,A,0
1996,S,1996-04-09,JC,1,3,5,N,ONAR,M,A,20
1996,S,1996-04-09,JC,1,3,9,N,DIME,M,A,40
1996,S,1996-04-09,JC,1,3,11,N,NEAL,F,A,148
1996,S,1996-04-09,JC,1,3,12,N,DIME,M,A,43
1996,S,1996-04-09,JC,1,3,17,N,DIME,M,A,46
1996,S,1996-04-09,JC,1,3,22,N,DIME,M,A,46
1996,S,1996-04-09,JC,1,3,23,N,DIME,M,A,43
1996,S,1996-04-09,JC,1,3,35,N,DIME,M,A,43
1996,S,1996-04-09,JC,1,3,45,N,DIOR,M,A,44
1996,S,1996-04-09,JC,1,3,48,N,DIME,M,A,46
1996,S,1996-04-09,JC,1,3,54,N,DIME,M,A,41
1996,S,1996-04-09,JC,1,3,57,N,NEAL,NA,J,130
1996,S,1996-04-09,JC,1,3,59,N,DIME,M,A,38
1996,S,1996-04-09,JC,1,3,60,N,DIME,M,A,42
1996,S,1996-04-09,JC,1,3,61,N,ONAR,M,A,18
1996,S,1996-04-09,JC,1,3,70,N,DIME,M,A,47
1996,S,1996-04-09,JC,1,3,72,N,DIME,F,A,37
1996,S,1996-04-09,JC,1,3,75,N,DIME,M,A,36
1996,S,1996-04-09,JC,1,3,84,N,DIME,F,A,34
1996,S,1996-04-09,JC,1,3,96,N,DIME,M,A,39
1996,S,1996-04-09,JC,1,3,99,N,REME,F,A,10
1996,S,1996-04-09,JC,1,3,104,N,DIME,M,A,45
1996,S,1996-04-09,JC,1,3,107,N,NEAL,F,A,182
1996,S,1996-04-09,JC,1,3,128,N,DIME,M,A,40
1996,S,1996-04-09,JC,1,3,130,N,CHPE,M,A,15
1996,S,1996-04-09,JC,1,3,132,N,DIME,F,A,41
1996,S,1996-04-09,JC,1,3,135,N,NEAL,NA,J,132
1996,S,1996-04-09,JC,1,3,137,N,ONAR,F,A,20
1996,S,1996-04-09,JC,1,3,144,N,DIME,M,A,44
1996,S,1996-04-10,JC,2,1,83,N,ONAR,F,A,23
1996,S,1996-04-10,JC,2,1,84,N,DIME,M,A,47
1996,S,1996-04-10,JC,2,2,24,N,ONAR,F,A,22
1996,S,1996-04-10,JC,2,2,34,N,DIME,M,A,47
1996,S,1996-04-10,JC,2,2,58,N,DIME,F,A,39
1996,S,1996-04-10,JC,2,2,82,N,NEAL,F,A,160
1996,S,1996-04-10,JC,2,2,94,N,DIME,F,A,43
1996,S,1996-04-10,JC,2,2,103,N,CHPE,M,A,15
