year,species,biomass_g
1989,arenicola,0.7385764033460767
1989,boylii,0.01729087609305395
1989,eremicus,0.09302848575712144
1989,leucopus,0.01768179425796703
1989,maniculatus,0.01406417624521073
1989,megalotis,0.14891443167305235
1989,merriami,8.139440084263951
1989,ordii,2.7273742202399545
1989,spectabilis,5.2225435959787
1990,arenicola,0.26260494341193835
1990,eremicus,0.031009495252373814
1990,merriami,4.101765081833802
1990,ordii,2.092232278540239
1990,spectabilis,3.2640897474866875
1991,arenicola,0.24619213444869223
1991,eremicus,0.04651424287856072
1991,flavus,0.4181916700765044
1991,leucodon,7.4182361804684485
1991,leucogaster,0.9225446014144175
1991,leucopus,1.7681794257967027
1991,maniculatus,0.05625670498084292
1991,megalotis,0.07007737961084817
1991,merriami,14.804808342243879
1991,micropus,0.4673666151998628
1991,ordii,6.9492000680086505
1991,spectabilis,5.8753615454760375
1992,arenicola,1.4115015708391687
1992,boylii,0.0691635043722158
1992,eremicus,0.37211394302848577
1992,flavus,0.6454697516398219
1992,hispidus,0.055019157088122606
1992,leucodon,20.45313689757729
1992,leucogaster,0.7610992961668945
1992,leucopus,1.273089186573626
1992,maniculatus,0.04219252873563219
1992,megalotis,0.21899181128390052
1992,merriami,18.457942868252108
1992,micropus,0.8178915765997598
1992,ordii,4.856967789468412
1992,spectabilis,7.274257151541761
1993,arenicola,1.5428040425451377
1993,boylii,1.1066160699554528
1993,eremicus,0.2015617191404298
1993,flavus,0.4181916700765044
1993,hispidus,0.3851340996168582
1993,leucodon,29.778919524451915
1993,leucogaster,1.4299441321923472
1993,leucopus,3.09431399514423
1993,maniculatus,0.01406417624521073
1993,megalotis,0.5080610021786492
1993,merriami,15.862294652404154
1993,micropus,1.6357831531995195
1993,ordii,10.236993648571884
1993,spectabilis,9.419230414175871
1994,arenicola,0.4595586509708921
1994,boylii,0.25936314139580924
1994,eremicus,0.031009495252373814
1994,flavus,0.5091029027018313
1994,hispidus,0.055019157088122606
1994,leucodon,16.214144794452466
1994,leucogaster,0.6227176059547319
1994,leucopus,0.5481356219969779
1994,maniculatus,0.02812835249042146
1994,megalotis,0.008759672451356022
1994,merriami,13.619141873276295
1994,micropus,1.6357831531995195
1994,ordii,9.938103323066136
1994,spectabilis,7.3675168586128095
1995,arenicola,0.7549892123093228
1995,boylii,0.1383270087444316
1995,eremicus,0.37211394302848577
1995,flavus,0.8091099703654107
1995,leucodon,16.84999360992119
1995,leucogaster,1.4760713622630681
1995,leucopus,0.601181004770879
1995,megalotis,0.34162722560288483
1995,merriami,19.835879575430653
1995,micropus,0.4673666151998628
1995,ordii,10.31171622994832
1995,spectabilis,12.403541040449412
1996,arenicola,0.1805408985957076
1996,boylii,0.24207226530275527
1996,flavus,0.67274312142742
1996,leucodon,4.450941708281069
1996,leucogaster,0.36901784056576703
1996,leucopus,0.12377255980576919
1996,megalotis,0.017519344902712043
1996,merriami,6.473098019768969
1996,micropus,0.8178915765997598
1996,ordii,1.6065354995933978
1996,spectabilis,4.3832062323392655
1997,arenicola,1.0832453915742457
1997,boylii,0.0691635043722158
1997,eremicus,0.4031234382808596
1997,flavus,1.4636708452677654
1997,hispidus,0.055019157088122606
1997,leucodon,16.74401880734307
1997,leucogaster,0.9225446014144175
1997,leucopus,0.6895899760607141
1997,megalotis,0.14891443167305235
1997,merriami,21.950852195751207
1997,micropus,0.5842082689998285
1997,ordii,10.274354939260103
1997,spectabilis,7.3675168586128095
1998,arenicola,0.7714020212725688
1998,boylii,2.9221580597261174
1998,eremicus,0.3566091954022989
1998,flavus,0.36364493050130814
1998,hispidus,0.11003831417624521
1998,leucodon,28.825146301248825
1998,leucogaster,1.153180751768022
1998,leucopus,2.157178899471978
1998,maniculatus,0.02812835249042146
1998,megalotis,0.1313950867703403
1998,merriami,17.368411518390005
1998,micropus,0.4673666151998628
1998,ordii,9.078793637237109
1998,spectabilis,7.087737737399665
1999,arenicola,0.3610817971914152
1999,boylii,0.6570532915360501
1999,eremicus,0.031009495252373814
1999,flavus,0.009091123262532703
1999,leucodon,6.6764125624216035
1999,leucogaster,0.16144530524752307
1999,leucopus,0.618862799028846
1999,megalotis,0.008759672451356022
1999,merriami,6.441052980067142
1999,micropus,1.4020998455995883
1999,ordii,1.2702838833994308
1999,spectabilis,5.8753615454760375
2000,arenicola,0.39390741511790756
2000,boylii,0.345817521861079
2000,eremicus,0.06201899050474763
2000,leucodon,3.7091180902342242
2000,leucogaster,0.02306361503536044
2000,leucopus,0.10609076554780217
2000,megalotis,0.008759672451356022
2000,merriami,6.921728575594541
2000,micropus,1.0515748841996913
2000,ordii,1.5691742089051792
2000,spectabilis,6.061880959618134
2001,arenicola,0.049238426889738444
2001,boylii,0.0345817521861079
2001,flavus,0.09091123262532703
2001,leucodon,1.377672433515569
2001,leucogaster,0.20757253531824396
2001,leucopus,0.03536358851593406
2001,megalotis,0.026279017354068065
2001,merriami,3.140413890779005
2001,ordii,0.8593096858290268
2001,spectabilis,3.3573494545577356
2002,arenicola,0.3118433703016768
2002,boylii,0.12103613265137764
2002,eremicus,0.031009495252373814
2002,flavus,0.09091123262532703
2002,leucodon,0.5298740128906034
2002,leucogaster,0.16144530524752307
2002,leucopus,0.01768179425796703
2002,megalotis,0.026279017354068065
2002,merriami,4.6785757964666805
2002,micropus,0.1168416537999657
2002,ordii,0.8219483951408081
2002,spectabilis,3.5438688686998323
2003,arenicola,1.1817222453537226
2003,boylii,0.3112357696749711
2003,eremicus,0.37211394302848577
2003,flavus,0.07272898610026163
2003,leucodon,0.6358488154687242
2003,leucogaster,0.2536997653889648
2003,leucopus,0.08840897128983514
2003,megalotis,0.1226354143189843
2003,merriami,9.132836315020574
2003,micropus,0.3505249613998971
2003,ordii,2.166954859916676
2003,spectabilis,5.315803303049749
2004,arenicola,0.6893379764563382
2004,boylii,0.12103613265137764
2004,eremicus,0.015504747626186907
2004,flavus,0.04545561631266352
2004,leucodon,1.2716976309374484
2004,leucogaster,0.09225446014144176
2004,merriami,4.550395637659374
2004,micropus,0.3505249613998971
2004,ordii,0.3736129068821855
