year,night,web,recap,species,mass_g
1994,1,3,n,NEAL,142
1994,1,3,n,NEAL,171
1994,1,3,n,DIME,38.7
1994,1,3,n,DIME,50.2
1994,1,3,n,DIOR,45.9
1994,1,3,n,NEAL,183
1994,1,3,n,NEAL,167
1994,1,3,n,DIOR,50.6
1994,1,3,n,DIOR,39.9
1994,1,3,n,ONLE,13.5
1994,1,3,n,DIOR,55.7
1994,1,3,n,DIOR,54.7
1994,1,3,n,DIOR,53.9
1994,1,3,n,DIOR,49.9
1994,1,3,n,DIME,38.4
1994,1,3,n,DIOR,46.8
1994,1,3,n,NEAL,84.4
1994,1,3,n,DIOR,47.9
1994,1,4,n,DIOR,30
1994,1,4,n,DIME,33
1994,1,4,n,DIOR,45
1994,1,4,n,ONAR,25
1994,1,4,n,DIOR,50
1994,1,4,n,NEAL,170
1994,1,4,n,DIOR,53
1994,1,4,n,DIOR,48
1994,1,4,n,NEAL,100
1994,1,4,n,DIOR,46
1994,1,4,n,DIOR,38
1994,1,4,n,DIME,42
1994,1,4,n,DIOR,52
1994,1,4,n,NEAL,152
1994,1,4,n,DIOR,43
1994,1,4,n,DIOR,51
1994,1,4,n,DIME,32
1994,1,4,n,NEAL,170
1994,1,4,n,DIME,43
1994,1,4,n,NEAL,102
1994,1,4,n,DIOR,43
1994,1,4,n,DIME,50
1994,1,4,n,DIME,32
1994,1,4,n,DIOR,44
1994,1,4,n,DIOR,54
1994,1,4,n,DIOR,47
1994,1,4,n,DIOR,50
1994,1,4,n,DIME,39
1994,1,4,n,NEAL,160
1994,1,4,n,DIOR,55
1994,1,4,n,NEAL,36
1994,1,4,n,DIME,30
1994,1,4,n,NEAL,187
1994,1,4,n,DIOR,57
1994,1,4,n,DIOR,51
1994,1,4,n,DIOR,51
1994,1,4,n,DIME,49
1994,1,4,n,DIOR,57
1994,1,5,n,DIOR,55
1994,1,5,n,DIME,NA
1994,1,5,n,DIOR,49
1994,1,5,n,DIOR,56
1994,1,5,n,DIOR,40
1994,1,5,n,DIOR,46
1994,1,5,n,DIOR,45
1994,1,5,n,DIOR,46
1994,1,5,n,DIOR,NA
1994,1,5,n,DIOR,39
1994,1,5,n,DIOR,52
1994,1,5,n,PETR,25
1994,1,5,n,DIOR,47
1994,1,5,n,DIOR,44
1994,1,5,n,DIOR,NA
1994,1,5,n,DIOR,45
1994,1,5,n,DIOR,45
1994,1,5,n,DIOR,60
1994,1,5,n,ONLE,29
1994,1,5,n,DIOR,31
1994,1,5,n,DIOR,46
1994,1,5,n,DIOR,37
1994,1,5,n,DIOR,55
1994,1,5,n,DIOR,43
1994,1,5,n,DIOR,44
1994,1,5,n,DIOR,51
1994,1,5,n,DIOR,38
1994,1,5,n,DIOR,52
1994,1,5,n,DIOR,53
1994,1,5,n,ONAR,23
1994,1,5,n,DIME,44
1994,1,5,n,DIME,50
1994,2,1,n,DIOR,47
1994,2,1,n,NEAL,160
1994,2,1,n,NEAL,89
1994,2,1,n,DIOR,44
1994,2,1,n,NEAL,195
1994,2,1,n,PELE,29
1994,2,1,n,DIOR,45
1994,2,1,n,DIOR,54
1994,2,1,n,ONAR,23
1994,2,1,n,DIOR,46
1994,2,1,n,DIME,39
1994,2,1,n,NEAL,130
1994,2,1,n,DIOR,25
1994,2,1,n,DIOR,33
1994,2,1,n,PGFL,12
1994,2,1,n,ONAR,32
1994,2,2,n,NEAL,129
1994,2,2,n,DIOR,53.4
1994,2,2,n,DIME,27.5
1994,2,2,n,NEAL,160
1994,2,2,n,DIOR,36.8
1994,2,2,n,DIOR,49.6
1994,2,2,n,DIOR,48.2
1994,2,2,n,DIOR,38.6
1994,2,2,n,PELE,14
1994,2,2,n,DIME,49.9
1994,2,2,n,DIOR,43.1
1994,2,2,n,DIME,45.1
1994,2,2,n,DIME,43
1994,2,2,n,DIOR,47.6
1994,2,2,n,DIOR,35.9
1994,2,2,n,PGFL,11.4
1994,2,2,n,DIOR,39.9
1994,2,2,n,DIOR,47.4
1994,2,2,n,DIOR,46.5
1994,2,2,n,DIME,41.3
1994,2,3,n,NEAL,214
1994,2,3,n,DIOR,45.1
1994,2,3,n,DIOR,45.7
1994,2,3,n,DIOR,48.5
1994,2,3,n,DIME,47.6
1994,2,3,n,ONLE,37.9
1994,2,3,n,NEAL,116
1994,2,3,n,DIOR,30.5
1994,2,3,n,DIOR,44.7
1994,2,3,n,ONAR,20.4
1994,2,3,n,DIME,33.9
1994,2,3,n,DIOR,56.8
1994,2,3,n,DIME,39.3
1994,2,4,n,PGFL,11
1994,2,4,n,DIOR,61
1994,2,4,n,DIME,39
1994,2,4,n,DIOR,41
1994,2,4,n,DIOR,49
1994,2,4,n,ONLE,30
1994,2,4,n,DIOR,31
1994,2,4,n,PGFL,12
1994,2,4,n,DIOR,41
1994,2,4,n,DIOR,34
1994,2,4,n,DIOR,49
1994,2,4,n,NEAL,180
1994,2,4,n,ONLE,34
1994,2,5,n,DIOR,35
1994,2,5,n,DIOR,24
1994,2,5,n,DIOR,45
1994,2,5,n,DIME,46
1994,2,5,n,DIOR,38
1994,2,5,n,DIOR,55
1994,2,5,n,DIOR,44
1994,2,5,n,DIOR,41
1994,2,5,n,DIOR,58
1994,2,5,n,DIOR,39
1994,2,5,n,DIOR,21
1994,2,5,n,DIOR,44
1994,2,5,n,DIME,28
1994,2,5,n,DIOR,45
1994,2,5,n,DIOR,42
1994,2,5,n,DIOR,28
1994,2,5,n,DIOR,39
1994,2,5,n,DIOR,47
1994,2,5,n,ONLE,36
1994,2,5,n,DIOR,41
1994,2,5,n,DIOR,49
1994,2,5,n,DIOR,38
1994,2,5,n,DIME,26
1994,2,5,n,DIOR,45
1994,2,5,n,DIOR,53
1994,2,5,n,DIME,30
1994,3,1,n,NEAL,160
1994,3,1,n,DIOR,52
1994,3,1,n,DIOR,42
1994,3,1,n,PELE,24
1994,3,1,n,DIME,39
1994,3,1,n,NEAL,223
1994,3,1,n,PGFL,15
1994,3,1,n,DISP,124
1994,3,1,n,REME,11
1994,3,2,n,DIOR,56.6
1994,3,2,n,DIOR,50.4
1994,3,2,n,DIOR,51.7
1994,3,2,n,ONAR,16.7
1994,3,2,n,PELE,17.8
1994,3,2,n,DIME,29.7
1994,3,2,n,DIOR,48
1994,3,2,n,PGFL,10.9
1994,3,2,n,DIOR,40.7
1994,3,2,n,PETR,22.9
1994,3,2,n,PGFL,12.1
1994,3,2,n,DIME,34.4
1994,3,2,n,DIOR,50.2
1994,3,2,n,NEAL,150
1994,3,3,n,DIOR,54
1994,3,3,n,ONLE,34.2
1994,3,3,n,DIOR,50.5
1994,3,3,n,DIME,49.8
1994,3,3,n,DIME,28.8
1994,3,3,n,DIOR,41.7
1994,3,3,n,DIME,43.9
1994,3,3,n,DIOR,48
1994,3,3,n,DIOR,40.7
1994,3,3,n,DIME,44.9
1994,3,3,n,PGFL,11.2
1994,3,3,n,PGFL,11.8
1994,3,3,n,DIOR,39.9
1994,3,3,n,DIME,44.1
1994,3,4,n,DIME,41
1994,3,4,n,DIOR,42
1994,3,4,n,DIOR,64
1994,3,4,n,DIME,44
1994,3,4,n,NEAL,151
1994,3,4,n,DIOR,40
1994,3,5,n,DIOR,48
1994,3,5,n,DIOR,48
1994,3,5,n,DIOR,44
1994,3,5,n,DIOR,36
1994,3,5,n,DIOR,45
1994,3,5,n,ONAR,40
1994,3,5,n,NEAL,190
1994,3,5,n,DIOR,51
1994,3,5,n,DIOR,48
1994,3,5,n,DIME,40
1994,3,5,n,PGFL,8
1994,3,5,n,DIOR,48
1994,1,1,n,DIME,42
1994,1,1,n,PGFL,14
1994,1,1,n,PGFL,13
1994,1,1,n,DIME,42
1994,1,1,n,DIME,38
1994,1,1,n,PGFL,13
1994,1,1,n,DIME,51
1994,1,1,n,PGFL,15
1994,1,1,n,DIOR,58
1994,1,1,n,DIME,45
1994,1,1,n,ONLE,41
1994,1,1,n,DIME,42
1994,1,1,n,DIME,53
1994,1,1,n,NEAL,179
1994,1,1,n,PGFL,13
1994,1,1,n,DIOR,48
1994,1,1,n,PGFL,11
1994,1,1,n,NEAL,197
1994,1,1,n,PGFL,13
1994,1,1,n,DIME,51
1994,1,1,n,DIOR,47
1994,1,1,n,DIOR,57
1994,1,1,n,DISP,150
1994,1,1,n,NEAL,96
1994,1,1,n,DIME,45
1994,1,1,n,PGFL,13
1994,1,1,n,DISP,127
1994,1,1,n,PGFL,14
1994,1,1,n,NEAL,156
1994,1,1,n,PGFV,9
1994,1,1,n,PGFL,15
1994,1,1,n,PGFV,10
1994,1,1,n,PGFL,16
1994,1,1,n,DIOR,63
1994,1,1,n,PGFL,16
1994,1,2,n,NEAL,106
1994,1,2,n,NEAL,184
1994,1,2,n,NEAL,175
1994,1,2,n,XESP,80
1994,1,2,n,NEAL,196
1994,1,2,n,NEAL,88
1994,1,2,n,ONLE,34.5
1994,1,2,n,DIME,48
1994,1,2,n,PGFL,14
1994,1,2,n,NEAL,132
1994,1,2,n,ONLE,29
1994,1,2,n,DIOR,53
1994,1,2,n,DIOR,53
1994,1,2,n,DIOR,34
1994,1,2,n,PELE,23
1994,1,2,n,DIOR,58
1994,1,2,n,DIME,45
1994,1,2,n,NEAL,169
1994,1,2,n,DIOR,53
1994,1,2,n,DIME,38
1994,1,3,n,PGFL,10
1994,1,3,n,DIME,44
1994,1,3,n,ONLE,26
1994,1,3,n,ONLE,15
1994,1,3,n,ONLE,34
1994,1,3,n,DIOR,52
1994,1,3,n,DIME,46
1994,1,3,n,DIOR,62
1994,1,3,n,NEAL,204
1994,1,3,n,PGFL,12
1994,1,3,n,DIOR,48
1994,1,3,n,DIME,49
1994,1,3,n,ONLE,41
1994,1,3,n,ONLE,35
1994,1,3,n,PGFL,9
1994,1,3,n,DIOR,51
1994,1,3,n,NEAL,80
1994,1,3,n,DIOR,47
1994,1,3,n,DIME,41
1994,1,3,n,DIME,39
1994,1,3,n,DIME,34
1994,1,3,n,DIOR,55
1994,1,3,n,NEAL,186
1994,1,3,n,PGFL,14
1994,1,3,n,DIME,41
1994,1,4,n,DIME,50
1994,1,4,n,ONLE,13
1994,1,4,n,DIOR,60
1994,1,4,n,DIME,43
1994,1,4,n,DIOR,50
1994,1,4,n,DIOR,54
1994,1,4,n,NEAL,173
1994,1,4,n,NEAL,161
1994,1,4,n,DIOR,58
1994,1,4,n,DIME,42
1994,1,4,n,NEAL,164
1994,1,4,n,DIOR,68
1994,1,4,n,PELE,21
1994,1,4,n,DIOR,48
1994,1,4,n,DIOR,57
1994,1,4,n,PGFL,13
1994,1,4,n,DIME,44
1994,1,4,n,PELE,36
1994,1,4,n,PGFL,12
1994,1,4,n,DIOR,56.5
1994,1,4,n,DIOR,59
1994,1,4,n,PGFL,13
1994,1,4,n,DIOR,62
1994,1,4,n,NEAL,221
1994,1,4,n,PETR,21
1994,1,4,n,DIME,46
1994,1,4,n,DIME,39
1994,1,5,n,PGFL,11
1994,1,5,n,DIOR,56
1994,1,5,n,DIOR,59
1994,1,5,n,DIOR,56
1994,1,5,n,DIOR,62
1994,1,5,n,DIOR,61
1994,1,5,n,NEAL,153
1994,1,5,n,PGFL,10
1994,1,5,n,DIOR,54.5
1994,1,5,n,ONAR,45
1994,1,5,n,NEAL,149
1994,1,5,n,DIOR,58
1994,1,5,n,DIOR,63
1994,1,5,n,DIOR,48
1994,1,5,n,PGFL,11.5
1994,1,5,n,DIOR,60
1994,1,5,n,DIME,46
1994,1,5,n,DIOR,51
1994,1,5,n,ONAR,38
1994,1,5,n,ONAR,33
1994,1,5,n,DIOR,52
1994,1,5,n,DIME,43
1994,1,5,n,DIOR,55
1994,1,5,n,PGFL,12
1994,1,5,n,PGFL,11.5
1994,1,5,n,DIOR,58
1994,1,5,n,DIOR,57
1994,1,5,n,DIOR,60
1994,1,5,n,DIME,47
1994,1,5,n,DIME,53
1994,1,5,n,DIOR,63
1994,1,5,n,DIOR,58
1994,1,5,n,DIOR,57
1994,2,1,n,NEAL,175
1994,2,1,n,NEAL,77
1994,2,1,n,NEAL,155
1994,2,1,n,DIME,43
1994,2,1,n,PGFL,NA
1994,2,1,n,PGFV,9
1994,2,1,n,XESP,88
1994,2,1,n,DIME,42
1994,2,1,n,DIOR,65
1994,2,2,n,DIOR,48
1994,2,2,n,DIOR,48
1994,2,2,n,PGFL,13
1994,2,2,n,PGFL,14
1994,2,2,n,PGFL,11
1994,2,2,n,DIOR,52
1994,2,2,n,DIOR,56
1994,2,2,n,DIOR,58
1994,2,2,n,NEAL,190
1994,2,3,n,PGFL,11
1994,2,3,n,NEAL,159
1994,2,3,n,DIOR,58
1994,2,3,n,PGFL,10
1994,2,3,n,PGFL,10
1994,2,3,n,DIOR,31
1994,2,3,n,PELE,18
1994,2,3,n,NEAL,166
1994,2,3,n,PGFL,10
1994,2,3,n,PGFL,14
1994,2,3,n,DIOR,54
1994,2,4,n,PGFV,9
1994,2,4,n,DIOR,54
1994,2,4,n,DIOR,59
1994,2,4,n,DIME,62
1994,2,4,n,PGFL,11
1994,2,4,n,NEAL,195
1994,2,4,n,PGFL,13
1994,2,4,n,DIOR,55
1994,2,5,n,PGFL,10
1994,2,5,n,DIOR,53
1994,2,5,n,PGFL,12
1994,2,5,n,ONAR,37
1994,2,5,n,DIOR,61
1994,2,5,n,NEAL,217
1994,2,5,n,PELE,22
1994,2,5,n,ONAR,39
1994,2,5,n,PGFL,13.5
1994,2,5,n,DIME,44
1994,2,5,n,DIOR,64
1994,3,1,n,NEAL,106
1994,3,1,n,DIOR,55
1994,3,1,n,NEAL,158
1994,3,1,n,NEAL,85
1994,3,1,n,PELE,27
1994,3,1,n,ONLE,NA
1994,3,1,n,NEAL,194
1994,3,1,n,NEAL,231
1994,3,2,n,PELE,19
1994,3,2,n,PGFV,7
1994,3,2,n,NEAL,NA
1994,3,2,n,PETR,18
1994,3,2,n,DIOR,52
1994,3,2,n,NEAL,196
1994,3,2,n,PGFL,11
1994,3,2,n,NEAL,172
1994,3,2,n,DIOR,37
1994,3,2,n,PELE,22
1994,3,2,n,ONLE,22
1994,3,2,n,PEMA,18
1994,3,3,n,DIOR,52
1994,3,3,n,DIME,41
1994,3,3,n,NEAL,160
1994,3,3,n,ONLE,41
1994,3,3,n,NEAL,164
1994,3,3,n,DIOR,52
1994,3,3,n,NEAL,224
1994,3,3,n,NEAL,166
1994,3,3,n,PEMA,16
1994,3,3,n,DIOR,43
1994,3,3,n,DIME,42
1994,3,4,n,NEAL,156
1994,3,4,n,ONLE,46
1994,3,4,n,PGFL,12
1994,3,4,n,DIOR,50
1994,3,4,n,DIOR,30
1994,3,4,n,DIME,27
1994,3,4,n,NEAL,148
1994,3,5,n,PGFV,7
1994,3,5,n,NEAL,124
1994,3,5,n,PGFL,12
1994,3,5,n,DIOR,54
1994,3,5,n,DIOR,56
1994,3,5,n,NEAL,144
1994,3,5,n,XESP,119
1994,3,5,n,NEAL,156
1994,3,5,n,DIME,36
1994,3,5,n,PGFL,11
1994,3,5,n,ONAR,35
1994,3,5,n,DIOR,53
1994,3,5,n,NEAL,78
1994,3,5,n,PGFL,10
1994,3,5,n,ONAR,38
1994,1,1,n,DIME,29.7
1994,1,1,n,PGFV,8.4
1994,1,1,n,DIOR,46.8
1994,1,1,n,DIME,26.8
1994,1,1,n,PELE,24.6
1994,1,1,n,PELE,18.3
1994,1,1,n,PGFV,7
1994,1,1,n,PGFV,7.3
1994,1,1,n,NEMI,161
1994,1,1,n,DIME,36.8
1994,1,1,n,PELE,28.2
1994,1,1,n,DIME,45
1994,1,1,n,DIME,50.3
1994,1,1,n,PGFV,9.2
1994,1,1,n,DIME,34.2
1994,1,1,n,PGFV,6.1
1994,1,2,n,PGFV,9
1994,1,2,n,DIME,34
1994,1,2,n,DIME,35
1994,1,2,n,DIME,28
1994,1,2,n,DIOR,63
1994,1,2,n,DIOR,49
1994,1,2,n,PETR,19
1994,1,2,n,DIME,33
1994,1,2,n,PGFV,8
1994,1,2,n,DIME,41
1994,1,2,n,DIME,50
1994,1,2,n,DIME,40
1994,1,2,n,PEBO,12
1994,1,2,n,ONAR,32
1994,1,2,n,PGFV,9
1994,1,2,n,DIME,45
1994,1,2,n,DIME,28
1994,1,2,n,DIME,37
1994,1,2,n,DIME,50
1994,1,2,n,DIME,25
1994,1,2,n,DIOR,50
1994,1,2,n,DIME,45
1994,1,2,n,DIME,45
1994,1,2,n,DIME,45
1994,1,2,n,NEMI,142
1994,1,3,n,DIME,44
1994,1,3,n,DIME,44.2
1994,1,3,n,DIME,32.3
1994,1,3,n,DIME,49.9
1994,1,3,n,REMO,9.3
1994,1,3,n,PELE,25.6
1994,1,3,n,DIME,29.3
1994,1,4,n,DIME,49
1994,1,4,n,ONLE,23
1994,1,4,n,DIME,NA
1994,1,4,n,DIME,48
1994,1,4,n,DIME,27
1994,1,4,n,DIME,47
1994,1,4,n,XESP,87
1994,1,4,n,PGFV,8
1994,1,4,n,DIME,37
1994,1,4,n,DIME,51
1994,1,4,n,DIME,44
1994,1,5,n,DIME,39
1994,1,5,n,DIME,40
1994,1,5,n,DIME,57
1994,1,5,n,DIME,45
1994,1,5,n,DIME,32
1994,1,5,n,DIME,47
1994,1,5,n,DIME,37
1994,1,5,n,DIME,44
1994,1,5,n,DIME,47
1994,1,5,n,DIME,50
1994,1,5,n,DIME,52
1994,1,5,n,DIME,41
1994,2,1,n,DIME,38.2
1994,2,1,n,PGFV,8.2
1994,2,1,n,DIME,39.3
1994,2,1,n,PELE,17.1
1994,2,1,n,PGFV,7.4
1994,2,1,n,PGFV,8.4
1994,2,1,n,PETR,26.6
1994,2,2,n,DIME,50
1994,2,2,n,DIOR,33
1994,2,2,n,DIME,25
1994,2,2,n,DIME,41
1994,2,2,n,PELE,27
1994,2,2,n,PGFV,7
1994,2,2,n,DIME,40
1994,2,2,n,ONLE,21
1994,2,2,n,PGFV,8
1994,2,2,n,DIME,50
1994,2,2,n,DIME,26
1994,2,2,n,ONLE,44
1994,2,2,n,PETR,25
1994,2,3,n,PGFV,6.8
1994,2,3,n,PGFV,7.1
1994,2,3,n,DIME,32.2
1994,2,3,n,DIOR,42.5
1994,2,3,n,DIOR,39.2
1994,2,3,n,DIME,42.7
1994,2,3,n,PGFV,7.3
1994,2,3,n,DIME,47.7
1994,2,3,n,PGFV,6.1
1994,2,3,n,DIME,45.7
1994,2,4,n,DIME,35
1994,2,4,n,DIME,43
1994,2,4,n,DIME,47
1994,2,4,n,DIME,41
1994,2,4,n,PGFV,5
1994,2,4,n,DIME,42
1994,2,5,n,DIME,48
1994,2,5,n,DIME,30
1994,2,5,n,PGFV,8
1994,2,5,n,PGFV,8
1994,2,5,n,DIME,23
1994,2,5,n,DIME,40
1994,3,1,n,PELE,17.8
1994,3,1,n,DIME,32.8
1994,3,1,n,DIOR,33.9
1994,3,1,n,REMO,9.4
1994,3,2,n,PETR,14
1994,3,2,n,DIOR,50
1994,3,2,n,PELE,27
1994,3,2,n,ONLE,29
1994,3,2,n,DIME,32
1994,3,2,n,DIOR,28
1994,3,3,n,PGFV,6.4
1994,3,3,n,PGFV,7.1
1994,3,3,n,PGFV,8.1
1994,3,4,n,PGFV,6
1994,3,4,n,DIME,48
1994,3,4,n,DIME,41
1994,3,4,n,DIME,32
1994,3,4,n,REMO,11
1994,3,4,n,PGFV,9
1994,3,5,n,ONAR,16
1994,3,5,n,PGFV,11
1994,3,5,n,DIME,26
1994,1,1,n,DIME,39
1994,1,1,n,DIME,38
1994,1,1,n,DIME,45
1994,1,1,n,DIME,43
1994,1,1,n,DIME,40
1994,1,1,n,DIME,40
1994,1,1,n,PGFV,7.5
1994,1,1,n,PGFV,8.5
1994,1,1,n,DIME,41
1994,1,1,n,DIME,37
1994,1,1,n,PGFV,6.5
1994,1,1,n,PGFL,12
1994,1,1,n,DIME,45
1994,1,1,n,PGFV,7
1994,1,2,n,DIME,35.5
1994,1,2,n,DIME,21.5
1994,1,2,n,DIOR,63
1994,1,2,n,DIME,35
1994,1,2,n,DIME,35
1994,1,2,n,DIOR,53
1994,1,2,n,DIME,38
1994,1,2,n,PGFV,7
1994,1,2,n,DIME,41
1994,1,2,n,DIME,41
1994,1,2,n,DIME,42
1994,1,2,n,DIME,21
1994,1,2,n,DIME,43
1994,1,2,n,DIME,26
1994,1,2,n,PGFV,7.5
1994,1,2,n,DIME,40.5
1994,1,2,n,DIME,38
1994,1,2,n,DIME,37.5
1994,1,2,n,PGFV,6
1994,1,2,n,ONAR,30
1994,1,2,n,DIME,41
1994,1,2,n,DIME,39
1994,1,2,n,DIME,21
1994,1,3,n,PGFV,7.5
1994,1,3,n,DIME,42
1994,1,3,n,DIME,35
1994,1,3,n,DIME,46
1994,1,3,n,PGFV,7
1994,1,3,n,DIME,46
1994,1,3,n,DIME,40
1994,1,3,n,DIME,27
1994,1,3,n,DIME,46
1994,1,3,n,DIME,43
1994,1,3,n,DIME,39
1994,1,4,n,DIME,40
1994,1,4,n,DIME,47
1994,1,4,n,PGFV,7
1994,1,4,n,DIME,40
1994,1,4,n,DIME,40
1994,1,4,n,DIME,39
1994,1,4,n,DIME,40
1994,1,4,n,PGFV,5
1994,1,4,n,PGFV,8
1994,1,4,n,ONAR,19
1994,1,4,n,DIME,40
1994,1,5,n,DIME,44
1994,1,5,n,DIME,39
1994,1,5,n,PGFV,6.5
1994,1,5,n,DIME,45
1994,1,5,n,DIME,46
1994,1,5,n,PGFV,7
1994,1,5,n,PGFV,8
1994,1,5,n,DIME,47
1994,1,5,n,DIME,53
1994,1,5,n,DIME,43
1994,1,5,n,DIME,42
1994,1,5,n,DIME,39
1994,2,1,n,DIME,43
1994,2,1,n,DIME,43
1994,2,1,n,DIME,41
1994,2,1,n,PGFV,7.5
1994,2,1,n,DIME,46
1994,2,1,n,DIME,40
1994,2,2,n,DIOR,49
1994,2,2,n,DIME,40
1994,2,2,n,NEAL,111
1994,2,2,n,DIME,42
1994,2,2,n,NEMI,134
1994,2,2,n,DIME,40
1994,2,2,n,DIME,39
1994,2,2,n,DIME,23
1994,2,3,n,PGFV,6
1994,2,3,n,NEAL,98
1994,2,3,n,PGFV,7
1994,2,3,n,DIME,32
1994,2,3,n,PGFV,7
1994,2,4,n,PGFV,5
1994,2,4,n,DIME,45
1994,2,4,n,DIME,27
1994,2,5,n,DIME,42
1994,2,5,n,DIME,39
1994,2,5,n,PGFV,9
1994,3,1,n,DIME,54
1994,3,1,n,PGFV,7.5
1994,3,1,n,DIME,47
1994,3,1,n,PGFV,7.5
1994,3,1,n,PGFV,8
1994,3,2,n,DIME,41
1994,3,2,n,DIME,38
1994,3,2,n,PGFV,9
1994,3,2,n,DIME,40
1994,3,2,n,DIME,46
1994,3,3,n,PGFV,8
1994,3,3,n,ONLE,21
1994,3,3,n,PGFV,8.5
1994,3,3,n,NEAL,144
1994,3,4,n,PGFV,7
1994,3,4,n,PGFV,6
1994,3,5,n,DIME,53
1994,1,1,n,PETR,28
1994,1,1,n,DIME,44
1994,1,1,n,DIME,52
1994,1,1,n,DIME,47
1994,1,1,n,CHIN,15
1994,1,1,n,CHIN,17
1994,1,1,n,PETR,28
1994,1,1,n,NEAL,NA
1994,1,1,n,NEAL,149
1994,1,1,n,ONAR,17
1994,1,1,n,DIME,37
1994,1,1,n,DIME,43
1994,1,1,n,DIME,39
1994,1,1,n,CHIN,17
1994,1,1,n,NEAL,NA
1994,1,1,n,DIME,44
1994,1,1,n,CHIN,18
1994,1,1,n,NEMI,152
1994,1,1,n,DIME,31
1994,1,1,n,NEMI,120
1994,1,1,n,DIME,48
1994,1,1,n,NEAL,131
1994,1,2,n,NEAL,86.8
1994,1,2,n,NEAL,85.6
1994,1,2,n,DIME,40
1994,1,2,n,NEAL,118
1994,1,2,n,CHIN,11.8
1994,1,2,n,NEAL,66
1994,1,2,n,DIME,42.7
1994,1,2,n,DIME,39.3
1994,1,2,n,DIME,44.5
1994,1,2,n,CHIN,13.1
1994,1,2,n,CHIN,13.8
1994,1,3,n,DIME,37.6
1994,1,3,n,DIME,23.5
1994,1,3,n,PGFV,7.1
1994,1,3,n,NEAL,174
1994,1,3,n,CHIN,13.3
1994,1,3,n,NEAL,129
1994,1,3,n,CHIN,12.9
1994,1,3,n,DIME,41.4
1994,1,3,n,CHIN,15
1994,1,3,n,CHIN,11.2
1994,1,3,n,CHIN,14.4
1994,1,3,n,CHIN,12.5
1994,1,3,n,CHIN,12
1994,1,3,n,CHIN,15
1994,1,4,n,DIME,26
1994,1,4,n,DIME,43
1994,1,4,n,NEAL,164
1994,1,4,n,DIME,45
1994,1,4,n,DIME,39
1994,1,4,n,DIME,47
1994,1,4,n,CHIN,13
1994,1,5,n,DIME,39
1994,1,5,n,DIME,38
1994,1,5,n,PGFV,9
1994,1,5,n,PGFV,9
1994,1,5,n,DIME,38
1994,1,5,n,NEAL,132
1994,1,5,n,DIME,48
1994,1,5,n,DIME,48
1994,1,5,n,DIME,46
1994,1,5,n,DIME,40
1994,1,5,n,DIME,40
1994,1,5,n,DIME,47
1994,1,5,n,DIME,36
1994,1,5,n,DIME,44
1994,1,5,n,DIME,27
1994,1,5,n,CHIN,11
1994,2,1,n,NEAL,90
1994,2,1,n,CHIN,13
1994,2,1,n,PETR,25
1994,2,1,n,NEAL,158
1994,2,1,n,DIME,46
1994,2,1,n,NEMI,NA
1994,2,1,n,ONLE,27
1994,2,1,n,NEAL,193
1994,2,2,n,CHIN,9.9
1994,2,2,n,CHIN,16
1994,2,2,n,NEAL,172
1994,2,2,n,NEAL,160
1994,2,2,n,DIME,41
1994,2,2,n,PETR,20.4
1994,2,2,n,CHIN,14.3
1994,2,2,n,PGFV,8.1
1994,2,3,n,PGFV,7
1994,2,3,n,PGFV,6.1
1994,2,3,n,CHIN,13.2
1994,2,3,n,NEDO,62.5
1994,2,3,n,PETR,23.6
1994,2,3,n,PETR,26.5
1994,2,3,n,NEAL,147
1994,2,4,n,NEAL,142
1994,2,5,n,PGFV,7
1994,2,5,n,PGFV,12
1994,2,5,n,DIME,43
1994,2,5,n,PGFV,6
1994,2,5,n,PGFV,8
1994,2,5,n,CHIN,17
1994,3,1,n,PETR,42
1994,3,1,n,NEAL,160
1994,3,2,n,PGFV,7.5
1994,3,2,n,NEAL,96.5
1994,3,2,n,NEAL,56
1994,3,2,n,PENA,16.5
1994,3,3,n,PGFV,5.9
1994,3,3,n,PGFV,8.3
1994,3,3,n,DIME,26.6
1994,3,3,n,PETR,13.1
1994,3,3,n,NEAL,120
1994,3,3,n,PGFV,7.6
1994,3,4,n,PGFV,8
1994,3,4,n,NEAL,110
1994,3,4,n,CHIN,7
1994,3,5,n,PGFV,7
1994,3,5,n,NEAL,34
1994,3,5,n,PGFV,5
1994,1,1,n,DIME,43
1994,1,1,n,NEAL,161
1994,1,1,n,NEAL,151
1994,1,1,n,CHIN,18
1994,1,1,n,PELE,9
1994,1,1,n,DIME,45
1994,1,1,n,DIME,47
1994,1,1,n,DIME,64
1994,1,1,n,PGFV,9
1994,1,1,n,PETR,20
1994,1,1,n,DIME,42
1994,1,1,n,DIME,30
1994,1,1,n,CHIN,13
1994,1,1,n,CHIN,14
1994,1,1,n,DIME,40
1994,1,1,n,NEDO,70
1994,1,1,n,NEAL,110
1994,1,1,n,DIME,46
1994,1,1,n,DIME,48
1994,1,1,n,DIME,47
1994,1,1,n,CHIN,16
1994,1,1,n,NEAL,187
1994,1,2,n,PGFV,7
1994,1,2,n,DIME,35
1994,1,2,n,PETR,17
1994,1,2,n,DIME,38
1994,1,2,n,CHIN,14
1994,1,2,n,CHIN,13
1994,1,2,n,DIME,32
1994,1,2,n,NEAL,162
1994,1,2,n,PEXX,NA
1994,1,2,n,DIME,35
1994,1,2,n,NEAL,168
1994,1,2,n,CHIN,14
1994,1,2,n,DIME,39
