year,night,web,recap,species,mass_g
1989,1,1,n,PGFV,6
1989,1,1,n,DIOR,47.5
1989,1,1,n,PGFV,7
1989,1,1,n,PGFV,8
1989,1,1,n,PGFV,7
1989,1,1,n,DISP,123
1989,1,1,n,PGFV,6.5
1989,1,1,n,DISP,106
1989,1,1,n,DIOR,48.5
1989,1,1,n,ONAR,20.5
1989,1,1,n,DISP,135
1989,1,1,n,PGFV,7.5
1989,1,1,n,PGFV,7
1989,1,2,n,DIOR,51
1989,1,2,n,DIOR,43
1989,1,2,n,PGFV,7
1989,1,2,n,PGFV,8
1989,1,2,n,DIOR,53
1989,1,2,n,PGFV,6
1989,1,2,n,PGFV,5
1989,1,2,n,PGFV,3
1989,1,2,n,REMO,7
1989,1,2,n,PGFV,5
1989,1,2,n,DIOR,50
1989,1,2,n,PGFV,6.5
1989,1,2,n,REMO,9
1989,1,2,n,ONAR,22
1989,1,2,n,PGFV,7
1989,1,2,n,DIOR,37
1989,1,2,n,DISP,120
1989,1,3,n,PGFV,6
1989,1,3,n,PGFV,6
1989,1,3,n,DISP,100
1989,1,3,n,DIOR,49
1989,1,3,n,DIOR,49
1989,1,3,n,PGFV,6
1989,1,3,n,PGFV,9
1989,1,3,n,DIOR,50
1989,1,3,n,DISP,110
1989,1,3,n,DIOR,31
1989,1,3,n,DISP,100
1989,1,3,n,DIOR,38
1989,1,3,n,DIOR,49
1989,1,3,n,DIOR,45
1989,1,3,n,DIOR,51
1989,1,4,n,PGFV,8
1989,1,4,n,DISP,147
1989,1,4,n,PGFV,5.5
1989,1,4,n,PGFV,6
1989,1,4,n,REMO,8.5
1989,1,4,n,DIOR,47
1989,1,4,n,DIOR,51
1989,1,4,n,DIOR,50.5
1989,1,4,n,PGFV,7
1989,1,4,n,DISP,121
1989,1,4,n,ONAR,22.5
1989,1,4,n,PGFV,7
1989,1,4,n,DIOR,47
1989,1,5,n,PGFV,8
1989,1,5,n,PGFV,7
1989,1,5,n,PGFV,4
1989,1,5,n,PGFV,5
1989,1,5,n,PGFV,4
1989,1,5,n,DIOR,56
1989,1,5,n,PGFV,7
1989,1,5,n,PGFV,5.5
1989,1,5,n,PGFV,7
1989,1,5,n,DIOR,51
1989,1,5,n,PGFV,7
1989,1,5,n,PGFV,6.5
1989,1,5,n,PGFV,7
1989,1,5,n,DIOR,47
1989,1,5,n,PGFV,6.5
1989,2,1,n,PGFV,9.5
1989,2,1,n,PGFV,6.5
1989,2,1,n,DISP,110
1989,2,1,n,PGFV,6.5
1989,2,1,n,DIOR,43
1989,2,1,n,PEBO,24.5
1989,2,1,n,PGFV,8
1989,2,1,n,ONAR,22.5
1989,2,1,n,PGFV,7.5
1989,2,2,n,REMO,6
1989,2,2,n,DISP,110
1989,2,2,n,PGFV,8.5
1989,2,2,n,PETR,NA
1989,2,2,n,PGFV,5
1989,2,2,n,DIOR,42
1989,2,2,n,PGFV,7
1989,2,2,n,DIME,55
1989,2,2,n,REMO,4
1989,2,2,n,PGFV,7
1989,2,2,n,REMO,8
1989,2,2,n,DIOR,47
1989,2,3,n,DIOR,47
1989,2,3,n,PGFV,8
1989,2,3,n,DIOR,48
1989,2,3,n,REME,6
1989,2,3,n,PGFV,5.5
1989,2,3,n,DIOR,35
1989,2,3,n,ONAR,16
1989,2,3,n,DIOR,46
1989,2,3,n,PGFV,8
1989,2,4,n,DISP,113
1989,2,4,n,REMO,6.5
1989,2,4,n,ONAR,22
1989,2,4,n,PGFV,6.5
1989,2,4,n,PEMA,15.5
1989,2,4,n,PGFV,7
1989,2,4,n,PGFV,6
1989,2,5,n,PGFV,8
1989,2,5,n,PGFV,6
1989,2,5,n,PGFV,9
1989,2,5,n,PGFV,6
1989,2,5,n,DIOR,48
1989,2,5,n,DISP,140
1989,3,1,n,PGFV,7
1989,3,1,n,PGFV,8
1989,3,1,n,PGFV,7.5
1989,3,1,n,PGFV,8.5
1989,3,1,n,PGFV,7
1989,3,1,n,PGFV,7
1989,3,3,n,DIOR,50
1989,3,3,n,DISP,100
1989,3,3,n,PGFV,6
1989,3,3,n,ONAR,16
1989,3,4,n,PGFV,6.5
1989,3,4,n,DIOR,49
1989,3,4,n,DISP,115
1989,3,4,n,PGFV,7
1989,3,5,n,PGFV,8
1989,3,5,n,PGFV,7.5
1989,3,5,n,REMO,9
1989,3,5,n,REMO,8
1989,3,5,n,DIOR,54
1989,3,5,n,DISP,110
1989,3,5,n,PGFV,8
1989,1,1,n,DIME,41
1989,1,1,n,DIME,43
1989,1,1,n,DIME,35
1989,1,1,n,DIME,38
1989,1,1,n,DIME,36
1989,1,1,n,DISP,109
1989,1,1,n,DIME,46
1989,1,1,n,ONAR,18
1989,1,1,n,DIME,50
1989,1,1,n,DIME,45
1989,1,1,n,DIME,45
1989,1,1,n,ONAR,22
1989,1,1,n,DIME,39
1989,1,1,n,DIME,49
1989,1,1,n,DIME,44.5
1989,1,1,n,DIME,38
1989,1,1,n,DIME,29
1989,1,2,n,PGFV,7.5
1989,1,2,n,DIME,26
1989,1,2,n,DIME,40.5
1989,1,2,n,DIME,23.5
1989,1,2,n,PGFV,7
1989,1,2,n,DIME,39
1989,1,2,n,PGFV,6
1989,1,2,n,DIME,40
1989,1,2,n,PGFV,6.5
1989,1,2,n,PGFV,7
1989,1,2,n,DIME,37
1989,1,2,n,DIME,46
1989,1,2,n,DIME,44
1989,1,2,n,DIME,45
1989,1,2,n,DIME,47.5
1989,1,2,n,DIME,41.5
1989,1,2,n,DIME,31.5
1989,1,3,n,DIME,28.5
1989,1,3,n,ONAR,28
1989,1,3,n,DIME,39
1989,1,3,n,DIME,42
1989,1,3,n,DIME,33
1989,1,3,n,DIME,43
1989,1,3,n,DIME,37
1989,1,3,n,PGFV,14
1989,1,3,n,DIME,45
1989,1,3,n,DIME,38
1989,1,3,n,DIME,39
1989,1,4,n,DIME,41
1989,1,4,n,DIME,41.5
1989,1,4,n,DISP,125
1989,1,4,n,DIME,NA
1989,1,4,n,DIME,41.5
1989,1,4,n,DIME,26.5
1989,1,4,n,DIME,39
1989,1,4,n,DIME,42.5
1989,1,4,n,DIME,41
1989,1,4,n,DIME,40.5
1989,1,4,n,DIME,41.5
1989,1,5,n,DIME,37
1989,1,5,n,DIME,40
1989,1,5,n,DIME,32
1989,1,5,n,DIME,45
1989,1,5,n,DIME,32
1989,1,5,n,DIME,41
1989,1,5,n,ONAR,20
1989,1,5,n,DIME,40
1989,1,5,n,DIME,28
1989,1,5,n,DIME,37
1989,1,5,n,DISP,98
1989,2,1,n,DIME,40
1989,2,1,n,DIME,42
1989,2,1,n,DIME,33.5
1989,2,1,n,PGFV,7
1989,2,1,n,PGFV,7
1989,2,1,n,DIME,37
1989,2,1,n,DIME,27
1989,2,1,n,DIME,36
1989,2,1,n,DIME,41
1989,2,1,n,DIME,38
1989,2,1,n,PGFV,7.5
1989,2,1,n,ONAR,13
1989,2,1,n,DISP,148
1989,2,2,n,DIME,41
1989,2,2,n,PGFV,NA
1989,2,2,n,DIME,42.5
1989,2,2,n,DIME,42.5
1989,2,2,n,DISP,130
1989,2,2,n,DIME,46
1989,2,2,n,DIME,34.5
1989,2,2,n,REME,11
1989,2,2,n,REME,11
1989,2,2,n,ONAR,15.5
1989,2,2,n,DISP,60
1989,2,2,n,PGFV,7.5
1989,2,2,n,PGFV,7
1989,2,2,n,ONAR,16.5
1989,2,3,n,DIME,45
1989,2,3,n,ONAR,35
1989,2,3,n,DIME,37
1989,2,3,n,DIME,38
1989,2,3,n,DIME,44
1989,2,3,n,PGFV,7
1989,2,3,n,DIME,48
1989,2,3,n,ONAR,29
1989,2,3,n,DIME,41
1989,2,3,n,PGFV,6
1989,2,3,n,REME,9
1989,2,3,n,DIME,40
1989,2,3,n,DIME,45
1989,2,4,n,DISP,155
1989,2,4,n,DIME,38
1989,2,4,n,DIME,39
1989,2,4,n,DIME,44.5
1989,2,4,n,DIME,38.5
1989,2,4,n,DIME,43
1989,2,5,n,DIME,47
1989,2,5,n,ONAR,20
1989,2,5,n,DIME,43
1989,2,5,n,DIME,39
1989,2,5,n,DIME,44
1989,2,5,n,DIME,42
1989,2,5,n,ONAR,20
1989,2,5,n,DIME,44
1989,2,5,n,DIME,42
1989,2,5,n,DIME,45
1989,2,5,n,DIME,19
1989,2,5,n,DIME,20
1989,2,5,n,DIME,47
1989,3,1,n,PGFV,7
1989,3,1,n,DIME,45
1989,3,1,n,DIME,54
1989,3,1,n,PGFV,8
1989,3,1,n,DIME,45
1989,3,1,n,DIME,41
1989,3,2,n,REMO,7.5
1989,3,2,n,PGFV,5
1989,3,2,n,DISP,70
1989,3,2,n,PGFV,6.5
1989,3,2,n,DIME,45
1989,3,2,n,PGFV,7
1989,3,2,n,DISP,70
1989,3,2,n,PGFV,7.5
1989,3,2,n,ONAR,22.5
1989,3,2,n,DIME,36
1989,3,2,n,DISP,145
1989,3,2,n,DIME,38.5
1989,3,3,n,DISP,92
1989,3,3,n,DISP,86
1989,3,3,n,DISP,89
1989,3,3,n,DIME,42
1989,3,3,n,DIME,40
1989,3,4,n,ONAR,22.5
1989,3,4,n,DIME,31.5
1989,3,4,n,DISP,100
1989,3,4,n,DIME,30.5
1989,3,4,n,PGFV,NA
1989,3,4,n,DIME,40.5
1989,3,4,n,ONAR,NA
1989,3,4,n,DIME,39
1989,3,4,n,DIME,42
1989,3,4,n,DIME,41.5
1989,3,5,n,DIME,NA
1989,3,5,n,DIME,38
1989,3,5,n,DISP,110
1989,3,5,n,DIME,43
1989,1,1,n,DIME,45
1989,1,1,n,DIME,38
1989,1,1,n,DIME,44
1989,1,1,n,DIME,29
1989,1,1,n,DIME,40
1989,1,1,n,DIME,44
1989,1,1,n,PGFV,8
1989,1,1,n,DIME,44
1989,1,1,n,DIME,38
1989,1,1,n,ONAR,10
1989,1,1,n,DIME,41
1989,1,1,n,DIME,37
1989,1,1,n,PGFV,6
1989,1,1,n,PGFV,7
1989,1,1,n,DIME,42
1989,1,1,n,DIME,40
1989,1,1,n,DISP,130
1989,1,1,n,PGFV,7
1989,1,1,n,DIME,52
1989,1,1,n,DIME,39
1989,1,1,n,DIME,42
1989,1,1,n,DIME,36
1989,1,1,n,PELE,22
1989,1,1,n,DIME,45
1989,1,1,n,DISP,100
1989,1,1,n,DIME,43
1989,1,1,n,DIME,41
1989,1,1,n,REME,17
1989,1,1,n,DIME,46
1989,1,1,n,DIME,41
1989,1,1,n,PGFV,5
1989,1,1,n,DIME,32
1989,1,1,n,PGFV,5
1989,1,1,n,DIME,44
1989,1,1,n,DIME,46
1989,1,1,n,ONAR,26
1989,1,1,n,DISP,75
1989,1,1,n,DIME,41
1989,1,1,n,DIME,49
1989,1,1,n,DIME,42
1989,1,1,n,DIME,40
1989,1,2,n,PGFV,7
1989,1,2,n,PGFV,8.5
1989,1,2,n,PGFV,6.5
1989,1,2,n,DIME,41
1989,1,2,n,DIME,36.5
1989,1,2,n,DIME,41.5
1989,1,2,n,DIME,43.5
1989,1,2,n,PGFV,8
1989,1,2,n,DIME,42.5
1989,1,2,n,PGFV,7
1989,1,2,n,DIME,42
1989,1,2,n,DIME,40.5
1989,1,2,n,DIME,31.5
1989,1,2,n,PGFV,8.5
1989,1,2,n,PGFV,7
1989,1,2,n,PGFV,7.5
1989,1,2,n,PGFV,6
1989,1,2,n,DIME,40.5
1989,1,2,n,PGFV,6.5
1989,1,2,n,DIME,39.5
1989,1,2,n,DIME,46.5
1989,1,2,n,PGFV,6.5
1989,1,2,n,DIME,52
1989,1,2,n,DIME,36.5
1989,1,2,n,DIME,36
1989,1,2,n,DIME,45.5
1989,1,2,n,DIME,35.5
1989,1,2,n,ONAR,22
1989,1,2,n,PGFV,8
1989,1,2,n,DIME,33
1989,1,2,n,PGFV,7
1989,1,3,n,PGFV,8
1989,1,3,n,DIME,44
1989,1,3,n,ONAR,28
1989,1,3,n,PGFV,5
1989,1,3,n,DIME,35
1989,1,3,n,DIME,42
1989,1,3,n,DIME,39
1989,1,3,n,REME,7
1989,1,3,n,PGFV,7.5
1989,1,3,n,DIME,42
1989,1,3,n,DIME,43
1989,1,3,n,DIME,43
1989,1,3,n,DIME,28
1989,1,3,n,PGFV,7
1989,1,3,n,DIME,42
1989,1,3,n,REME,8.5
1989,1,3,n,DISP,100
1989,1,3,n,REME,7.5
1989,1,3,n,PGFV,7
1989,1,3,n,PGFV,8.5
1989,1,3,n,PGFV,7
1989,1,3,n,DIME,41
1989,1,3,n,DIME,41
1989,1,3,n,PGFV,6.5
1989,1,3,n,PGFV,6
1989,1,3,n,PGFV,7
1989,1,3,n,DIME,46
1989,1,3,n,DIME,38
1989,1,3,n,ONAR,17
1989,1,3,n,DIME,47
1989,1,3,n,DIME,39
1989,1,3,n,PGFV,7.5
1989,1,3,n,DIME,40
1989,1,3,n,PGFV,7
1989,1,3,n,PGFV,5
1989,1,4,n,PGFV,7
1989,1,4,n,PGFV,8.5
1989,1,4,n,DIME,36.5
1989,1,4,n,DIME,46.5
1989,1,4,n,DISP,125
1989,1,4,n,DIME,43.5
1989,1,4,n,DIME,50
1989,1,4,n,PGFV,NA
1989,1,4,n,DIME,44
1989,1,4,n,DISP,160
1989,1,4,n,DIME,39.5
1989,1,4,n,DIME,29
1989,1,4,n,PGFV,8
1989,1,4,n,DIME,36
1989,1,4,n,DIME,41
1989,1,4,n,PGFV,8
1989,1,4,n,PEER,18.5
1989,1,4,n,DIME,35.5
1989,1,4,n,DIME,44.5
1989,1,4,n,PEER,11.5
1989,1,4,n,ONAR,21.5
1989,1,4,n,PEER,16.5
1989,1,4,n,DIME,41.5
1989,1,5,n,PGFV,7.5
1989,1,5,n,DISP,150
1989,1,5,n,ONAR,22
1989,1,5,n,DIME,49
1989,1,5,n,DIME,34
1989,1,5,n,DIME,45
1989,1,5,n,DIME,39
1989,1,5,n,DIME,42
1989,1,5,n,DIME,47
1989,1,5,n,PGFV,7
1989,1,5,n,PGFV,6.5
1989,1,5,n,DIME,35
1989,1,5,n,PGFV,7
1989,1,5,n,PGFV,7
1989,1,5,n,DIME,41
1989,1,5,n,PGFV,7.5
1989,1,5,n,DIME,46
1989,1,5,n,DIME,44
1989,1,5,n,DIME,42
1989,1,5,n,PGFV,6
1989,1,5,n,DIME,41
1989,1,5,n,DIME,35
1989,1,5,n,DISP,100
1989,1,5,n,DIME,36
1989,2,1,n,DIME,41
1989,2,1,n,DIME,39
1989,2,1,n,PGFV,7
1989,2,1,n,PGFV,6
1989,2,1,n,DIME,41
1989,2,1,n,PGFV,8
1989,2,1,n,DISP,100
1989,2,1,n,DIME,40
1989,2,1,n,DIME,41
1989,2,1,n,DIME,30
1989,2,1,n,DISP,78
1989,2,2,n,DIME,51
1989,2,2,n,DIME,41
1989,2,2,n,ONAR,16.5
1989,2,2,n,PEER,17.5
1989,2,2,n,PGFV,8
1989,2,2,n,DIME,36.5
1989,2,2,n,PGFV,7.5
1989,2,2,n,PGFV,7.5
1989,2,2,n,ONAR,22.5
1989,2,3,n,DIME,39
1989,2,3,n,DIME,51
1989,2,3,n,DIME,38
1989,2,3,n,DIME,40
1989,2,3,n,DIME,47
1989,2,3,n,PGFV,6
1989,2,3,n,DIME,37
1989,2,3,n,PGFV,7
1989,2,3,n,DIME,46
1989,2,3,n,PGFV,5
1989,2,3,n,DIME,35
1989,2,3,n,DIME,41
1989,2,3,n,DIME,38
1989,2,3,n,ONAR,15
1989,2,4,n,DIME,41
1989,2,4,n,ONAR,27
1989,2,4,n,PGFV,7
1989,2,4,n,PGFV,7.5
1989,2,4,n,DISP,50
1989,2,4,n,ONAR,18.5
1989,2,4,n,PGFV,4.5
1989,2,4,n,PGFV,7
1989,2,4,n,ONAR,17
1989,2,4,n,DIME,48.5
1989,2,4,n,DIME,36
1989,2,4,n,PGFV,7.5
1989,2,4,n,ONAR,11.5
1989,2,4,n,DIME,NA
1989,2,4,n,ONAR,26
1989,2,4,n,DIME,38
1989,2,4,n,DIME,47
1989,2,4,n,DIME,39
1989,2,5,n,PGFV,7
1989,2,5,n,DIME,30
1989,2,5,n,PGFV,6.5
1989,2,5,n,DIME,36
1989,2,5,n,DIME,43
1989,2,5,n,DIME,30
1989,2,5,n,DIME,30
1989,2,5,n,DIME,33
1989,2,5,n,DIME,42
1989,2,5,n,PGFV,8
1989,2,5,n,DIME,35
1989,2,5,n,PGFV,6
1989,3,1,n,ONAR,24
1989,3,1,n,ONAR,NA
1989,3,1,n,PGFV,6.5
1989,3,1,n,DIME,42
1989,3,1,n,DIME,44
1989,3,1,n,DIME,42
1989,3,1,n,DIME,36
1989,3,1,n,DIME,47
1989,3,2,n,PGFV,6.5
1989,3,2,n,REME,10
1989,3,2,n,DISP,105
1989,3,2,n,ONAR,16.5
1989,3,2,n,DIME,37
1989,3,2,n,PGFV,7.5
1989,3,2,n,PGFV,6
1989,3,2,n,DISP,110
1989,3,2,n,DIME,44.5
1989,3,2,n,PGFV,7.5
1989,3,2,n,DIME,42
1989,3,3,n,DIME,39
1989,3,3,n,DIME,34
1989,3,3,n,PGFV,7
1989,3,3,n,DISP,100
1989,3,3,n,PGFV,7
1989,3,3,n,DIME,30
1989,3,3,n,DIME,40
1989,3,3,n,DIME,30
1989,3,4,n,PETR,16.5
1989,3,4,n,PGFV,8.5
1989,3,4,n,PGFV,9
1989,3,4,n,DIME,38.5
1989,3,4,n,DIME,41
1989,3,4,n,DIME,36.5
1989,3,5,n,PGFV,8
1989,3,5,n,DIME,38
1989,3,5,n,DIME,43
1989,3,5,n,DIME,42
1989,3,5,n,PGFV,6
1989,3,5,n,DISP,90
1989,3,5,n,PEER,18
1989,3,5,n,DIME,42
1989,3,5,n,PEER,22
1989,3,5,n,ONAR,26
1989,3,5,n,DIME,26
1990,1,1,n,PGFV,6
1990,1,1,n,PGFV,6.5
1990,1,1,n,DIOR,54
1990,1,1,n,PGFV,8
1990,1,1,n,DISP,120
1990,1,1,n,PGFV,8
1990,1,1,n,PGFV,7
1990,1,2,n,PGFV,3
1990,1,2,n,DIOR,42
1990,1,3,n,DIOR,56
1990,1,3,n,DIOR,53
1990,1,3,n,DIOR,51
1990,1,3,n,DISP,100
1990,1,3,n,DIOR,48
1990,1,3,n,DIOR,44
1990,1,3,n,DIOR,NA
1990,1,4,n,ONAR,24
1990,1,4,n,DIOR,54.5
1990,1,5,n,ONAR,10
1990,1,5,n,DIOR,34
1990,1,5,n,PGFV,8
1990,1,5,n,PGFV,7
1990,1,5,n,DISP,100
1990,1,5,n,PGFV,7
1990,1,5,n,PGFV,6
1990,1,5,n,PGFV,7
1990,1,5,n,DIOR,54
1990,1,5,n,PGFV,5
1990,1,5,n,ONAR,23
1990,2,1,n,DISP,88
1990,2,1,n,DISP,133
1990,2,1,n,DISP,124
1990,2,2,n,DIOR,45
1990,2,2,n,PGFV,5
1990,2,2,n,DIOR,52
1990,2,2,n,PGFV,8
1990,2,2,n,DIOR,60
1990,2,3,n,DIOR,53
1990,2,3,n,PGFV,7
1990,2,3,n,PGFV,6
1990,2,3,n,DIOR,51
1990,2,3,n,DISP,100
1990,2,3,n,DISP,80
1990,2,3,n,DISP,100
1990,2,3,n,DIOR,45
1990,2,3,n,DISP,100
1990,2,3,n,DIOR,39
1990,2,3,n,DIOR,52
1990,2,3,n,DIOR,43
1990,2,3,n,ONAR,32
1990,2,4,n,ONAR,20.5
1990,2,4,n,DIOR,45
1990,2,4,n,DIOR,42.5
1990,2,5,n,PGFV,9
1990,2,5,n,ONAR,23
1990,2,5,n,DIOR,48
1990,2,5,n,PGFV,6
1990,2,5,n,DIOR,42
1990,2,5,n,DISP,100
1990,2,5,n,DISP,100
1990,3,1,n,PGFV,6
1990,3,1,n,DIOR,39
1990,3,2,n,DIOR,52
1990,3,2,n,PGFV,8
1990,3,3,n,DISP,72
1990,3,3,n,PGFV,8
1990,3,3,n,DIOR,40
1990,3,3,n,DISP,100
1990,3,3,n,DIME,55
1990,3,3,n,DIOR,53
1990,3,4,n,ONAR,25
1990,3,4,n,PGFV,5.5
1990,3,4,n,DIOR,40.5
1990,3,4,n,DIOR,40.5
1990,3,5,n,PGFV,7
1990,3,5,n,DIOR,39
1990,3,5,n,DIOR,52
1990,3,5,n,DISP,100
1990,3,5,n,DIOR,44
1990,3,5,n,DIOR,44.5
1990,3,5,n,DIOR,51.5
1990,1,1,n,DIOR,45
1990,1,2,n,DIOR,47
1990,1,2,n,DIOR,48
1990,1,2,n,DIOR,NA
1990,1,2,n,DIOR,55
1990,1,2,n,DIOR,52
1990,1,3,n,DIME,45
1990,1,3,n,DIOR,50
1990,1,3,n,DISP,100
1990,1,3,n,DISP,100
1990,1,3,n,DIME,NA
1990,1,4,n,DIOR,45.5
1990,1,4,n,PGFV,7.5
1990,1,4,n,DIOR,40
1990,1,4,n,ONAR,21.5
1990,1,5,n,DIOR,51
1990,1,5,n,PGFV,NA
1990,1,5,n,DISP,100
1990,2,1,n,PGFV,7.5
1990,2,1,n,ONAR,21
1990,2,3,n,PGFV,7
1990,2,3,n,DISP,100
1990,2,3,n,DIOR,53
1990,2,3,n,DIOR,39
1990,2,3,n,DIOR,54
1990,2,5,n,DIOR,39
1990,2,5,n,DIOR,49
1990,2,5,n,PGFV,8.5
1990,2,5,n,DISP,100
1990,3,2,n,DIOR,42
1990,3,3,n,PGFV,8
1990,3,3,n,DIOR,NA
1990,3,3,n,DIOR,38
1990,3,3,n,PGFV,NA
1990,3,3,n,DIOR,44
1990,3,5,n,DISP,100
1990,1,1,n,DIME,42
1990,1,1,n,DIME,44
1990,1,1,n,DIME,45
1990,1,1,n,DIOR,41
1990,1,1,n,PGFV,7
1990,1,1,n,DIME,40
1990,1,1,n,DIME,48
1990,1,1,n,DIME,49
1990,1,1,n,DIME,38
1990,1,1,n,PGFV,8
1990,1,1,n,DIME,42
1990,1,1,n,DIME,44
1990,1,1,n,PGFV,7
1990,1,1,n,DIME,43.5
1990,1,2,n,PGFV,7.5
1990,1,2,n,PGFV,6.5
1990,1,2,n,DIME,36.5
1990,1,2,n,PGFV,7
1990,1,3,n,DIME,47
1990,1,3,n,DISP,100
1990,1,3,n,DIME,50
1990,1,3,n,DIME,45
1990,1,3,n,DISP,100
1990,1,4,n,DIME,43.5
1990,1,4,n,DIME,15.5
1990,1,4,n,DIME,39
1990,1,4,n,DIME,47
1990,1,4,n,ONAR,27
1990,1,4,n,DIME,49
1990,1,5,n,DIME,45
1990,1,5,n,DIME,42
1990,1,5,n,DIME,41
1990,2,1,n,DIME,45
1990,2,1,n,DIME,40
1990,2,1,n,DIME,41
1990,2,1,n,DIME,42
1990,2,1,n,DIME,40
1990,2,1,n,DIME,NA
1990,2,1,n,DIME,40
1990,2,2,n,DIME,43.5
1990,2,2,n,DIOR,40
1990,2,2,n,DIME,44.5
1990,2,2,n,DIME,37
1990,2,2,n,ONAR,23.5
1990,2,3,n,DIME,41
1990,2,3,n,DIME,39
1990,2,3,n,DIME,44
1990,2,3,n,ONAR,36
1990,2,4,n,DIME,39.5
1990,2,4,n,DISP,133
1990,2,4,n,DIME,41
1990,2,4,n,DIME,37.5
1990,2,4,n,DIME,43
1990,2,5,n,DISP,100
1990,2,5,n,DIME,38
1990,2,5,n,DIME,43
1990,2,5,n,DIME,45
1990,2,5,n,DIME,45
1990,2,5,n,DIME,41
1990,2,5,n,DIME,38
1990,3,1,n,DIME,45
1990,3,1,n,DIME,38
1990,3,1,n,DIME,40.5
1990,3,1,n,DIME,39
1990,3,2,n,DIME,45.5
1990,3,2,n,PGFV,7.5
